Zipcode,State,Size (kW DC),Cost,Date Installed
87508,NM,1.98,13420.0,7/7/2010
87059,NM,1.98,13359.37,12/16/2010
87505,NM,1.98,12408.0,03/31/2010
87121,NM,1.98,10000.0,07/24/2012
88005,NM,2.0,7370.36,4/11/2013
87123,NM,2.0,11887.0,11/22/2013
87108,NM,2.0,10932.0,08/16/2013
87507,NM,2.0,14735.0,3/1/2013
87107,NM,2.0,8050.0,03/18/2013
87059,NM,2.0,16583.65,6/10/2010
87506,NM,2.0,11501.78,4/6/2009
88081,NM,2.0,16000.0,07/16/2009
88062,NM,2.0,20215.38,01/28/2009
87506,NM,2.0,19000.0,8/6/2007
87144,NM,2,24196.92,11/24/2008
87110,NM,2,18350,01/20/2009
87501,NM,2,20573,2/12/2009
87508,NM,2,23070,11/25/2008
87124,NM,2,17773.48,8/4/2008
87109,NM,2,16350,02/16/2009
87901,NM,2,29851.54,06/17/2008
88338,NM,2,17965,8/1/2007
87048,NM,2,16350,01/20/2009
87508,NM,2,20400,10/24/2007
88072,NM,2.0,11412.0,12/23/2010
87106,NM,2.0,16579.2,12/6/2010
88011,NM,2.0,8732.04,8/11/2010
88011,NM,2.0,15992.0,10/30/2009
87102,NM,2.0,12217.42,9/12/2012
88012,NM,2.016,13500.0,7/7/2010
87059,NM,2.016,13496.4,12/23/2010
88012,NM,2.016,19200.0,9/10/2010
87507,NM,2.016,23580.0,12/17/2009
87505,NM,2.025,14260.0,09/26/2013
87108,NM,2.025,13022.7,05/28/2010
87507,NM,2.025,14688.75,03/17/2010
87048,NM,2.025,12757.5,09/16/2010
88011,NM,2.025,12327.0,06/15/2010
87106,NM,2.025,12958.0,12/21/2010
87059,NM,2.025,14657.0,11/24/2010
88001,NM,2.025,12740.52,09/17/2010
87043,NM,2.025,12895.0,09/13/2010
87113,NM,2.025,12303.75,4/9/2010
87505,NM,2.025,9483.75,04/16/2012
87123,NM,2.025,6220.0,01/29/2012
87535,NM,2.04,33350.0,11/1/2013
87111,NM,2.04,10654.44,8/5/2013
88005,NM,2.04,10270.0,03/25/2013
88011,NM,2.04,8000.0,3/1/2013
87544,NM,2.04,9690.0,06/25/2013
87508,NM,2.04,29944.55,08/13/2007
87506,NM,2.04,21681.84,11/24/2008
87506,NM,2.04,19333.93,3/11/2008
87107,NM,2.05,17255.5,09/30/2009
87107,NM,2.05,18765.83,09/20/2007
87111,NM,2.05,22381.22,01/25/2008
87501,NM,2.05,20950,10/22/2007
87507,NM,2.05,19650,01/18/2008
87113,NM,2.058,13216.4,03/15/2013
88011,NM,2.058,11364.0,11/20/2012
87544,NM,2.07,18414.0,05/19/2009
87505,NM,2.07,15162.0,03/14/2010
88005,NM,2.07,16108.0,3/10/2010
87505,NM,2.07,11900.0,2/7/2012
87008,NM,2.07,16741.77,01/23/2012
87505,NM,2.07,11900.0,03/30/2012
87114,NM,2.07,11606.92,9/1/2012
87544,NM,2.07,10824.0,12/19/2013
87123,NM,2.07,9939.0,12/17/2010
87506,NM,2.07,15137.86,12/10/2010
88011,NM,2.07,9652.65,11/30/2010
87110,NM,2.07,16092.75,10/8/2010
87507,NM,2.07,17712.6,03/31/2010
87106,NM,2.07,18507.31,02/18/2010
87505,NM,2.07,11900.0,03/21/2012
87508,NM,2.07,11900.0,2/7/2012
87123,NM,2.08,8840.0,05/30/2013
87047,NM,2.08,16479.42,02/17/2009
87552,NM,2.08,19150.88,2/4/2008
87111,NM,2.08,31105.43,01/14/2008
87106,NM,2.1,14000.0,10/13/1997
87122,NM,2.1,13893.62,5/12/2010
87106,NM,2.1,18000.0,01/21/2009
87701,NM,2.1,41205.24,06/24/2009
87505,NM,2.1,20138,12/11/2008
87048,NM,2.1,19767.4,01/25/2008
87571,NM,2.1,17573.49,2/11/2008
87529,NM,2.1,24009.71,02/20/2008
87108,NM,2.1,13805.0,6/2/2010
87110,NM,2.1,9074.04,12/2/2009
87108,NM,2.1,10790.0,10/23/2012
87112,NM,2.1,27359.0,06/15/2012
87106,NM,2.1,14000.98,07/27/2012
87120,NM,2.1,13339.0,05/22/2012
87107,NM,2.1,12765.0,4/5/2012
87511,NM,2.115,6900.0,04/24/2013
87701,NM,2.115,15119.0,10/30/2010
87110,NM,2.115,10112.85,06/13/2012
87107,NM,2.115,23872.93,7/12/2012
87010,NM,2.115,23946.0,08/15/2012
88061,NM,2.115,24504.0,09/17/2012
87110,NM,2.115,17128.0,12/24/2013
87557,NM,2.115,22150.32,09/30/2013
88012,NM,2.115,8094.51,12/12/2010
87102,NM,2.115,15060.0,11/3/2009
87505,NM,2.115,10803.0,7/11/2012
87043,NM,2.142,15289.94,12/13/2010
87106,NM,2.142,16579.2,12/6/2010
87107,NM,2.142,16550.0,09/29/2010
87108,NM,2.15,16335.0,10/11/2010
87107,NM,2.15,16550.0,09/29/2010
87059,NM,2.15,15206.0,8/10/2010
87043,NM,2.15,15550.0,3/9/2010
87501,NM,2.15,16824.0,11/6/2009
87108,NM,2.15,17046.51,12/20/2010
88005,NM,2.15,16791.0,11/2/2010
87107,NM,2.15,15200.0,09/17/2010
87501,NM,2.15,18110.0,05/25/2010
87043,NM,2.15,15525.0,03/30/2010
87111,NM,2.15,18444.0,3/11/2010
87031,NM,2.15,16500.0,12/17/2009
87104,NM,2.15,16321.83,11/3/2009
87501,NM,2.15,12274.0,10/29/2012
87507,NM,2.156,15875.0,03/22/2012
87544,NM,2.16,25916.88,04/25/2013
88061,NM,2.16,12480.0,03/26/2013
87114,NM,2.16,8400.0,02/21/2013
87106,NM,2.16,10724.0,01/29/2013
88005,NM,2.16,12527.0,01/31/2013
87048,NM,2.16,15263.0,9/3/2009
87419,NM,2.16,11899.0,06/25/2012
88005,NM,2.16,8200.0,11/18/2013
88011,NM,2.16,7890.0,10/28/2013
88011,NM,2.16,7884.0,12/6/2013
87112,NM,2.16,14706,3/3/2009
88061,NM,2.16,14281.81,09/30/2008
87505,NM,2.16,15245.0,10/29/2010
88005,NM,2.16,12064.0,09/28/2012
87508,NM,2.16,15407.56,12/7/2012
87108,NM,2.16,11276.16,10/4/2012
88008,NM,2.16,11100.0,7/12/2012
87505,NM,2.16,11900.0,04/17/2012
88021,NM,2.16,10719.0,6/4/2012
88012,NM,2.16,13538.0,4/2/2012
87506,NM,2.2,10983.36,10/10/2010
87930,NM,2.2,14815.0,3/2/2010
88011,NM,2.2,13097.0,04/30/2010
88011,NM,2.2,15847.0,01/25/2010
88011,NM,2.2,14793.0,03/18/2010
88012,NM,2.2,15895.0,5/3/2010
87002,NM,2.2,15939.0,11/17/2009
87529,NM,2.2,22325.63,02/27/2008
88061,NM,2.2,21124,2/5/2008
87043,NM,2.2,19847.38,11/30/2010
87108,NM,2.2,13022.7,05/28/2010
87120,NM,2.2,14800.0,4/12/2010
88001,NM,2.2,14400.0,3/5/2010
87507,NM,2.2,10865.0,12/12/2009
87107,NM,2.2,15950.0,12/8/2009
87507,NM,2.2,14775.87,10/2/2009
87507,NM,2.22,22170.0,8/5/2009
87048,NM,2.23,23850.44,01/14/2009
87505,NM,2.24,9486.0,08/22/2013
87112,NM,2.24,17300.0,8/4/2009
87507,NM,2.25,10125.0,09/17/2013
87506,NM,2.25,10707.0,10/1/2013
87107,NM,2.25,9694.5,08/20/2013
87107,NM,2.25,15425.0,8/10/2010
87043,NM,2.25,13440.0,10/1/2010
88011,NM,2.25,14354.0,9/3/2010
88001,NM,2.25,15570.0,6/7/2010
88012,NM,2.25,14237.0,9/8/2010
88011,NM,2.25,14205.0,09/17/2010
88012,NM,2.25,14097.0,6/8/2010
87104,NM,2.25,15485.5,09/30/2010
87111,NM,2.25,16480.3,05/20/2010
87104,NM,2.25,15000.0,12/21/2010
87122,NM,2.25,15390.0,12/9/2010
87120,NM,2.25,24792.0,12/8/2010
87048,NM,2.25,17392.0,10/11/2010
88310,NM,2.25,14325.62,10/6/2010
88061,NM,2.25,16441.0,9/8/2010
88012,NM,2.25,10514.0,8/9/2010
87508,NM,2.25,13420.0,7/7/2010
87106,NM,2.25,18559.39,5/10/2010
87043,NM,2.25,15550.0,3/9/2010
87112,NM,2.25,14109.05,02/28/2010
88310,NM,2.25,15471.48,12/16/2009
87047,NM,2.25,16417.0,11/25/2009
87108,NM,2.25,14079.0,10/13/2009
87710,NM,2.25,11702.13,12/10/2012
88011,NM,2.25,9110.95,9/10/2012
87124,NM,2.275,17500.0,06/15/2010
87002,NM,2.275,17500.0,11/3/2010
87108,NM,2.28,11082.54,3/7/2013
87120,NM,2.28,25815.28,11/20/2007
87110,NM,2.28,13292,2/3/2009
87122,NM,2.28,9812.55,1/8/2009
87144,NM,2.28,14579.25,08/16/2012
87505,NM,2.289,14534.0,05/20/2013
87107,NM,2.289,12974.0,12/17/2013
87508,NM,2.289,13857.0,12/13/2013
87106,NM,2.295,13801.16,02/27/2013
87114,NM,2.3,13196.66,03/18/2013
88011,NM,2.3,6369.1,06/27/2013
87107,NM,2.3,13455.0,09/15/2010
87108,NM,2.3,13665.0,12/17/2010
87120,NM,2.3,11520.0,12/23/2010
87104,NM,2.3,12889.5,10/6/2010
87901,NM,2.3,17690.0,12/7/2010
88011,NM,2.3,14300.0,08/24/2010
87002,NM,2.3,14950.0,10/30/2010
87043,NM,2.3,15525.0,03/30/2010
87106,NM,2.3,13800.0,05/16/2010
87107,NM,2.3,14537.14,12/21/2009
87048,NM,2.3,15288.0,4/4/2012
87544,NM,2.3,20680.0,10/18/2010
