Zipcode,State,Size (kW DC),Cost,Date Installed
19390,PA,2.52,21342.0,03/18/2010
17535,PA,2.52,19189.84,03/31/2010
17517,PA,2.52,18768.42,3/3/2010
17044,PA,2.52,18538.21,03/31/2010
19128,PA,2.52,30480.0,04/20/2010
17538,PA,2.52,18139.0,2/3/2011
19132,PA,2.52,20659.0,10/12/2010
15042,PA,2.52,18900.0,8/3/2010
17053,PA,2.52,16380.0,07/20/2010
18062,PA,2.52,22575.0,07/13/2010
18801,PA,2.52,18270.0,7/1/2010
17049,PA,2.52,21420.0,06/28/2010
19096,PA,2.52,22680.0,05/25/2010
15143,PA,2.52,20425.3,04/22/2010
17406,PA,2.52,16380.0,11/5/2010
17048,PA,2.52,16480.0,11/5/2010
17049,PA,2.52,21420,3/3/2010
18104,PA,2.52,28418,12/14/2009
18634,PA,2.52,17900,11/9/2009
19355,PA,2.52,20281,08/13/2009
17578,PA,2.52,14616.0,1/7/2011
17109,PA,2.52,16380.0,12/31/2010
17078,PA,2.52,16380.0,12/22/2010
15042,PA,2.52,18900.0,12/16/2010
17055,PA,2.52,16380.0,12/16/2010
17070,PA,2.52,16380.0,12/10/2010
15101,PA,2.52,18144.0,12/9/2010
17406,PA,2.52,17280.0,04/25/2012
15010,PA,2.53,11264.64,07/14/2010
19130,PA,2.53,14977.6,07/28/2011
19147,PA,2.53,14876.4,08/24/2011
19147,PA,2.53,15508.9,8/5/2011
19106,PA,2.53,14977.6,11/8/2011
17241,PA,2.53,17610.96,08/25/2010
17554,PA,2.53,21295.0,07/15/2010
18433,PA,2.53,11264.64,07/14/2010
19118,PA,2.55,12092.0,11/1/2012
17325,PA,2.58,16770.0,06/28/2011
17315,PA,2.58,18060.0,9/6/2011
17901,PA,2.58,17670.0,09/15/2011
19081,PA,2.58,15093.0,09/16/2011
19143,PA,2.58,24920.0,11/16/2006
15203,PA,2.58,27232.0,10/27/2009
18930,PA,2.58,31135.04,3/9/2010
17370,PA,2.58,22463.0,02/25/2010
17015,PA,2.58,22608.0,10/14/2010
19464,PA,2.58,24400.0,09/23/2010
18080,PA,2.58,19935.0,5/12/2010
15203,PA,2.58,27232,10/27/2009
18041,PA,2.58,17500.0,1/5/2011
19064,PA,2.58,15093.0,01/20/2012
18614,PA,2.585,15995.0,09/15/2011
18014,PA,2.585,20990.0,04/14/2010
19604,PA,2.59,14659.4,07/28/2011
18353,PA,2.625,31000.0,12/13/2010
19074,PA,2.632,28692.0,04/19/2007
17538,PA,2.64,20910.0,07/22/2010
17603,PA,2.66,11970.0,04/25/2012
19126,PA,2.665,20680.0,8/6/2010
17339,PA,2.688,20420.0,10/8/2009
19119,PA,2.688,18574.0,10/12/2010
17339,PA,2.688,20420,10/8/2009
16428,PA,2.695,13475.0,11/8/2011
16511,PA,2.7,8775.0,06/20/2014
16509,PA,2.7,20776.0,10/26/2011
19123,PA,2.7,22275.0,10/14/2011
19462,PA,2.7,27202.0,2/1/2011
17015,PA,2.7,12825.0,1/10/2011
16509,PA,2.7,20776.0,10/26/2011
18104,PA,2.7,20925.0,11/19/2009
18014,PA,2.7,19710.0,02/15/2010
15216,PA,2.7,22050.0,10/27/2010
18104,PA,2.7,20925,11/19/2009
19341,PA,2.7,18609.0,1/5/2011
17302,PA,2.7,14850.0,12/10/2010
17349,PA,2.7,14850.0,11/23/2010
19066,PA,2.7,16525.0,02/14/2012
19567,PA,2.7,13770.0,07/17/2012
15217,PA,2.73,21840.0,4/10/2010
17501,PA,2.73,19250.0,04/19/2010
19119,PA,2.73,20283.0,10/12/2010
19031,PA,2.75,16675.0,01/25/2013
16510,PA,2.76,17595.0,04/26/2011
19053,PA,2.76,18950.0,06/30/2011
15238,PA,2.76,16366.0,3/9/2011
19087,PA,2.76,19230.0,07/14/2011
19063,PA,2.76,19230.0,10/7/2011
15203,PA,2.76,19765.67,6/10/2011
19087,PA,2.76,,06/23/2011
19063,PA,2.76,,11/2/2011
16510,PA,2.76,17595.0,04/26/2011
19119,PA,2.76,29600.0,12/18/2009
18708,PA,2.76,20700.0,09/13/2009
19121,PA,2.76,20270.0,10/27/2010
19115,PA,2.76,21350.0,10/26/2010
15238,PA,2.76,17760.0,08/31/2010
19344,PA,2.76,22680.0,8/9/2010
18344,PA,2.76,22792.0,07/29/2010
19096,PA,2.76,25200.0,5/10/2010
19539,PA,2.76,22638.67,5/7/2010
18708,PA,2.76,20700,09/13/2009
19119,PA,2.76,29600,12/18/2009
19130,PA,2.76,19044.0,12/27/2010
19031,PA,2.76,14048.0,12/27/2010
17050,PA,2.76,22887.0,12/7/2010
18411,PA,2.76,19320.0,12/2/2010
15311,PA,2.76,8450.0,11/14/2012
19063,PA,2.775,17685.55,01/24/2011
18052,PA,2.795,20962.5,01/27/2010
17519,PA,2.8,14839.51,07/25/2011
17307,PA,2.8,14984.51,6/7/2011
19426,PA,2.8,13434.0,06/17/2011
19130,PA,2.8,23502.0,11/5/2009
17601,PA,2.8,21934.71,11/30/2009
19504,PA,2.8,28000.0,1/10/2010
18080,PA,2.8,20480.0,01/28/2010
18337,PA,2.8,20799.04,2/9/2010
18940,PA,2.8,18500.0,2/4/2010
19095,PA,2.8,21000.0,3/11/2010
17976,PA,2.8,21995.0,03/16/2010
19151,PA,2.8,21900.0,04/13/2010
19341,PA,2.8,15999.23,10/28/2010
18833,PA,2.8,26350.0,06/15/2010
19341,PA,2.8,15999.23,10/28/2010
17601,PA,2.8,21934.71,11/30/2009
19130,PA,2.8,23502,11/5/2009
18064,PA,2.8,18114.0,1/4/2011
17801,PA,2.82,17539.2,08/15/2011
19128,PA,2.82,18125.0,09/18/2011
19046,PA,2.82,18640.17,5/4/2011
18360,PA,2.82,18995.0,03/25/2011
19146,PA,2.82,25507.0,11/10/2011
17406,PA,2.82,16740.0,11/30/2010
19473,PA,2.82,13062.92,5/8/2012
16640,PA,2.82,30314.0,3/5/2012
15221,PA,2.85,20389.0,1/12/2011
19438,PA,2.85,17043.0,12/2/2011
17110,PA,2.85,15419.0,01/31/2012
19038,PA,2.856,22822.0,1/10/2012
18969,PA,2.87,20000.0,06/27/2011
19124,PA,2.87,21995.0,5/12/2010
17517,PA,2.87,19995.0,10/21/2010
18013,PA,2.87,20995.0,08/31/2010
18229,PA,2.87,19995.0,8/9/2010
18640,PA,2.87,19995.0,6/1/2010
19504,PA,2.87,24990.0,11/16/2010
17532,PA,2.88,17000.0,06/15/2011
16823,PA,2.88,21344.0,9/1/2011
17055,PA,2.88,21600.0,11/21/2011
17845,PA,2.88,16294.0,2/1/2012
19406,PA,2.88,13968.0,01/16/2013
17002,PA,2.88,11520.0,01/22/2013
19151,PA,2.88,22004.87,8/9/2003
19317,PA,2.88,14182.09,01/23/2003
19312,PA,2.88,27414.0,11/12/2003
19047,PA,2.88,22270.0,08/25/2010
17049,PA,2.88,18957.76,11/19/2010
17829,PA,2.88,16294.0,2/1/2012
18431,PA,2.88,17200.0,07/15/2012
17240,PA,2.88,20520.0,08/23/2012
19002,PA,2.925,19170.0,12/14/2010
19144,PA,2.94,24961.0,11/5/2010
18507,PA,2.94,21495.0,3/10/2011
18436,PA,2.94,18022.25,05/25/2011
17111,PA,2.94,19165.0,5/10/2011
18049,PA,2.94,12225.95,8/10/2011
17098,PA,2.94,19570.0,10/23/2012
19125,PA,2.94,26100.0,2/7/2008
17046,PA,2.94,22420.01,02/23/2010
19081,PA,2.94,27000.0,4/12/2010
19149,PA,2.94,23413.0,10/12/2010
19143,PA,2.94,23413.0,8/6/2010
17747,PA,2.94,15875.0,07/21/2010
17545,PA,2.94,17052.0,11/2/2010
18704,PA,2.94,19995.0,12/23/2010
17112,PA,2.94,15211.8,3/5/2012
17030,PA,2.94,19570.0,10/23/2012
17603,PA,2.96,16984.0,5/10/2011
19106,PA,2.96,17760.0,06/20/2011
15217,PA,2.96,25995.0,12/9/2011
15217,PA,2.96,,10/28/2011
19040,PA,2.97,16979.0,11/9/2002
19111,PA,2.99,18328.7,08/24/2011
19125,PA,2.99,2.371.640.242,9/8/2005
19125,PA,2.99,2.371.640.242,9/8/2005
19067,PA,2.99,22400.0,01/14/2011
18901,PA,2.99,23400.0,10/27/2010
19081,PA,2.99,25415.0,09/21/2010
19382,PA,2.99,24808.0,07/15/2010
19152,PA,2.99,19883.5,06/28/2010
16335,PA,3.0,10500.0,4/9/2014
19352,PA,3.0,14000.0,8/7/2013
17527,PA,3.0,13200.0,3/8/2013
19034,PA,3.0,29816.22,9/4/2002
15301,PA,3.0,20900.0,09/13/2010
15101,PA,3.0,23963.0,9/2/2010
17055,PA,3.0,15866.08,12/30/2010
18018,PA,3.0,17250.0,12/22/2010
19605,PA,3.0,13466.96,7/11/2012
19560,PA,3.0,13466.96,08/14/2012
17408,PA,3.0,13467.0,08/17/2012
19382,PA,3.0,15255.0,9/11/2012
15139,PA,3.0,16600.0,07/20/2012
18822,PA,3.0,15675.0,09/26/2012
19086,PA,3.01,25134.0,8/9/2011
19081,PA,3.01,36000.0,11/11/2009
17837,PA,3.01,25421.0,01/22/2010
19047,PA,3.01,27930.0,03/15/2010
