Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=CT
6795,CT,7.2,63136.0,06/15/2009,
6455,CT,7.2,52200.0,9-10-2009,
6052,CT,7.2,61381.0,09/15/2009,
6488,CT,7.2,64750.0,10-9-2009,
6268,CT,7.2,57880.0,11-10-2009,
6484,CT,7.2,55800.0,01/25/2010,
6413,CT,7.2,59040.0,01/29/2010,
6330,CT,7.2,54317.31,2-11-2010,
6415,CT,7.2,57320.0,2-11-2010,
6029,CT,7.2,42665.0,08/16/2010,
6830,CT,7.2,46800.0,08/16/2010,
6611,CT,7.2,55955.0,08/16/2010,
6278,CT,7.2,35783.62,9-10-2010,
6357,CT,7.2,43560.0,12/23/2010,
6412,CT,7.2,50350.0,1-7-2011,
6810,CT,7.2,57624.0,02/16/2011,
6415,CT,7.2,44750.0,03/25/2011,
6830,CT,7.2,52471.77,04/28/2011,
6422,CT,7.2,44420.0,09/19/2011,
6370,CT,7.2,48517.0,09/19/2011,
6870,CT,7.2,45800.0,2-3-2012,
6385,CT,7.2,39960.0,2-3-2012,
6840,CT,7.2,47880.0,03/30/2012,
6242,CT,7.2,23235.0,08/24/2012,
6468,CT,7.2,40464.0,09/26/2012,
6033,CT,7.2,35820.0,10-3-2012,
6475,CT,7.2,40888.0,01/15/2013,
6890,CT,7.2,32400.0,03/28/2013,
6424,CT,7.2,35820.0,4-11-2013,
6511,CT,7.2,35820.0,5-1-2013,
6880,CT,7.2,25704.0,6-3-2013,
6880,CT,7.2,24984.0,6-5-2013,
6108,CT,7.2,36900.0,07/15/2013,
6237,CT,7.2,37117.5,09/30/2013,
6752,CT,7.2,58265.11,01/22/2008,
6853,CT,7.2,63288.0,11/24/2008,
6355,CT,7.2,54587.86,12-9-2008,
6457,CT,7.2,56587.0,12-12-2008,
6070,CT,7.2,56403.0,04/23/2009,
6371,CT,7.2,59279.0,5-8-2009,
6234,CT,7.2,57174.45,6-1-2009,
6242,CT,7.2,57240.0,6-1-2009,
6611,CT,7.2,57370.0,6-3-2009,
6795,CT,7.2,63136.0,06/15/2009,
6455,CT,7.2,52200.0,9-10-2009,
6052,CT,7.2,61381.0,09/15/2009,
6488,CT,7.2,64750.0,10-9-2009,
6268,CT,7.2,57880.0,11-10-2009,
6484,CT,7.2,55800.0,01/25/2010,
6413,CT,7.2,59040.0,01/29/2010,
6330,CT,7.2,54317.31,2-11-2010,
6415,CT,7.2,57320.0,2-11-2010,
6029,CT,7.2,42665.0,08/16/2010,
6830,CT,7.2,46800.0,08/16/2010,
6611,CT,7.2,55955.0,08/16/2010,
6278,CT,7.2,35783.62,9-10-2010,
6357,CT,7.2,43560.0,12/23/2010,
6412,CT,7.2,50350.0,1-7-2011,
6810,CT,7.2,57624.0,02/16/2011,
6415,CT,7.2,44750.0,03/25/2011,
6830,CT,7.2,52471.77,04/28/2011,
6422,CT,7.2,44420.0,09/19/2011,
6370,CT,7.2,48517.0,09/19/2011,
6870,CT,7.2,45800.0,2-3-2012,
6385,CT,7.2,39960.0,2-3-2012,
6840,CT,7.2,47880.0,03/30/2012,
6242,CT,7.2,23235.0,08/24/2012,
6468,CT,7.2,40464.0,09/26/2012,
6033,CT,7.2,35820.0,10-3-2012,
6475,CT,7.2,40888.0,01/15/2013,
6831,CT,7.2,52471.77,04/28/2011,
6033,CT,7.2,,08/30/2012,
6484,CT,7.2,55955.0,08/16/2010,
6413,CT,7.215,35281.35,01/27/2012,
6413,CT,7.22,35281.35,01/27/2012,
6413,CT,7.22,35281.35,01/27/2012,
6078,CT,7.25,27370.0,6-10-2014,
6237,CT,7.25,27912.5,6-10-2014,
6233,CT,7.25,37259.0,7-9-2014,
6410,CT,7.25,24737.5,08/19/2014,
6250,CT,7.25,27680.0,9-5-2014,
6612,CT,7.25,28412.5,9-5-2014,
6443,CT,7.25,25749.5,09/17/2014,
6040,CT,7.25,25632.5,09/17/2014,
6824,CT,7.25,25400.0,03/20/2013,
6795,CT,7.25,32462.49,09/24/2013,
6422,CT,7.25,28525.0,11-4-2013,
6793,CT,7.25,34438.0,11/25/2013,
6484,CT,7.25,31828.0,2-6-2014,
6109,CT,7.25,28288.0,12/20/2012,
6422,CT,7.25,25725.0,01/28/2013,
6480,CT,7.25,29861.0,3-5-2013,
6824,CT,7.25,25400.0,03/20/2013,
6795,CT,7.25,32462.49,09/24/2013,
6422,CT,7.25,28525.0,11-4-2013,
6793,CT,7.25,34438.0,11/25/2013,
6484,CT,7.25,31828.0,2-6-2014,
6109,CT,7.25,28288.0,12/20/2012,
6422,CT,7.25,25725.0,01/28/2013,
6480,CT,7.25,29861.0,3-5-2013,
6410,CT,7.26,36118.5,04/28/2014,
6410,CT,7.26,36118.5,04/28/2014,
6437,CT,7.27,25791.0,11-4-2013,
6029,CT,7.28,30867.2,6-10-2014,
6078,CT,7.28,25750.0,7-9-2014,
6611,CT,7.28,29984.0,09/17/2014,
6782,CT,7.28,29556.8,03/22/2013,
6076,CT,7.28,30648.0,06/17/2013,
6254,CT,7.28,35236.0,07/30/2013,
6268,CT,7.28,27995.2,08/28/2013,
6238,CT,7.28,33633.6,09/24/2013,
6278,CT,7.28,58573.0,11-4-2013,
6330,CT,7.28,29224.0,11-4-2013,
6250,CT,7.28,27445.6,11-4-2013,
6331,CT,7.28,32282.0,11/25/2013,
6877,CT,7.28,32687.0,4-1-2014,
6029,CT,7.28,30867.2,6-10-2014,
6877,CT,7.28,32687.0,4-1-2014,
6250,CT,7.28,25334.4,6-10-2014,
6063,CT,7.28,57128.0,12-6-2012,
6782,CT,7.28,29556.8,03/22/2013,
6076,CT,7.28,30648.0,06/17/2013,
6254,CT,7.28,35236.0,07/30/2013,
6268,CT,7.28,27995.2,08/28/2013,
6238,CT,7.28,33633.6,09/24/2013,
6278,CT,7.28,58573.0,11-4-2013,
6330,CT,7.28,29224.0,11-4-2013,
6250,CT,7.28,27445.6,11-4-2013,
6331,CT,7.28,32282.0,11/25/2013,
6063,CT,7.28,57128.0,12-6-2012,
6457,CT,7.32,43920.0,8-8-2012,
6457,CT,7.32,43920.0,8-8-2012,
6804,CT,7.35,36015.0,7-10-2014,
6084,CT,7.35,44207.0,9-5-2014,
6460,CT,7.35,32645.0,04/18/2013,
6811,CT,7.35,31560.0,6-3-2013,
6480,CT,7.35,26534.0,06/17/2013,
6480,CT,7.35,28371.0,06/17/2013,
6480,CT,7.35,26534.0,06/17/2013,
6488,CT,7.35,37117.5,06/18/2013,
6878,CT,7.35,37117.5,10-1-2013,
6042,CT,7.35,37117.5,12-9-2013,
6042,CT,7.35,28470.0,12/18/2013,
6029,CT,7.35,28665.0,2-5-2014,
6870,CT,7.35,43512.0,03/18/2014,
6037,CT,7.35,36015.0,03/31/2014,
6804,CT,7.35,37117.5,05/19/2014,
6804,CT,7.35,37117.5,05/19/2014,
6081,CT,7.35,32600.0,05/27/2014,
6423,CT,7.35,56963.0,10/15/2009,
6798,CT,7.35,50547.46,12/23/2009,
6782,CT,7.35,49980.0,10-12-2010,
6489,CT,7.35,32707.0,11-6-2012,
6883,CT,7.35,44247.0,03/13/2013,
6460,CT,7.35,32645.0,04/18/2013,
6811,CT,7.35,31560.0,6-3-2013,
6480,CT,7.35,26534.0,06/17/2013,
6480,CT,7.35,28371.0,06/17/2013,
6480,CT,7.35,26534.0,06/17/2013,
6488,CT,7.35,37117.5,06/18/2013,
6878,CT,7.35,37117.5,10-1-2013,
6042,CT,7.35,37117.5,12-9-2013,
6042,CT,7.35,28470.0,12/18/2013,
6040,CT,7.35,34618.5,1-7-2014,
6029,CT,7.35,28665.0,2-5-2014,
6870,CT,7.35,43512.0,03/18/2014,
6037,CT,7.35,36015.0,03/31/2014,
6423,CT,7.35,56963.0,10/15/2009,
6798,CT,7.35,50547.46,12/23/2009,
6782,CT,7.35,49980.0,10-12-2010,
6489,CT,7.35,32707.0,11-6-2012,
6883,CT,7.35,44247.0,03/13/2013,
6880,CT,7.36,38051.2,03/20/2013,
6447,CT,7.36,58278.87,06/13/2008,
6475,CT,7.36,58880.0,10/22/2008,
6375,CT,7.36,59984.0,10/31/2008,
6024,CT,7.36,62050.0,4-2-2009,
6231,CT,7.36,56304.01,6-3-2009,
6460,CT,7.36,58740.0,7-7-2009,
6010,CT,7.36,58151.0,08/25/2009,
6057,CT,7.36,58880.0,10/15/2009,
6437,CT,7.36,58806.4,10/15/2009,
6076,CT,7.36,60512.0,11-10-2009,
6470,CT,7.36,45845.0,11-10-2009,
6259,CT,7.36,57999.69,12-2-2009,
6043,CT,7.36,58512.0,12-2-2009,
6756,CT,7.36,59144.0,12/23/2009,
6062,CT,7.36,51000.0,01/25/2010,
6021,CT,7.36,52976.0,01/25/2010,
6405,CT,7.36,55900.0,01/29/2010,
6777,CT,7.36,52992.0,2-5-2010,
6478,CT,7.36,57113.6,2-11-2010,
6515,CT,7.36,59680.0,04/13/2010,
6482,CT,7.36,55568.0,11-10-2010,
6524,CT,7.36,46736.0,1-10-2011,
6443,CT,7.36,47880.8,1-10-2011,
6786,CT,7.36,0.0,01/13/2011,
6371,CT,7.36,64108.56,02/17/2011,
6754,CT,7.36,54970.34,02/18/2011,
6013,CT,7.36,40657.0,8-5-2011,
6749,CT,7.36,39376.0,3-9-2012,
6880,CT,7.36,38051.2,03/20/2013,
6447,CT,7.36,58278.87,06/13/2008,
6475,CT,7.36,58880.0,10/22/2008,
6375,CT,7.36,59984.0,10/31/2008,
6024,CT,7.36,62050.0,4-2-2009,
6231,CT,7.36,56304.01,6-3-2009,
6460,CT,7.36,58740.0,7-7-2009,
6010,CT,7.36,58151.0,08/25/2009,
6057,CT,7.36,58880.0,10/15/2009,
6437,CT,7.36,58806.4,10/15/2009,
6076,CT,7.36,60512.0,11-10-2009,
6470,CT,7.36,45845.0,11-10-2009,
6259,CT,7.36,57999.69,12-2-2009,
6043,CT,7.36,58512.0,12-2-2009,
6756,CT,7.36,59144.0,12/23/2009,
6062,CT,7.36,51000.0,01/25/2010,
6021,CT,7.36,52976.0,01/25/2010,
6405,CT,7.36,55900.0,01/29/2010,
6777,CT,7.36,52992.0,2-5-2010,
6478,CT,7.36,57113.6,2-11-2010,
6515,CT,7.36,59680.0,04/13/2010,
6482,CT,7.36,55568.0,11-10-2010,
6524,CT,7.36,46736.0,1-10-2011,
6443,CT,7.36,47880.8,1-10-2011,
6786,CT,7.36,0.0,01/13/2011,
6371,CT,7.36,64108.56,02/17/2011,
6754,CT,7.36,54970.34,02/18/2011,
6013,CT,7.36,40657.0,8-5-2011,
6749,CT,7.36,39376.0,3-9-2012,
6762,CT,7.36,39376.0,3-9-2012,
6794,CT,7.36,52992.0,2-5-2010,
6065,CT,7.36,52976.0,01/25/2010,
6016,CT,7.38,59092.0,01/28/2008,
6069,CT,7.38,61924.2,01/31/2008,
6351,CT,7.38,53592.46,6-8-2010,
6785,CT,7.38,50922.0,11-4-2010,
6238,CT,7.38,53874.0,02/16/2011,
6016,CT,7.38,59092.0,01/28/2008,
6069,CT,7.38,61924.2,01/31/2008,
6351,CT,7.38,53592.46,6-8-2010,
6785,CT,7.38,50922.0,11-4-2010,
6238,CT,7.38,53874.0,02/16/2011,
6460,CT,7.4,29359.0,11/25/2013,
6422,CT,7.4,26252.25,01/23/2014,
6812,CT,7.4,44400.0,05/16/2011,
6783,CT,7.4,45880.0,6-1-2011,
6371,CT,7.4,45050.0,06/24/2011,
6424,CT,7.4,39940.0,10-4-2011,
6460,CT,7.4,29359.0,11/25/2013,
6422,CT,7.4,26252.25,01/23/2014,
6812,CT,7.4,44400.0,05/16/2011,
6783,CT,7.4,45880.0,6-1-2011,
6371,CT,7.4,45050.0,06/24/2011,
6424,CT,7.4,39940.0,10-4-2011,
6484,CT,7.42,28840.0,01/23/2014,
6784,CT,7.42,27825.0,03/18/2014,
6484,CT,7.42,28840.0,01/23/2014,
6784,CT,7.42,27825.0,03/18/2014,
6067,CT,7.425,45292.5,03/28/2011,
6469,CT,7.425,50982.0,01/13/2011,
6379,CT,7.425,36905.0,12/13/2011,
6469,CT,7.43,50982.0,01/13/2011,
6067,CT,7.43,45292.5,03/28/2011,
6379,CT,7.43,36905.0,12/13/2011,
6469,CT,7.43,50982.0,01/13/2011,
6067,CT,7.43,45292.5,03/28/2011,
6379,CT,7.43,36905.0,12/13/2011,
6032,CT,7.44,31992.0,04/22/2013,
6880,CT,7.44,26560.8,6-3-2013,
6907,CT,7.44,37014.0,1-6-2014,
6260,CT,7.44,29677.0,9-7-2012,
6032,CT,7.44,31992.0,04/22/2013,
6880,CT,7.44,26560.8,6-3-2013,
6907,CT,7.44,37014.0,1-6-2014,
6260,CT,7.44,29677.0,9-7-2012,
6075,CT,7.48,37213.0,08/21/2013,
6488,CT,7.48,56380.44,8-4-2010,
6443,CT,7.48,53168.0,12-1-2010,
6075,CT,7.48,37213.0,08/21/2013,
6488,CT,7.48,56380.44,8-4-2010,
6443,CT,7.48,53168.0,12-1-2010,
6824,CT,7.5,27250.0,7-9-2014,
6470,CT,7.5,23000.0,07/22/2014,
6611,CT,7.5,28625.0,8-1-2014,
6033,CT,7.5,24625.0,08/19/2014,
6040,CT,7.5,35325.0,9-3-2014,
6478,CT,7.5,36728.0,5-6-2013,
6776,CT,7.5,38965.0,05/22/2013,
6880,CT,7.5,25704.0,6-3-2013,
6880,CT,7.5,24984.0,6-3-2013,
6422,CT,7.5,26253.0,07/16/2013,
6422,CT,7.5,28876.0,07/30/2013,
6016,CT,7.5,26250.0,08/14/2013,
6281,CT,7.5,23943.0,08/28/2013,
6238,CT,7.5,26775.0,9-3-2013,
6069,CT,7.5,36150.0,9-11-2013,
6238,CT,7.5,29025.0,09/17/2013,
6422,CT,7.5,26250.0,11/25/2013,
6238,CT,7.5,30675.0,12/18/2013,
6524,CT,7.5,30431.25,12/18/2013,
6443,CT,7.5,28887.0,2-5-2014,
6238,CT,7.5,29025.0,02/19/2014,
6238,CT,7.5,26025.0,02/19/2014,
6524,CT,7.5,27600.0,04/15/2014,
6518,CT,7.5,31500.0,05/14/2014,
6524,CT,7.5,27600.0,04/15/2014,
6403,CT,7.5,28875.0,05/14/2014,
6518,CT,7.5,31500.0,05/14/2014,
6278,CT,7.5,27225.0,6-10-2014,
6902,CT,7.5,62000.0,7-1-2004,
6232,CT,7.5,31982.0,8-9-2012,
6480,CT,7.5,32250.0,08/14/2012,
6002,CT,7.5,32446.0,09/26/2012,
6759,CT,7.5,40875.0,12-6-2012,
6095,CT,7.5,31050.0,01/16/2013,
6478,CT,7.5,36728.0,5-6-2013,
6776,CT,7.5,38965.0,05/22/2013,
6880,CT,7.5,25704.0,6-3-2013,
6880,CT,7.5,24984.0,6-3-2013,
6422,CT,7.5,26253.0,07/16/2013,
6422,CT,7.5,28876.0,07/30/2013,
6016,CT,7.5,26250.0,08/14/2013,
6281,CT,7.5,23943.0,08/28/2013,
6238,CT,7.5,26775.0,9-3-2013,
6069,CT,7.5,36150.0,9-11-2013,
6238,CT,7.5,29025.0,09/17/2013,
6422,CT,7.5,26250.0,11/25/2013,
6238,CT,7.5,30675.0,12/18/2013,
6524,CT,7.5,30431.25,12/18/2013,
6443,CT,7.5,28887.0,2-5-2014,
6238,CT,7.5,29025.0,02/19/2014,
6238,CT,7.5,26025.0,02/19/2014,
6825,CT,7.5,36750.0,02/20/2014,
6902,CT,7.5,62000.0,7-1-2004,
6232,CT,7.5,31982.0,8-9-2012,
6480,CT,7.5,32250.0,08/14/2012,
6002,CT,7.5,32446.0,09/26/2012,
6759,CT,7.5,40875.0,12-6-2012,
6095,CT,7.5,31050.0,01/16/2013,
6001,CT,7.52,40277.2,9-8-2011,
6443,CT,7.52,31975.25,2-5-2014,
6001,CT,7.52,40277.2,9-8-2011,
6001,CT,7.524,40277.2,9-8-2011,
6790,CT,7.53,0.0,11/30/2010,
6790,CT,7.53,0.0,11/30/2010,
6238,CT,7.54,29870.0,07/17/2013,
6238,CT,7.54,28049.0,9-12-2013,
6019,CT,7.54,25000.0,11/25/2013,
6250,CT,7.54,27121.38,6-10-2014,
6040,CT,7.54,31568.8,04/29/2014,
6250,CT,7.54,27121.38,6-10-2014,
6238,CT,7.54,29870.0,07/17/2013,
6238,CT,7.54,28049.0,9-12-2013,
6019,CT,7.54,25000.0,11/25/2013,
6475,CT,7.56,62745.91,09/18/2007,
6365,CT,7.56,68331.77,10-1-2007,
6422,CT,7.56,62450.5,12/26/2007,
6441,CT,7.56,67145.2,01/18/2008,
6384,CT,7.56,65727.2,2-8-2008,
6437,CT,7.56,55716.97,02/29/2008,
6784,CT,7.56,61406.32,03/17/2008,
6084,CT,7.56,62870.0,4-1-2008,
6351,CT,7.56,59421.6,04/28/2008,
6480,CT,7.56,69575.39,05/28/2008,
6277,CT,7.56,59360.82,05/29/2008,
6412,CT,7.56,58513.62,6-12-2008,
6415,CT,7.56,69892.89,06/13/2008,
6457,CT,7.56,59228.0,06/13/2008,
6385,CT,7.56,57556.67,06/30/2008,
6480,CT,7.56,54964.2,12-4-2008,
6405,CT,7.56,57764.77,03/23/2009,
6043,CT,7.56,58649.0,03/23/2009,
6050,CT,7.56,60192.72,4-2-2009,
6524,CT,7.56,58803.0,4-2-2009,
6378,CT,7.56,60880.0,4-2-2009,
6897,CT,7.56,57804.0,4-7-2009,
6757,CT,7.56,60480.0,04/23/2009,
6247,CT,7.56,60211.76,5-8-2009,
6076,CT,7.56,67532.0,7-1-2009,
6279,CT,7.56,65420.0,7-7-2009,
6254,CT,7.56,53308.0,08/25/2009,
6235,CT,7.56,61317.04,08/25/2009,
6109,CT,7.56,58995.0,09/15/2009,
6385,CT,7.56,65549.0,10/15/2009,
6351,CT,7.56,57940.87,12-2-2009,
6039,CT,7.56,54432.0,2-11-2010,
6247,CT,7.56,48208.0,2-11-2010,
6416,CT,7.56,55237.0,02/26/2010,
6069,CT,7.56,50300.0,3-12-2010,
6423,CT,7.56,55188.0,04/13/2010,
6415,CT,7.56,54613.32,04/13/2010,
6078,CT,7.56,58046.0,04/22/2010,
6043,CT,7.56,55740.0,06/30/2010,
6279,CT,7.56,0.0,08/16/2010,
6070,CT,7.56,59492.0,9-10-2010,
6250,CT,7.56,58129.0,9-10-2010,
6040,CT,7.56,50896.0,9-10-2010,
6085,CT,7.56,45204.0,9-10-2010,
6422,CT,7.56,42541.0,09/21/2010,
6484,CT,7.56,52920.0,11-10-2010,
6415,CT,7.56,49678.0,11-10-2010,
6234,CT,7.56,50952.0,11/30/2010,
6811,CT,7.56,41958.0,11/30/2010,
6385,CT,7.56,43193.42,12/23/2010,
6108,CT,7.56,45044.0,2-1-2011,
6484,CT,7.56,53420.0,2-1-2011,
6264,CT,7.56,55554.84,02/17/2011,
6238,CT,7.56,0.0,04/14/2011,
6259,CT,7.56,52423.0,6-1-2011,
6475,CT,7.56,62745.91,09/18/2007,
6365,CT,7.56,68331.77,10-1-2007,
6422,CT,7.56,62450.5,12/26/2007,
6441,CT,7.56,67145.2,01/18/2008,
6384,CT,7.56,65727.2,2-8-2008,
6437,CT,7.56,55716.97,02/29/2008,
6784,CT,7.56,61406.32,03/17/2008,
6084,CT,7.56,62870.0,4-1-2008,
6351,CT,7.56,59421.6,04/28/2008,
6480,CT,7.56,69575.39,05/28/2008,
6277,CT,7.56,59360.82,05/29/2008,
6412,CT,7.56,58513.62,6-12-2008,
6415,CT,7.56,69892.89,06/13/2008,
6457,CT,7.56,59228.0,06/13/2008,
6385,CT,7.56,57556.67,06/30/2008,
6480,CT,7.56,54964.2,12-4-2008,
6405,CT,7.56,57764.77,03/23/2009,
6043,CT,7.56,58649.0,03/23/2009,
6050,CT,7.56,60192.72,4-2-2009,
6524,CT,7.56,58803.0,4-2-2009,
6378,CT,7.56,60880.0,4-2-2009,
6897,CT,7.56,57804.0,4-7-2009,
6757,CT,7.56,60480.0,04/23/2009,
6247,CT,7.56,60211.76,5-8-2009,
6076,CT,7.56,67532.0,7-1-2009,
6279,CT,7.56,65420.0,7-7-2009,
6254,CT,7.56,53308.0,08/25/2009,
6235,CT,7.56,61317.04,08/25/2009,
6109,CT,7.56,58995.0,09/15/2009,
6385,CT,7.56,65549.0,10/15/2009,
6351,CT,7.56,57940.87,12-2-2009,
6039,CT,7.56,54432.0,2-11-2010,
6247,CT,7.56,48208.0,2-11-2010,
6416,CT,7.56,55237.0,02/26/2010,
6069,CT,7.56,50300.0,3-12-2010,
6423,CT,7.56,55188.0,04/13/2010,
6415,CT,7.56,54613.32,04/13/2010,
6078,CT,7.56,58046.0,04/22/2010,
6043,CT,7.56,55740.0,06/30/2010,
6279,CT,7.56,0.0,08/16/2010,
6070,CT,7.56,59492.0,9-10-2010,
6250,CT,7.56,58129.0,9-10-2010,
6040,CT,7.56,50896.0,9-10-2010,
6085,CT,7.56,45204.0,9-10-2010,
6422,CT,7.56,42541.0,09/21/2010,
6484,CT,7.56,52920.0,11-10-2010,
6415,CT,7.56,49678.0,11-10-2010,
6234,CT,7.56,50952.0,11/30/2010,
6811,CT,7.56,41958.0,11/30/2010,
6385,CT,7.56,43193.42,12/23/2010,
6108,CT,7.56,45044.0,2-1-2011,
6484,CT,7.56,53420.0,2-1-2011,
6264,CT,7.56,55554.84,02/17/2011,
6238,CT,7.56,0.0,04/14/2011,
6259,CT,7.56,52423.0,6-1-2011,
6330,CT,7.56,55554.84,02/17/2011,
6438,CT,7.56,58513.62,6-12-2008,
6042,CT,7.56,50896.0,9-10-2010,
6042,CT,7.56,67532.0,7-1-2009,
6278,CT,7.56,58129.0,9-10-2010,
6279,CT,7.59,35350.0,9-8-2011,
6451,CT,7.59,40559.13,7-9-2012,
6279,CT,7.59,35350.0,9-8-2011,
6451,CT,7.59,40559.13,7-9-2012,
6786,CT,7.59,31574.0,03/17/2015,
6812,CT,7.6,37215.5,06/19/2014,
6480,CT,7.6,30456.0,5-8-2013,
6824,CT,7.6,29295.0,06/28/2013,
6824,CT,7.6,26712.74,08/28/2013,
6791,CT,7.6,37215.5,05/29/2014,
6791,CT,7.6,37215.5,05/29/2014,
6810,CT,7.6,64710.0,03/23/2009,
6333,CT,7.6,64982.0,03/23/2009,
6484,CT,7.6,63460.0,10/15/2009,
6339,CT,7.6,60180.0,3-12-2010,
6057,CT,7.6,51130.0,02/16/2011,
6777,CT,7.6,44252.0,5-6-2011,
6069,CT,7.6,49100.0,1-6-2012,
6480,CT,7.6,30456.0,5-8-2013,
6824,CT,7.6,29295.0,06/28/2013,
6824,CT,7.6,26712.74,08/28/2013,
6470,CT,7.6,37215.5,1-2-2014,
6810,CT,7.6,64710.0,03/23/2009,
6333,CT,7.6,64982.0,03/23/2009,
6484,CT,7.6,63460.0,10/15/2009,
6339,CT,7.6,60180.0,3-12-2010,
6057,CT,7.6,51130.0,02/16/2011,
6777,CT,7.6,44252.0,5-6-2011,
6069,CT,7.6,49100.0,1-6-2012,
6424,CT,7.61,47912.0,2-1-2013,
6424,CT,7.61,47912.0,2-1-2013,
6353,CT,7.65,30600.0,5-6-2013,
6413,CT,7.65,30666.0,5-7-2013,
6413,CT,7.65,27479.0,05/17/2013,
6475,CT,7.65,31900.25,06/26/2013,
6033,CT,7.65,33910.0,11-4-2013,
6905,CT,7.65,34731.0,2-6-2014,
6757,CT,7.65,59288.0,3-12-2010,
6460,CT,7.65,59986.0,04/13/2010,
6353,CT,7.65,30600.0,5-6-2013,
6413,CT,7.65,30666.0,5-7-2013,
6413,CT,7.65,27479.0,05/17/2013,
6475,CT,7.65,31900.25,06/26/2013,
6033,CT,7.65,33910.0,11-4-2013,
6905,CT,7.65,34731.0,2-6-2014,
6757,CT,7.65,59288.0,3-12-2010,
6460,CT,7.65,59986.0,04/13/2010,
6484,CT,7.65,54401.0,01/13/2009,
6783,CT,7.67,33391.03,7-2-2013,
6783,CT,7.67,33391.03,7-2-2013,
6359,CT,7.68,38208.0,07/25/2014,
6255,CT,7.68,22170.0,03/20/2013,
6489,CT,7.68,38208.0,4-10-2013,
6880,CT,7.68,27417.6,04/18/2013,
6477,CT,7.68,38208.0,5-8-2013,
6475,CT,7.68,38208.0,05/22/2013,
6082,CT,7.68,52224.56,08/14/2013,
6250,CT,7.68,26419.0,9-10-2013,
6082,CT,7.68,39592.0,10-1-2013,
6076,CT,7.68,38784.0,10/28/2013,
6084,CT,7.68,47086.0,10-12-2010,
6084,CT,7.68,83010.55,01/13/2012,
6066,CT,7.68,40013.0,10-4-2012,
6460,CT,7.68,32658.0,12/18/2012,
6255,CT,7.68,22170.0,03/20/2013,
6489,CT,7.68,38208.0,4-10-2013,
6880,CT,7.68,27417.6,04/18/2013,
6477,CT,7.68,38208.0,5-8-2013,
6475,CT,7.68,38208.0,05/22/2013,
6082,CT,7.68,52224.56,08/14/2013,
6250,CT,7.68,26419.0,9-10-2013,
6082,CT,7.68,39592.0,10-1-2013,
6076,CT,7.68,38784.0,10/28/2013,
6256,CT,7.68,25497.6,2-5-2014,
6084,CT,7.68,47086.0,10-12-2010,
6084,CT,7.68,83010.55,01/13/2012,
6066,CT,7.68,40013.0,10-4-2012,
6460,CT,7.68,32658.0,12/18/2012,
6066,CT,7.68,,08/16/2012,
6359,CT,7.68,,9-11-2012,
6489,CT,7.68,,10-3-2012,
6379,CT,7.69,32969.0,07/30/2013,
6379,CT,7.69,32969.0,07/30/2013,
6473,CT,7.7,50898.0,12/23/2009,
6457,CT,7.7,55717.35,11-4-2010,
6239,CT,7.7,54330.0,01/25/2011,
6472,CT,7.7,57178.07,04/15/2011,
6759,CT,7.7,47355.0,6-1-2011,
6473,CT,7.7,50898.0,12/23/2009,
6457,CT,7.7,55717.35,11-4-2010,
6239,CT,7.7,54330.0,01/25/2011,
6472,CT,7.7,57178.07,04/15/2011,
6770,CT,7.7,,10-10-2012,
6110,CT,7.72,37286.0,11/14/2012,
6110,CT,7.72,37286.0,11/14/2012,
6417,CT,7.74,68416.01,8-7-2008,
6258,CT,7.74,75133.93,10/23/2008,
6339,CT,7.74,55709.24,01/13/2009,
6247,CT,7.74,58437.0,2-9-2009,
6795,CT,7.74,56115.01,04/20/2009,
6250,CT,7.74,58834.24,5-8-2009,
6353,CT,7.74,54668.0,08/16/2010,
6082,CT,7.74,50697.0,10-12-2010,
6040,CT,7.74,45612.0,11-10-2010,
6447,CT,7.74,0.0,11-10-2010,
6062,CT,7.74,53843.0,02/16/2011,
6033,CT,7.74,58404.8,02/17/2011,
6811,CT,7.74,46440.0,03/28/2011,
6085,CT,7.74,58251.0,09/19/2011,
6417,CT,7.74,68416.01,8-7-2008,
6258,CT,7.74,75133.93,10/23/2008,
6339,CT,7.74,55709.24,01/13/2009,
6247,CT,7.74,58437.0,2-9-2009,
6795,CT,7.74,56115.01,04/20/2009,
6250,CT,7.74,58834.24,5-8-2009,
6353,CT,7.74,54668.0,08/16/2010,
6082,CT,7.74,50697.0,10-12-2010,
6040,CT,7.74,45612.0,11-10-2010,
6447,CT,7.74,0.0,11-10-2010,
6062,CT,7.74,53843.0,02/16/2011,
6033,CT,7.74,58404.8,02/17/2011,
6811,CT,7.74,46440.0,03/28/2011,
6085,CT,7.74,58251.0,09/19/2011,
6278,CT,7.74,58834.24,5-8-2009,
6382,CT,7.74,54668.0,08/16/2010,
6403,CT,7.75,27125.0,6-10-2014,
6612,CT,7.75,29563.0,07/22/2014,
6033,CT,7.75,25962.5,07/22/2014,
6040,CT,7.75,27417.5,08/19/2014,
6811,CT,7.75,36502.5,9-4-2014,
6422,CT,7.75,38500.0,6-7-2013,
6238,CT,7.75,31930.0,07/26/2013,
6422,CT,7.75,27125.0,9-10-2013,
6238,CT,7.75,26892.5,9-11-2013,
6480,CT,7.75,27418.0,09/24/2013,
6403,CT,7.75,27125.0,6-10-2014,
6460,CT,7.75,33617.5,6-10-2014,
