Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=NJ
8087,NJ,5.44,43520.0,02/21/2006,
7702,NJ,5.44,41888.0,7-6-2006,
7701,NJ,5.44,41888.0,12-12-2006,
8077,NJ,5.44,42000.0,07/13/2006,
7719,NJ,5.44,46678.25,05/21/2007,
8527,NJ,5.44,39900.0,7-5-2007,
8074,NJ,5.44,53622.0,12/19/2007,
8736,NJ,5.44,50473.0,07/17/2007,
7001,NJ,5.44,36527.4,04/19/2010,
7663,NJ,5.445,37670.0,10/29/2010,
8540,NJ,5.445,40837.0,01/18/2006,
7663,NJ,5.445,37670.0,07/20/2010,
8873,NJ,5.46,42000.0,09/16/2009,
8226,NJ,5.46,78057.0,6-3-2010,
8753,NJ,5.46,0.0,08/26/2010,
8724,NJ,5.46,0.0,08/26/2010,
8540,NJ,5.46,47040.0,8-5-2008,
7016,NJ,5.46,0.0,5-11-2011,
7052,NJ,5.46,33303.0,12/23/2010,
8831,NJ,5.46,64800.0,07/27/2010,
8533,NJ,5.46,35490.0,6-1-2010,
8830,NJ,5.46,32760.0,6-10-2010,
8205,NJ,5.46,43960.0,9-8-2010,
8094,NJ,5.46,43079.0,08/16/2010,
8854,NJ,5.46,49140.0,09/29/2010,
7076,NJ,5.46,47520.0,10/20/2010,
8833,NJ,5.46,52110.0,5-1-2009,
7034,NJ,5.46,46980.0,03/17/2009,
7701,NJ,5.46,46639.0,5-1-2009,
7731,NJ,5.46,0.0,12/22/2010,
7442,NJ,5.46,0.0,10/14/2010,
8731,NJ,5.46,63990.0,3-3-2010,
8831,NJ,5.46,50000.0,04/16/2010,
8234,NJ,5.46,0.0,03/27/2013,
8080,NJ,5.46,0.0,4-8-2013,
8505,NJ,5.46,20202.0,05/23/2013,
8081,NJ,5.46,0.0,08/16/2013,
7753,NJ,5.46,0.0,04/26/2012,
8610,NJ,5.46,53865.0,04/18/2006,
8753,NJ,5.46,30030.0,8-4-2010,
7442,NJ,5.46,30085.0,09/30/2010,
8830,NJ,5.46,32760.0,04/19/2010,
7052,NJ,5.46,33303.0,10-6-2010,
8724,NJ,5.46,34650.0,8-4-2010,
8533,NJ,5.46,35490.0,4-5-2010,
7076,NJ,5.46,47520.0,06/25/2010,
7731,NJ,5.46,48000.0,08/17/2010,
8854,NJ,5.46,49140.0,06/25/2010,
7011,NJ,5.46,,02/27/2012,
7748,NJ,5.46,,08/20/2012,
8724,NJ,5.46,,12-3-2012,
8820,NJ,5.46,43680.0,3-7-2011,
7470,NJ,5.5,0.0,1-11-2011,
8844,NJ,5.5,53217.0,07/28/2011,
8823,NJ,5.5,53333.0,06/27/2011,
8844,NJ,5.5,40761.0,06/28/2011,
8016,NJ,5.5,40761.0,09/19/2011,
8204,NJ,5.5,0.0,09/16/2010,
8514,NJ,5.5,0.0,10/21/2010,
8876,NJ,5.5,0.0,10/19/2010,
8022,NJ,5.5,0.0,09/22/2010,
8753,NJ,5.5,0.0,10/29/2010,
8757,NJ,5.5,0.0,11-2-2012,
8022,NJ,5.5,0.0,12/27/2012,
8022,NJ,5.5,0.0,2-4-2013,
7644,NJ,5.5,0.0,04/25/2013,
8755,NJ,5.5,0.0,2-1-2013,
8757,NJ,5.5,0.0,01/16/2013,
7204,NJ,5.5,0.0,04/23/2013,
7646,NJ,5.5,0.0,02/13/2013,
8518,NJ,5.5,0.0,1-9-2013,
8844,NJ,5.5,0.0,02/25/2013,
8648,NJ,5.5,0.0,03/29/2013,
8820,NJ,5.5,0.0,06/18/2013,
8022,NJ,5.5,0.0,2-11-2013,
8816,NJ,5.5,0.0,3-12-2013,
8736,NJ,5.5,0.0,06/18/2013,
8540,NJ,5.5,0.0,7-3-2013,
8501,NJ,5.5,0.0,01/31/2013,
8012,NJ,5.5,,9-3-2012,
8757,NJ,5.5,,9-5-2012,
8840,NJ,5.5,,07/25/2012,
8837,NJ,5.5,0.0,09/24/2013,
8753,NJ,5.5,0.0,9-12-2013,
8054,NJ,5.5,0.0,02/13/2013,
8690,NJ,5.5,0.0,02/19/2013,
7628,NJ,5.5,0.0,6-4-2013,
7882,NJ,5.5,0.0,7-5-2013,
8753,NJ,5.5,0.0,06/14/2013,
8759,NJ,5.5,0.0,07/23/2013,
8730,NJ,5.5,0.0,07/30/2013,
7882,NJ,5.5,0.0,9-12-2013,
8807,NJ,5.5,0.0,9-6-2013,
7446,NJ,5.5,0.0,10-1-2013,
8759,NJ,5.5,0.0,8-9-2013,
8087,NJ,5.5,0.0,09/18/2013,
8824,NJ,5.5,0.0,08/16/2013,
8876,NJ,5.5,20570.0,12/30/2013,
8854,NJ,5.5,27375.0,10-11-2013,
8722,NJ,5.5,18425.0,4-10-2013,
8753,NJ,5.5,23348.79,9-12-2013,
8610,NJ,5.5,19250.0,6-5-2013,
8210,NJ,5.5,20100.0,06/21/2013,
8050,NJ,5.5,24922.86,10/24/2013,
8820,NJ,5.5,21940.8,11/19/2013,
8755,NJ,5.5,25721.28,12-3-2013,
8757,NJ,5.5,18645.0,07/31/2013,
8520,NJ,5.5,22422.38,10-4-2013,
7828,NJ,5.5,23036.33,09/20/2013,
7728,NJ,5.5,21450.0,07/29/2013,
8535,NJ,5.5,21486.15,12/30/2013,
8873,NJ,5.5,17232.0,09/16/2013,
7882,NJ,5.5,19910.0,08/13/2013,
8068,NJ,5.5,19289.0,08/30/2013,
7643,NJ,5.5,22770.42,11/25/2013,
7874,NJ,5.5,17875.0,10-1-2013,
7036,NJ,5.5,0.0,11/21/2013,
7036,NJ,5.5,17757.0,12-2-2013,
8817,NJ,5.5,22090.95,12-9-2013,
7731,NJ,5.5,17797.0,12/18/2013,
8759,NJ,5.5,17000.0,11/27/2013,
7821,NJ,5.5,0.0,10/24/2013,
7828,NJ,5.5,20460.0,12/30/2013,
7726,NJ,5.5,17299.0,11-7-2013,
8063,NJ,5.5,17490.0,11-7-2013,
8757,NJ,5.5,19050.0,11-11-2013,
8840,NJ,5.5,0.0,09/24/2012,
7675,NJ,5.5,0.0,04/19/2012,
8012,NJ,5.5,0.0,12-7-2012,
8087,NJ,5.5,0.0,04/27/2012,
8090,NJ,5.5,0.0,6-5-2012,
8701,NJ,5.5,0.0,4-12-2012,
8012,NJ,5.5,0.0,12-6-2012,
8876,NJ,5.5,27600.0,06/25/2010,
8753,NJ,5.5,32016.0,8-10-2010,
8514,NJ,5.5,32106.0,06/25/2010,
8022,NJ,5.5,35880.0,06/25/2010,
8204,NJ,5.5,36225.0,06/25/2010,
7083,NJ,5.5,,08/16/2012,
7748,NJ,5.5,,10-12-2012,
8723,NJ,5.5,,06/19/2012,
8873,NJ,5.5,,8-6-2012,
8755,NJ,5.5,,06/20/2012,
8723,NJ,5.5,,09/24/2012,
8753,NJ,5.5,,12-10-2012,
8722,NJ,5.5,,12-7-2012,
8857,NJ,5.5,,10-2-2012,
8755,NJ,5.5,,06/27/2012,
8873,NJ,5.5,,07/18/2012,
8080,NJ,5.5,,7-12-2012,
8757,NJ,5.5,,9-10-2012,
8620,NJ,5.5,,7-12-2012,
8722,NJ,5.5,,10-2-2012,
8721,NJ,5.5,,10-2-2012,
8873,NJ,5.5,55027.0,08/23/2011,
8514,NJ,5.5,,10-7-2011,
8540,NJ,5.5,,11/14/2011,
8753,NJ,5.51,35280.0,07/15/2008,
8817,NJ,5.51,0.0,07/31/2012,
8618,NJ,5.51,,12/13/2012,
7670,NJ,5.511,48321.0,12/15/2005,
8037,NJ,5.52,0.0,7-8-2011,
7724,NJ,5.52,0.0,4-6-2011,
7724,NJ,5.52,0.0,05/13/2011,
8270,NJ,5.52,47748.0,10/13/2009,
8221,NJ,5.52,41952.0,9-1-2009,
8904,NJ,5.52,42780.0,1-5-2005,
8330,NJ,5.52,0.0,12/16/2011,
7083,NJ,5.52,0.0,1-4-2013,
8022,NJ,5.52,0.0,6-3-2011,
8810,NJ,5.52,0.0,09/23/2011,
7758,NJ,5.52,0.0,09/13/2011,
7719,NJ,5.52,0.0,10-4-2011,
7728,NJ,5.52,0.0,09/14/2011,
8247,NJ,5.52,44160.0,11/24/2010,
7823,NJ,5.52,34776.0,07/18/2011,
8560,NJ,5.52,40000.0,11/29/2010,
7764,NJ,5.52,79700.25,11-8-2011,
7054,NJ,5.52,41947.5,10/20/2011,
7753,NJ,5.52,36688.0,1-3-2011,
8037,NJ,5.52,28060.0,8-3-2011,
8831,NJ,5.52,31740.0,07/22/2011,
8559,NJ,5.52,38640.0,06/16/2011,
8502,NJ,5.52,49218.4,2-4-2011,
8812,NJ,5.52,43056.0,2-4-2011,
7419,NJ,5.52,14904.0,06/21/2011,
8742,NJ,5.52,33840.0,04/23/2010,
8203,NJ,5.52,43884.0,05/17/2010,
8904,NJ,5.52,39468.0,6-3-2010,
8080,NJ,5.52,35880.0,05/20/2010,
8824,NJ,5.52,38640.0,09/22/2010,
7728,NJ,5.52,47500.0,07/21/2010,
8234,NJ,5.52,41676.0,08/16/2010,
8542,NJ,5.52,27600.0,08/17/2010,
7930,NJ,5.52,44280.0,11/17/2010,
8805,NJ,5.52,37650.0,6-1-2010,
7728,NJ,5.52,36450.0,07/27/2010,
8081,NJ,5.52,39324.0,08/24/2011,
8205,NJ,5.52,34500.0,6-3-2010,
8816,NJ,5.52,35880.0,07/15/2010,
8226,NJ,5.52,32637.0,07/28/2010,
8825,NJ,5.52,35000.0,1-12-2009,
7722,NJ,5.52,26809.0,04/15/2009,
7076,NJ,5.52,84500.0,08/18/2009,
7079,NJ,5.52,44622.4,07/17/2009,
7432,NJ,5.52,43200.0,3-2-2010,
7981,NJ,5.52,49140.0,9-1-2009,
7838,NJ,5.52,48594.0,10/29/2009,
7522,NJ,5.52,52065.0,06/25/2009,
7724,NJ,5.52,39546.0,03/17/2009,
7920,NJ,5.52,0.0,9-9-2010,
8050,NJ,5.52,0.0,10/19/2010,
8050,NJ,5.52,0.0,1-6-2011,
8022,NJ,5.52,0.0,11/17/2010,
8077,NJ,5.52,0.0,12-10-2010,
7001,NJ,5.52,0.0,11/14/2011,
8034,NJ,5.52,0.0,12/17/2010,
7017,NJ,5.52,60400.0,6-9-2010,
8854,NJ,5.52,37872.0,2-3-2010,
7733,NJ,5.52,36180.0,07/14/2010,
8833,NJ,5.52,40020.0,07/22/2010,
8822,NJ,5.52,38640.0,3-5-2010,
8556,NJ,5.52,40000.0,04/23/2010,
8701,NJ,5.52,0.0,04/26/2013,
8005,NJ,5.52,0.0,03/13/2013,
8005,NJ,5.52,0.0,04/30/2013,
8758,NJ,5.52,0.0,03/28/2013,
7801,NJ,5.52,0.0,08/23/2012,
8005,NJ,5.52,0.0,02/19/2013,
8501,NJ,5.52,0.0,1-4-2013,
8084,NJ,5.52,0.0,4-12-2013,
7033,NJ,5.52,0.0,04/29/2013,
7086,NJ,5.52,0.0,04/22/2013,
7205,NJ,5.52,0.0,04/29/2013,
7012,NJ,5.52,0.0,06/18/2013,
8075,NJ,5.52,,09/21/2011,
8205,NJ,5.52,0.0,6-12-2013,
7834,NJ,5.52,0.0,08/21/2013,
8018,NJ,5.52,0.0,06/28/2013,
8640,NJ,5.52,11536.8,08/29/2013,
8640,NJ,5.52,11536.8,08/29/2013,
7731,NJ,5.52,0.0,8-9-2013,
7004,NJ,5.52,0.0,10/25/2013,
8640,NJ,5.52,11536.8,10/28/2013,
8863,NJ,5.52,0.0,09/18/2013,
8854,NJ,5.52,0.0,10-3-2013,
7663,NJ,5.52,0.0,10/22/2013,
7480,NJ,5.52,0.0,09/19/2013,
8640,NJ,5.52,11536.8,09/16/2013,
8640,NJ,5.52,11536.8,9-5-2013,
8640,NJ,5.52,11536.8,9-5-2013,
8640,NJ,5.52,11536.8,9-5-2013,
8640,NJ,5.52,11536.8,9-4-2013,
8640,NJ,5.52,11536.8,08/30/2013,
8640,NJ,5.52,11536.8,10/15/2013,
8640,NJ,5.52,11536.8,08/30/2013,
8640,NJ,5.52,11536.8,08/30/2013,
8640,NJ,5.52,11536.8,08/29/2013,
8640,NJ,5.52,11536.8,08/30/2013,
7002,NJ,5.52,26496.0,8-6-2013,
8640,NJ,5.52,11536.8,10/30/2013,
8527,NJ,5.52,27532.8,12/18/2013,
8221,NJ,5.52,41952.0,8-1-2009,
8087,NJ,5.52,0.0,05/15/2012,
8736,NJ,5.52,0.0,05/22/2012,
7826,NJ,5.52,0.0,5-3-2012,
7407,NJ,5.52,0.0,1-4-2013,
8205,NJ,5.52,0.0,07/18/2012,
8625,NJ,5.52,0.0,5-1-2013,
8724,NJ,5.52,0.0,11-5-2013,
8087,NJ,5.52,0.0,08/28/2012,
8001,NJ,5.52,0.0,5-11-2012,
8759,NJ,5.52,0.0,1-4-2013,
7080,NJ,5.52,0.0,6-5-2012,
8094,NJ,5.52,0.0,01/30/2013,
7733,NJ,5.52,0.0,10/26/2012,
7716,NJ,5.52,0.0,05/23/2012,
8505,NJ,5.52,0.0,05/24/2012,
7070,NJ,5.52,0.0,01/24/2013,
8520,NJ,5.52,0.0,03/30/2012,
8757,NJ,5.52,0.0,04/17/2013,
7003,NJ,5.52,0.0,4-5-2012,
7734,NJ,5.52,0.0,01/31/2012,
8332,NJ,5.52,0.0,04/19/2012,
8048,NJ,5.52,0.0,2-8-2012,
7077,NJ,5.52,0.0,02/20/2012,
8242,NJ,5.52,0.0,9-10-2012,
7882,NJ,5.52,49680.0,11/26/2003,
7825,NJ,5.52,54656.0,04/21/2004,
7825,NJ,5.52,44160.0,7-8-2004,
7844,NJ,5.52,48300.0,7-8-2004,
8559,NJ,5.52,48300.0,12-3-2004,
7641,NJ,5.52,44160.0,2-10-2005,
8854,NJ,5.52,0.0,11/25/2011,
7762,NJ,5.52,0.0,11-9-2011,
8332,NJ,5.52,0.0,12/28/2012,
8332,NJ,5.52,0.0,2-12-2013,
8060,NJ,5.52,0.0,01/18/2012,
8332,NJ,5.52,0.0,4-3-2012,
7753,NJ,5.52,0.0,05/31/2012,
8332,NJ,5.52,0.0,04/19/2012,
8879,NJ,5.52,0.0,8-7-2012,
7740,NJ,5.52,0.0,10/14/2011,
8244,NJ,5.52,0.0,10-3-2011,
8816,NJ,5.52,0.0,10-12-2011,
8005,NJ,5.52,0.0,04/24/2012,
8854,NJ,5.52,0.0,10/27/2011,
8559,NJ,5.52,42240.0,04/27/2006,
7825,NJ,5.52,49680,11/26/2003,
8542,NJ,5.52,27600.0,04/19/2010,
8034,NJ,5.52,29505.0,11/20/2010,
8050,NJ,5.52,32016.0,8-4-2010,
7920,NJ,5.52,32292.0,06/25/2010,
8226,NJ,5.52,32637.0,6-3-2010,
8205,NJ,5.52,34500.0,04/19/2010,
8816,NJ,5.52,35880.0,05/20/2010,
8080,NJ,5.52,35880.0,3-2-2010,
8022,NJ,5.52,36156.0,08/25/2010,
7728,NJ,5.52,36450.0,04/19/2010,
8077,NJ,5.52,37380.0,09/20/2010,
8805,NJ,5.52,37650.0,04/19/2010,
8824,NJ,5.52,38640.0,03/17/2010,
8560,NJ,5.52,40000.0,10/19/2010,
8234,NJ,5.52,41676.0,03/25/2010,
8247,NJ,5.52,44160.0,07/27/2010,
7930,NJ,5.52,44280.0,04/19/2010,
7728,NJ,5.52,47500.0,03/17/2010,
8724,NJ,5.52,55000.0,08/17/2010,
7030,NJ,5.52,34500.0,1-3-2012,
8037,NJ,5.52,,01/18/2012,
8514,NJ,5.52,,1-5-2012,
8730,NJ,5.52,,2-8-2012,
8758,NJ,5.52,,06/20/2012,
8867,NJ,5.52,,02/13/2012,
8730,NJ,5.52,,03/20/2012,
8050,NJ,5.52,,03/13/2012,
7302,NJ,5.52,,01/17/2012,
8075,NJ,5.52,,01/24/2012,
8723,NJ,5.52,,01/27/2012,
8753,NJ,5.52,,03/27/2012,
8536,NJ,5.52,,01/20/2012,
7748,NJ,5.52,,1-11-2012,
8757,NJ,5.52,,01/31/2012,
7014,NJ,5.52,,02/13/2012,
8204,NJ,5.52,,1-4-2012,
8742,NJ,5.52,,01/31/2012,
8087,NJ,5.52,,04/24/2012,
8087,NJ,5.52,,04/24/2012,
8757,NJ,5.52,,02/29/2012,
8087,NJ,5.52,,02/14/2012,
8755,NJ,5.52,,02/27/2012,
7734,NJ,5.52,,3-7-2012,
8759,NJ,5.52,,03/16/2012,
8601,NJ,5.52,,5-11-2012,
8087,NJ,5.52,,4-4-2012,
8502,NJ,5.52,,03/30/2012,
7032,NJ,5.52,,6-12-2012,
8527,NJ,5.52,,11-6-2012,
7731,NJ,5.52,,6-7-2012,
8691,NJ,5.52,,12/26/2012,
8201,NJ,5.52,,07/18/2012,
8858,NJ,5.52,46644.0,11-3-2011,
7013,NJ,5.52,44712.0,09/29/2011,
8081,NJ,5.52,20000.0,10/19/2011,
8008,NJ,5.52,41860.0,08/30/2011,
8759,NJ,5.52,33672.0,7-8-2011,
8865,NJ,5.52,38364.0,08/25/2011,
8527,NJ,5.52,,01/14/2011,
8527,NJ,5.52,,06/23/2011,
8757,NJ,5.52,,07/27/2011,
8554,NJ,5.52,,01/25/2011,
8234,NJ,5.52,,01/14/2011,
8831,NJ,5.52,,06/29/2011,
7748,NJ,5.52,,2-9-2011,
8753,NJ,5.52,,3-9-2011,
8402,NJ,5.52,,04/14/2011,
8873,NJ,5.52,,06/14/2011,
8758,NJ,5.52,,09/29/2011,
8003,NJ,5.52,,6-9-2011,
8757,NJ,5.52,,11-2-2011,
7032,NJ,5.52,,08/17/2011,
7748,NJ,5.52,,09/14/2011,
7901,NJ,5.52,,08/23/2011,
8753,NJ,5.52,,08/23/2011,
8721,NJ,5.52,,7-7-2011,
8742,NJ,5.52,,11/28/2011,
8758,NJ,5.52,,11-2-2011,
8758,NJ,5.52,,11-2-2011,
7882,NJ,5.52,,10/18/2011,
8318,NJ,5.52,,12/16/2011,
8742,NJ,5.52,,10/20/2011,
8757,NJ,5.52,,11/25/2011,
8731,NJ,5.52,,11/25/2011,
8753,NJ,5.52,,11-2-2011,
8527,NJ,5.52,,11-2-2011,
7733,NJ,5.535,73800.0,05/20/2009,
7865,NJ,5.535,68000.0,08/13/2009,
8840,NJ,5.535,0.0,12/23/2010,
8005,NJ,5.535,0.0,10/18/2012,
8505,NJ,5.535,0.0,8-4-2011,
7801,NJ,5.535,41362.0,2-9-2006,
7960,NJ,5.535,45920.0,8-3-2007,
8527,NJ,5.536,44288.0,06/27/2006,
8215,NJ,5.544,42472.0,11-4-2008,
7821,NJ,5.544,0.0,6-7-2013,
8402,NJ,5.544,,08/16/2012,
7936,NJ,5.544,,05/23/2012,
8022,NJ,5.55,0.0,06/14/2011,
8204,NJ,5.55,0.0,09/20/2011,
8226,NJ,5.55,0.0,10-11-2011,
7057,NJ,5.55,36460.0,5-11-2011,
8757,NJ,5.55,0.0,9-1-2010,
8724,NJ,5.55,0.0,08/26/2010,
8084,NJ,5.55,0.0,10/29/2010,
8054,NJ,5.55,0.0,09/15/2011,
8053,NJ,5.55,0.0,12/30/2010,
8060,NJ,5.55,0.0,09/14/2012,
8640,NJ,5.55,0.0,10/15/2013,
8640,NJ,5.55,0.0,10/15/2013,
8640,NJ,5.55,0.0,10/17/2013,
8640,NJ,5.55,0.0,10/15/2013,
8640,NJ,5.55,0.0,10/15/2013,
8640,NJ,5.55,0.0,10/17/2013,
8640,NJ,5.55,0.0,10/21/2013,
8640,NJ,5.55,11599.5,10/28/2013,
8640,NJ,5.55,11599.5,10/28/2013,
8640,NJ,5.55,11599.0,11/15/2013,
8640,NJ,5.55,11599.5,11-6-2013,
8640,NJ,5.55,11599.5,11-6-2013,
8640,NJ,5.55,11599.5,11-8-2013,
8640,NJ,5.55,11599.5,11/15/2013,
8640,NJ,5.55,11599.5,11/15/2013,
8640,NJ,5.55,11599.5,11-7-2013,
8640,NJ,5.55,11599.5,11-7-2013,
8640,NJ,5.55,11599.5,11-7-2013,
8640,NJ,5.55,11599.5,10/16/2013,
8640,NJ,5.55,11599.5,10/16/2013,
8640,NJ,5.55,11599.5,10/16/2013,
8640,NJ,5.55,11599.5,11/14/2013,
8640,NJ,5.55,11599.5,10/16/2013,
8640,NJ,5.55,11599.5,11-7-2013,
8640,NJ,5.55,11599.5,10/16/2013,
7981,NJ,5.55,0.0,01/21/2013,
8343,NJ,5.55,43500.0,10-1-2003,
7452,NJ,5.55,43625.0,11/18/2004,
7755,NJ,5.55,0.0,10-6-2011,
7866,NJ,5.55,0.0,03/23/2012,
8701,NJ,5.55,0.0,1-10-2012,
8501,NJ,5.55,0.0,10-3-2011,
8022,NJ,5.55,0.0,09/22/2011,
8701,NJ,5.55,0.0,09/21/2011,
7720,NJ,5.55,43608.0,4-6-2005,
8757,NJ,5.55,30250.0,8-4-2010,
8724,NJ,5.55,30250.0,8-4-2010,
8084,NJ,5.55,31358.0,08/17/2010,
8053,NJ,5.55,31740.0,11-1-2010,
8087,NJ,5.55,,3-7-2012,
8360,NJ,5.55,,2-3-2012,
8050,NJ,5.55,41400.0,7-5-2011,
8108,NJ,5.55,,06/17/2011,
8753,NJ,5.55,,01/28/2011,
8527,NJ,5.55,,2-1-2011,
8080,NJ,5.55,,4-1-2011,
8826,NJ,5.55,,11/17/2011,
8753,NJ,5.55,,07/25/2011,
7731,NJ,5.55,,09/19/2011,
7044,NJ,5.559,0.0,2-11-2013,
7726,NJ,5.559,0.0,3-6-2013,
8807,NJ,5.559,33354.0,7-10-2013,
8902,NJ,5.59,0.0,02/16/2011,
8518,NJ,5.59,0.0,05/25/2011,
7067,NJ,5.59,43680.0,03/16/2011,
8080,NJ,5.59,44664.0,08/24/2010,
8080,NJ,5.59,48857.0,6-11-2010,
8084,NJ,5.59,44664.0,08/18/2010,
8204,NJ,5.59,46956.0,8-11-2008,
8343,NJ,5.59,39375.0,01/18/2010,
7044,NJ,5.59,0.0,01/24/2011,
7067,NJ,5.59,0.0,11/19/2010,
7080,NJ,5.59,0.0,02/17/2011,
8210,NJ,5.59,0.0,10/21/2011,
7205,NJ,5.59,0.0,09/19/2011,
7052,NJ,5.59,0.0,11/28/2011,
7067,NJ,5.59,33271.0,09/20/2010,
8084,NJ,5.59,44664.0,06/16/2010,
8080,NJ,5.59,44664.0,03/17/2010,
8080,NJ,5.59,48857.0,03/17/2010,
8215,NJ,5.59,,1-12-2012,
8759,NJ,5.59,,04/19/2012,
8234,NJ,5.59,,02/14/2011,
8330,NJ,5.59,,7-12-2011,
8234,NJ,5.59,,05/31/2011,
8854,NJ,5.6,0.0,4-4-2011,
8736,NJ,5.6,39200.0,02/16/2010,
8831,NJ,5.6,33600.0,07/28/2010,
7204,NJ,5.6,45640.0,07/23/2008,
8321,NJ,5.6,29360.0,11/19/2007,
7033,NJ,5.6,0.0,7-8-2011,
7726,NJ,5.6,46414.0,05/19/2010,
7960,NJ,5.6,32950.0,10/29/2010,
7981,NJ,5.6,46987.5,8-5-2008,
8751,NJ,5.6,44800.0,01/23/2008,
7728,NJ,5.6,63210.0,09/29/2008,
7460,NJ,5.6,84766.0,2-6-2009,
8050,NJ,5.6,44800.0,06/20/2008,
8550,NJ,5.6,28358.0,12-2-2009,
8028,NJ,5.6,46338.0,10/13/2009,
8312,NJ,5.6,49546.0,02/23/2010,
8322,NJ,5.6,50544.0,2-5-2010,
8094,NJ,5.6,49156.0,1-7-2010,
8077,NJ,5.6,46465.0,02/16/2010,
7424,NJ,5.6,48600.0,01/20/2010,
8854,NJ,5.6,44160.0,12/30/2009,
8202,NJ,5.6,60902.0,2-1-2010,
8077,NJ,5.6,49057.0,2-3-2010,
8060,NJ,5.6,40509.0,02/16/2010,
8037,NJ,5.6,43079.0,2-5-2010,
8822,NJ,5.6,16250.0,03/28/2013,
8008,NJ,5.6,43383,7-12-2006,
8742,NJ,5.6,44081.0,09/28/2005,
8210,NJ,5.6,44800.0,10/27/2005,
8050,NJ,5.6,80240.0,8-10-2005,
7751,NJ,5.6,44016.0,09/21/2005,
8036,NJ,5.6,42000.0,12-1-2005,
8077,NJ,5.6,43308.0,12-1-2005,
7730,NJ,5.6,44680.0,3-6-2006,
7866,NJ,5.6,46379.98,12/28/2005,
8648,NJ,5.6,41440.0,04/18/2006,
8807,NJ,5.6,44423.0,4-5-2006,
8721,NJ,5.6,41160.0,08/17/2006,
8008,NJ,5.6,89980.0,7-12-2006,
7067,NJ,5.6,42028.0,06/25/2007,
8505,NJ,5.6,51200.0,05/21/2007,
8060,NJ,5.6,49773.0,10/25/2007,
8854,NJ,5.6,56000.0,2-11-2008,
7435,NJ,5.6,50622.0,12-3-2007,
8690,NJ,5.6,51339.0,5-1-2009,
8829,NJ,5.6,44800.0,07/17/2007,
8691,NJ,5.6,61180.0,01/31/2008,
8016,NJ,5.6,48100.0,01/23/2008,
8053,NJ,5.6,47773.0,9-7-2007,
8723,NJ,5.6,53440.0,11/29/2007,
7821,NJ,5.6,,5-5-2009,
8611,NJ,5.6,60855,08/26/2008,
7960,NJ,5.6,32950.0,6-3-2010,
8831,NJ,5.6,33600.0,6-3-2010,
8094,NJ,5.6,43079.0,06/16/2010,
8205,NJ,5.6,43960.0,06/16/2010,
7726,NJ,5.6,46414.0,03/17/2010,
8628,NJ,5.61,40435.0,6-10-2008,
8844,NJ,5.61,0.0,07/26/2013,
7719,NJ,5.61,0.0,10/23/2012,
8736,NJ,5.61,0.0,10-10-2012,
8854,NJ,5.61,0.0,9-10-2012,
8701,NJ,5.61,0.0,10/17/2012,
8512,NJ,5.61,0.0,12-5-2012,
8873,NJ,5.61,0.0,08/19/2013,
8527,NJ,5.61,0.0,02/26/2013,
8807,NJ,5.61,0.0,06/18/2013,
7863,NJ,5.61,0.0,03/21/2013,
7860,NJ,5.61,20196.0,07/15/2013,
7036,NJ,5.61,38496.0,07/16/2013,
8221,NJ,5.61,0.0,1-3-2013,
8332,NJ,5.61,0.0,04/26/2012,
8322,NJ,5.61,43700.0,11-5-2004,
8019,NJ,5.61,44078.0,7-8-2005,
8755,NJ,5.61,44038.5,11-4-2005,
8753,NJ,5.61,43483.0,09/15/2005,
8081,NJ,5.61,39270.0,11/30/2006,
8234,NJ,5.61,50229.0,11-2-2007,
8724,NJ,5.61,48300.0,09/14/2007,
8094,NJ,5.61,64021.25,11/29/2007,
8087,NJ,5.61,44078,7-8-2005,
8360,NJ,5.61,,05/30/2012,
8755,NJ,5.61,,11/19/2012,
7731,NJ,5.61,,11-6-2012,
8723,NJ,5.61,,12/19/2012,
7050,NJ,5.616,42120.0,10/14/2009,
8833,NJ,5.616,42120.0,07/17/2007,
8540,NJ,5.625,0.0,09/20/2011,
8053,NJ,5.625,0.0,4-10-2012,
7036,NJ,5.625,0.0,04/25/2012,
8536,NJ,5.625,,01/31/2012,
7070,NJ,5.625,44275.0,11-3-2011,
7720,NJ,5.635,0.0,10/17/2012,
8005,NJ,5.635,0.0,8-6-2012,
7076,NJ,5.635,0.0,2-5-2013,
8753,NJ,5.635,0.0,10/23/2013,
7002,NJ,5.635,0.0,7-3-2013,
8505,NJ,5.635,0.0,6-12-2013,
7095,NJ,5.635,0.0,6-11-2013,
7657,NJ,5.635,0.0,04/22/2013,
8052,NJ,5.635,0.0,04/24/2013,
8087,NJ,5.635,0.0,03/29/2013,
8003,NJ,5.635,0.0,8-7-2013,
7718,NJ,5.635,22258.0,7-12-2013,
8759,NJ,5.635,22258.0,06/17/2013,
8757,NJ,5.635,22258.0,9-4-2013,
8215,NJ,5.635,22258.0,10/14/2013,
8757,NJ,5.635,0.0,10-4-2013,
7643,NJ,5.635,0.0,10-3-2013,
8701,NJ,5.635,18392.0,06/21/2013,
8043,NJ,5.635,0.0,09/19/2013,
8361,NJ,5.635,16905.0,10-9-2013,
7701,NJ,5.635,22258.0,08/30/2013,
8087,NJ,5.635,22258.0,10/15/2013,
8087,NJ,5.635,22258.0,10/29/2013,
7012,NJ,5.635,0.0,9-9-2013,
