Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=NJ
8234,NJ,5.635,22258.0,11-8-2013,
8731,NJ,5.635,22258.0,09/18/2013,
8817,NJ,5.635,0.0,11-8-2013,
7663,NJ,5.635,0.0,11/26/2013,
7105,NJ,5.635,0.0,10-9-2013,
7002,NJ,5.635,0.0,11/26/2013,
8701,NJ,5.635,18595.5,09/13/2013,
8724,NJ,5.635,17500.0,12-3-2013,
8835,NJ,5.635,19462.0,10/28/2013,
8088,NJ,5.635,22258.0,12/19/2013,
8736,NJ,5.635,19982.84,11-7-2013,
8005,NJ,5.635,22258.0,12-4-2013,
7083,NJ,5.635,0.0,12/30/2013,
7724,NJ,5.635,0.0,12/20/2012,
7753,NJ,5.635,0.0,10/17/2012,
7728,NJ,5.635,0.0,12/20/2012,
7740,NJ,5.635,0.0,09/26/2012,
7981,NJ,5.635,,1-6-2012,
8820,NJ,5.635,,8-6-2012,
8002,NJ,5.635,,11/28/2012,
7731,NJ,5.635,,11-6-2012,
7731,NJ,5.635,,11-6-2012,
8753,NJ,5.635,,08/27/2012,
7730,NJ,5.635,,10-10-2012,
7079,NJ,5.635,,09/13/2011,
7733,NJ,5.64,0.0,4-8-2011,
8701,NJ,5.64,0.0,5-9-2011,
7461,NJ,5.64,29440.0,04/16/2010,
8022,NJ,5.64,0.0,05/26/2011,
8332,NJ,5.64,0.0,9-1-2011,
8022,NJ,5.64,0.0,06/14/2011,
7646,NJ,5.64,0.0,08/29/2011,
7050,NJ,5.64,0.0,10/18/2011,
8071,NJ,5.64,0.0,10/27/2011,
8502,NJ,5.64,0.0,11/30/2011,
8863,NJ,5.64,0.0,10/19/2011,
7203,NJ,5.64,0.0,09/29/2011,
8540,NJ,5.64,0.0,10/28/2011,
7052,NJ,5.64,0.0,06/30/2011,
8204,NJ,5.64,31740.0,12/23/2010,
8852,NJ,5.64,37164.0,07/28/2011,
8736,NJ,5.64,29256.0,10/19/2011,
8861,NJ,5.64,35604.0,04/21/2011,
8060,NJ,5.64,34776.0,02/25/2011,
8536,NJ,5.64,41856.75,10-6-2010,
8086,NJ,5.64,43555.0,05/18/2010,
8755,NJ,5.64,34404.0,7-2-2010,
8060,NJ,5.64,30570.0,7-2-2010,
8820,NJ,5.64,31627.46,08/18/2010,
8852,NJ,5.64,37224.0,7-1-2010,
8088,NJ,5.64,34500.0,09/15/2010,
7039,NJ,5.64,0.0,12/20/2010,
7940,NJ,5.64,0.0,10/21/2010,
8831,NJ,5.64,0.0,2-9-2011,
7753,NJ,5.64,0.0,04/13/2011,
8022,NJ,5.64,0.0,2-8-2011,
8210,NJ,5.64,0.0,04/14/2011,
8540,NJ,5.64,43600.0,3-1-2010,
7836,NJ,5.64,0.0,11/27/2012,
8854,NJ,5.64,0.0,12/19/2012,
7006,NJ,5.64,0.0,01/16/2013,
8861,NJ,5.64,0.0,12/18/2012,
8854,NJ,5.64,0.0,10/17/2012,
8854,NJ,5.64,0.0,12-3-2012,
8857,NJ,5.64,0.0,06/21/2013,
7643,NJ,5.64,0.0,2-8-2013,
7066,NJ,5.64,0.0,01/18/2013,
7083,NJ,5.64,0.0,12/27/2012,
7662,NJ,5.64,0.0,12/19/2012,
8854,NJ,5.64,0.0,12/18/2012,
8816,NJ,5.64,0.0,5-7-2013,
8088,NJ,5.64,0.0,11/28/2012,
8854,NJ,5.64,0.0,3-7-2013,
8701,NJ,5.64,0.0,09/26/2012,
7040,NJ,5.64,0.0,05/29/2013,
7083,NJ,5.64,0.0,5-2-2013,
7036,NJ,5.64,0.0,03/20/2013,
7643,NJ,5.64,0.0,04/22/2013,
8863,NJ,5.64,0.0,2-8-2013,
7663,NJ,5.64,0.0,04/22/2013,
8846,NJ,5.64,0.0,5-7-2013,
8736,NJ,5.64,0.0,1-7-2013,
7054,NJ,5.64,0.0,04/22/2013,
7208,NJ,5.64,0.0,03/25/2013,
7208,NJ,5.64,0.0,06/14/2013,
7036,NJ,5.64,0.0,09/26/2013,
7040,NJ,5.64,0.0,07/25/2013,
8854,NJ,5.64,0.0,05/20/2013,
8873,NJ,5.64,0.0,05/22/2013,
8758,NJ,5.64,26790.0,7-3-2013,
8817,NJ,5.64,28256.4,7-3-2013,
8901,NJ,5.64,26226.0,10/24/2013,
7731,NJ,5.64,29610.0,08/27/2013,
7666,NJ,5.64,37440.0,11-6-2009,
7114,NJ,5.64,0.0,11-6-2013,
8854,NJ,5.64,0.0,05/25/2012,
7080,NJ,5.64,0.0,11/13/2012,
7013,NJ,5.64,0.0,12/18/2012,
7013,NJ,5.64,0.0,01/15/2013,
8854,NJ,5.64,0.0,11/21/2012,
8742,NJ,5.64,0.0,04/17/2012,
8332,NJ,5.64,0.0,04/19/2012,
8830,NJ,5.64,0.0,6-5-2012,
7628,NJ,5.64,0.0,05/16/2012,
7032,NJ,5.64,0.0,5-10-2012,
7109,NJ,5.64,0.0,3-1-2012,
8087,NJ,5.64,0.0,6-12-2012,
8318,NJ,5.64,0.0,02/22/2013,
8741,NJ,5.64,0.0,03/30/2012,
7607,NJ,5.64,0.0,02/19/2013,
8221,NJ,5.64,0.0,10/24/2012,
7031,NJ,5.64,0.0,12/28/2012,
7013,NJ,5.64,0.0,5-10-2012,
8816,NJ,5.64,0.0,12/30/2011,
8053,NJ,5.64,0.0,4-4-2012,
7644,NJ,5.64,0.0,5-9-2012,
7869,NJ,5.64,0.0,2-7-2012,
8046,NJ,5.64,0.0,12/19/2011,
7070,NJ,5.64,0.0,5-4-2012,
8822,NJ,5.64,0.0,4-2-2012,
7735,NJ,5.64,0.0,12-6-2012,
8087,NJ,5.64,0.0,08/28/2012,
8087,NJ,5.64,0.0,08/29/2012,
7644,NJ,5.64,0.0,1-3-2013,
8701,NJ,5.64,0.0,09/22/2011,
7110,NJ,5.64,0.0,12-8-2011,
7110,NJ,5.64,0.0,12-8-2011,
7726,NJ,5.64,0.0,11/30/2011,
7753,NJ,5.64,0.0,12-8-2011,
8012,NJ,5.64,0.0,01/13/2012,
7712,NJ,5.64,0.0,12-8-2011,
8005,NJ,5.64,0.0,12-9-2011,
7032,NJ,5.64,0.0,01/17/2012,
8087,NJ,5.64,0.0,1-10-2012,
8628,NJ,5.64,0.0,5-4-2012,
7458,NJ,5.64,0.0,10-4-2011,
8752,NJ,5.64,0.0,09/15/2011,
8752,NJ,5.64,0.0,09/15/2011,
7644,NJ,5.64,0.0,11/21/2011,
8232,NJ,5.64,0.0,09/30/2011,
7109,NJ,5.64,0.0,07/28/2011,
8015,NJ,5.64,0.0,09/29/2011,
8005,NJ,5.64,0.0,12-9-2011,
7728,NJ,5.64,0.0,10/28/2011,
7092,NJ,5.64,0.0,9-10-2012,
7719,NJ,5.64,0.0,4-3-2012,
7110,NJ,5.64,0.0,09/29/2011,
7052,NJ,5.64,0.0,07/19/2013,
8724,NJ,5.64,0.0,11-5-2013,
7935,NJ,5.64,27000.0,8-10-2010,
7461,NJ,5.64,29440.0,3-2-2010,
8060,NJ,5.64,30570.0,03/17/2010,
8820,NJ,5.64,31627.46,04/19/2010,
8204,NJ,5.64,31740.0,09/30/2010,
8755,NJ,5.64,34404.0,3-2-2010,
8088,NJ,5.64,34500.0,7-8-2010,
8852,NJ,5.64,37224.0,04/19/2010,
7039,NJ,5.64,48300.0,7-8-2010,
8077,NJ,5.64,,02/17/2012,
8081,NJ,5.64,,1-9-2012,
7748,NJ,5.64,,3-12-2012,
8620,NJ,5.64,,2-1-2012,
8360,NJ,5.64,,5-4-2012,
8757,NJ,5.64,,01/23/2012,
8201,NJ,5.64,,09/13/2012,
8859,NJ,5.64,,06/25/2012,
8724,NJ,5.64,,6-4-2012,
8753,NJ,5.64,,7-12-2012,
7306,NJ,5.64,,08/20/2012,
7083,NJ,5.64,,6-12-2012,
8087,NJ,5.64,,08/30/2012,
8757,NJ,5.64,,12-3-2012,
8081,NJ,5.64,,11/27/2012,
8527,NJ,5.64,,11-6-2012,
7920,NJ,5.64,79700.25,11/21/2011,
7981,NJ,5.64,61523.0,11/21/2011,
8527,NJ,5.64,35880.0,03/18/2011,
8527,NJ,5.64,35880.0,5-9-2011,
8534,NJ,5.64,43942.5,05/23/2011,
7060,NJ,5.64,30636.0,06/15/2011,
8217,NJ,5.64,33840.0,05/20/2011,
7746,NJ,5.64,,06/22/2011,
8087,NJ,5.64,,04/22/2011,
8759,NJ,5.64,,06/14/2011,
7738,NJ,5.64,,4-5-2011,
7977,NJ,5.64,,5-2-2011,
7734,NJ,5.64,,04/27/2011,
8247,NJ,5.64,,06/22/2011,
8620,NJ,5.64,,6-10-2011,
8753,NJ,5.64,,07/13/2011,
8731,NJ,5.64,,07/13/2011,
8520,NJ,5.64,,7-12-2011,
8831,NJ,5.64,,10/14/2011,
7731,NJ,5.64,,10-12-2011,
8619,NJ,5.64,,11/30/2011,
8068,NJ,5.64,,08/18/2011,
8068,NJ,5.64,,07/14/2011,
8534,NJ,5.64,,12/28/2011,
8753,NJ,5.64,,11/30/2011,
8527,NJ,5.64,,12/28/2011,
8857,NJ,5.64,,11/21/2011,
7738,NJ,5.64,,11/21/2011,
8859,NJ,5.64,,11/30/2011,
8735,NJ,5.64,,11-2-2011,
8872,NJ,5.64,,10/14/2011,
8755,NJ,5.64,,12-8-2011,
8753,NJ,5.64,,12/19/2011,
8518,NJ,5.67,47628.0,6-10-2009,
8085,NJ,5.67,44352.0,11/26/2007,
7080,NJ,5.67,0.0,07/27/2011,
8759,NJ,5.67,36500.0,08/13/2010,
8302,NJ,5.67,43560.0,07/17/2008,
8742,NJ,5.67,63840.0,12/22/2009,
8081,NJ,5.67,43837.5,10/23/2009,
8402,NJ,5.67,54800.0,3-2-2010,
8721,NJ,5.67,46360.0,10-1-2009,
8033,NJ,5.67,37422.0,12/22/2009,
8234,NJ,5.67,36855.0,12-3-2009,
8054,NJ,5.67,39775.0,04/26/2010,
7410,NJ,5.67,42922.5,07/30/2010,
8753,NJ,5.67,38400.0,3-5-2010,
8009,NJ,5.67,44352.0,10/25/2007,
8759,NJ,5.67,36500.0,7-8-2010,
8536,NJ,5.67,45360.0,04/29/2011,
7735,NJ,5.678,44572.0,06/25/2004,
8817,NJ,5.678,42585.0,07/21/2004,
8043,NJ,5.678,45211.0,11-5-2004,
8520,NJ,5.678,44629.0,10/20/2004,
8724,NJ,5.678,44630.0,11-4-2004,
8109,NJ,5.678,44005.0,05/18/2005,
7734,NJ,5.7,54000.0,08/26/2009,
7701,NJ,5.7,0.0,09/30/2011,
7730,NJ,5.7,44000.0,6-3-2010,
7088,NJ,5.7,44745.0,6-1-2010,
8108,NJ,5.7,37905.0,06/29/2010,
8620,NJ,5.7,48263.0,5-2-2008,
8360,NJ,5.7,45000.0,11/20/2009,
8302,NJ,5.7,0.0,11-6-2012,
7724,NJ,5.7,31920.0,04/22/2013,
8640,NJ,5.7,11913.0,11/15/2013,
8251,NJ,5.7,0.0,09/13/2012,
8701,NJ,5.7,0.0,9-7-2012,
8527,NJ,5.7,0.0,5-2-2013,
8344,NJ,5.7,0.0,01/23/2012,
8757,NJ,5.7,0.0,07/30/2012,
8816,NJ,5.7,0.0,02/14/2012,
8022,NJ,5.7,0.0,03/23/2012,
8830,NJ,5.7,45600.0,5-12-2005,
7663,NJ,5.7,0.0,5-3-2012,
8022,NJ,5.7,0.0,11-2-2011,
7901,NJ,5.7,45600.0,8-4-2005,
8008,NJ,5.7,32000.0,2-9-2006,
8721,NJ,5.7,38617.0,08/31/2007,
8108,NJ,5.7,37905.0,03/25/2010,
7730,NJ,5.7,44000.0,3-2-2010,
7088,NJ,5.7,44745.0,03/17/2010,
8527,NJ,5.7,,1-10-2012,
8087,NJ,5.7,,3-2-2012,
8690,NJ,5.7,,03/29/2012,
8721,NJ,5.7,,10/16/2012,
8536,NJ,5.7,,04/13/2011,
8724,NJ,5.71,0.0,10/17/2012,
8008,NJ,5.712,0.0,04/27/2011,
8062,NJ,5.712,,04/27/2011,
8106,NJ,5.72,40925.0,08/16/2011,
7740,NJ,5.72,0.0,10-7-2010,
8724,NJ,5.72,0.0,10/21/2010,
8620,NJ,5.72,43680.0,05/20/2010,
8723,NJ,5.72,36100.0,12/14/2010,
8810,NJ,5.72,0.0,3-12-2013,
8530,NJ,5.72,0.0,1-11-2013,
7008,NJ,5.72,0.0,4-3-2013,
8081,NJ,5.72,0.0,05/31/2013,
8527,NJ,5.72,0.0,4-1-2013,
7753,NJ,5.72,0.0,4-1-2013,
7747,NJ,5.72,0.0,04/25/2013,
8723,NJ,5.72,0.0,03/25/2013,
8558,NJ,5.72,0.0,04/23/2013,
8201,NJ,5.72,,08/28/2012,
8520,NJ,5.72,,07/22/2012,
8201,NJ,5.72,0.0,3-12-2013,
8520,NJ,5.72,0.0,08/24/2012,
8889,NJ,5.72,0.0,10-10-2012,
8094,NJ,5.72,65736.0,9-12-2007,
8724,NJ,5.72,30188.0,07/20/2010,
7740,NJ,5.72,34776.0,07/20/2010,
7731,NJ,5.72,,6-7-2012,
8105,NJ,5.72,40925.0,08/16/2011,
8758,NJ,5.735,,01/16/2012,
8330,NJ,5.735,21576.37,07/15/2011,
7675,NJ,5.735,,5-11-2011,
8527,NJ,5.735,,09/15/2011,
8022,NJ,5.74,0.0,03/31/2011,
8022,NJ,5.74,0.0,05/13/2011,
8540,NJ,5.74,0.0,11/14/2011,
8022,NJ,5.74,0.0,4-5-2011,
8701,NJ,5.74,0.0,06/29/2011,
8057,NJ,5.74,32431.0,05/20/2011,
7071,NJ,5.74,45080.0,9-8-2008,
8558,NJ,5.74,50209.5,12-8-2010,
8406,NJ,5.74,0.0,11-9-2012,
7644,NJ,5.74,0.0,09/22/2011,
8505,NJ,5.74,0.0,11-4-2011,
8088,NJ,5.74,0.0,11-1-2011,
8876,NJ,5.74,0.0,11-4-2011,
7003,NJ,5.74,0.0,10/21/2011,
7728,NJ,5.74,0.0,12/28/2011,
8015,NJ,5.74,0.0,11/21/2011,
7006,NJ,5.74,0.0,10-5-2011,
7726,NJ,5.74,0.0,11/15/2011,
8619,NJ,5.74,,4-4-2012,
8759,NJ,5.74,,03/23/2012,
8752,NJ,5.74,,07/18/2011,
8831,NJ,5.74,,07/13/2011,
8080,NJ,5.74,,04/21/2011,
8008,NJ,5.74,,6-10-2011,
8759,NJ,5.74,,08/15/2011,
7202,NJ,5.74,,06/22/2011,
8527,NJ,5.74,,09/26/2011,
8826,NJ,5.74,,12-8-2011,
8527,NJ,5.74,,10/18/2011,
8755,NJ,5.74,,10-7-2011,
7922,NJ,5.75,44184.0,2-3-2010,
8807,NJ,5.75,35280.0,07/26/2012,
8759,NJ,5.75,0.0,11/19/2010,
8088,NJ,5.75,0.0,8-10-2012,
7027,NJ,5.75,0.0,11/28/2012,
8753,NJ,5.75,0.0,6-12-2013,
7024,NJ,5.75,0.0,2-11-2013,
8733,NJ,5.75,0.0,06/13/2013,
8003,NJ,5.75,0.0,01/28/2013,
8005,NJ,5.75,0.0,09/13/2013,
7731,NJ,5.75,0.0,05/28/2013,
7083,NJ,5.75,0.0,07/16/2013,
7823,NJ,5.75,0.0,7-5-2013,
8820,NJ,5.75,23339.26,09/19/2013,
7730,NJ,5.75,25794.91,09/24/2013,
7663,NJ,5.75,23113.0,12/31/2013,
7047,NJ,5.75,24526.27,10/30/2013,
8558,NJ,5.75,23000.0,06/20/2013,
7728,NJ,5.75,25982.24,10/25/2013,
8720,NJ,5.75,23908.79,10/30/2013,
8701,NJ,5.75,26518.05,08/20/2013,
8527,NJ,5.75,25434.24,10-4-2013,
7621,NJ,5.75,26016.51,11-7-2013,
7731,NJ,5.75,28305.09,10-4-2013,
7728,NJ,5.75,27150.28,12/20/2013,
7008,NJ,5.75,45816.0,08/13/2013,
8757,NJ,5.75,22137.5,12/31/2013,
8873,NJ,5.75,19614.0,7-3-2013,
8831,NJ,5.75,21600.0,08/23/2013,
8302,NJ,5.75,0.0,09/19/2013,
8701,NJ,5.75,28787.85,10/25/2013,
7921,NJ,5.75,18056.0,08/28/2013,
8690,NJ,5.75,17345.0,10/23/2013,
8501,NJ,5.75,18827.0,10-4-2013,
7726,NJ,5.75,19147.0,12/30/2013,
8901,NJ,5.75,0.0,11/21/2013,
7753,NJ,5.75,18975.0,09/24/2013,
8527,NJ,5.75,22137.0,10/15/2013,
8701,NJ,5.75,19492.31,12/16/2013,
7652,NJ,5.75,67275,10-12-2006,
8226,NJ,5.75,0.0,09/26/2012,
7860,NJ,5.75,0.0,11-2-2011,
8201,NJ,5.75,31500.0,11-1-2010,
7730,NJ,5.75,,03/27/2012,
8757,NJ,5.75,,05/29/2012,
8724,NJ,5.75,,12-7-2012,
8722,NJ,5.75,,07/13/2012,
7040,NJ,5.75,40900.0,10-6-2011,
8527,NJ,5.75,,10-5-2011,
8724,NJ,5.75,,11/14/2011,
8844,NJ,5.76,46656.0,12/28/2005,
8048,NJ,5.76,0.0,08/23/2011,
7826,NJ,5.76,0.0,01/31/2012,
8053,NJ,5.76,52250.0,5-3-2011,
8031,NJ,5.76,0.0,07/19/2011,
8876,NJ,5.76,0.0,12-8-2011,
7033,NJ,5.76,0.0,12-4-2012,
7205,NJ,5.76,0.0,4-5-2013,
8215,NJ,5.76,0.0,09/18/2012,
8527,NJ,5.76,0.0,1-3-2013,
8751,NJ,5.76,0.0,09/26/2012,
8736,NJ,5.76,0.0,12-10-2012,
8520,NJ,5.76,0.0,10/16/2012,
7304,NJ,5.76,0.0,9-9-2013,
7001,NJ,5.76,0.0,3-12-2013,
8242,NJ,5.76,0.0,01/15/2013,
8004,NJ,5.76,0.0,2-12-2013,
7823,NJ,5.76,0.0,03/29/2013,
8046,NJ,5.76,0.0,01/18/2013,
7920,NJ,5.76,0.0,02/26/2013,
8502,NJ,5.76,0.0,10-2-2012,
8087,NJ,5.76,0.0,08/22/2013,
7748,NJ,5.76,0.0,2-12-2013,
8205,NJ,5.76,0.0,03/29/2013,
8081,NJ,5.76,0.0,01/17/2013,
8724,NJ,5.76,0.0,1-8-2013,
8065,NJ,5.76,0.0,01/15/2013,
8205,NJ,5.76,0.0,4-1-2013,
8757,NJ,5.76,0.0,04/23/2013,
8721,NJ,5.76,0.0,1-2-2013,
8527,NJ,5.76,0.0,5-8-2013,
8242,NJ,5.76,0.0,11/29/2012,
8022,NJ,5.76,0.0,4-8-2013,
8319,NJ,5.76,0.0,3-12-2013,
8234,NJ,5.76,0.0,2-12-2013,
8759,NJ,5.76,0.0,5-3-2013,
7719,NJ,5.76,0.0,12/26/2012,
8757,NJ,5.76,0.0,4-10-2013,
7731,NJ,5.76,0.0,01/29/2013,
7033,NJ,5.76,,09/17/2012,
7418,NJ,5.76,,09/27/2012,
8005,NJ,5.76,,7-3-2012,
8035,NJ,5.76,,09/17/2012,
8090,NJ,5.76,,9-6-2012,
8520,NJ,5.76,,08/14/2012,
8527,NJ,5.76,,09/14/2012,
8751,NJ,5.76,,8-9-2012,
8807,NJ,5.76,,07/25/2012,
8831,NJ,5.76,,7-2-2012,
8234,NJ,5.76,0.0,4-5-2013,
7055,NJ,5.76,0.0,08/14/2013,
8724,NJ,5.76,0.0,3-7-2013,
8757,NJ,5.76,0.0,05/23/2013,
8360,NJ,5.76,0.0,10-1-2013,
8302,NJ,5.76,0.0,10-2-2013,
7738,NJ,5.76,0.0,06/17/2013,
7734,NJ,5.76,0.0,02/25/2013,
8027,NJ,5.76,0.0,08/21/2013,
8234,NJ,5.76,0.0,05/31/2013,
7008,NJ,5.76,0.0,7-1-2013,
7031,NJ,5.76,0.0,11/19/2013,
8005,NJ,5.76,22752.0,04/15/2013,
8816,NJ,5.76,24480.0,06/26/2013,
8087,NJ,5.76,22000.9,07/23/2013,
8873,NJ,5.76,0.0,09/26/2013,
8854,NJ,5.76,0.0,09/26/2013,
7208,NJ,5.76,0.0,11-5-2013,
7604,NJ,5.76,0.0,09/25/2013,
7643,NJ,5.76,0.0,10-3-2013,
8873,NJ,5.76,0.0,11/19/2013,
8540,NJ,5.76,0.0,10/24/2012,
8701,NJ,5.76,0.0,05/22/2012,
8087,NJ,5.76,0.0,9-7-2012,
7719,NJ,5.76,0.0,04/30/2012,
7418,NJ,5.76,0.0,03/15/2013,
8758,NJ,5.76,0.0,6-5-2013,
7067,NJ,5.76,0.0,02/26/2013,
8088,NJ,5.76,0.0,07/19/2012,
8831,NJ,5.76,0.0,09/14/2012,
7719,NJ,5.76,0.0,05/16/2012,
8807,NJ,5.76,0.0,09/13/2012,
8701,NJ,5.76,0.0,2-12-2013,
8090,NJ,5.76,0.0,11-2-2012,
8005,NJ,5.76,0.0,07/30/2012,
8079,NJ,5.76,0.0,12/14/2012,
7928,NJ,5.76,0.0,08/27/2012,
7719,NJ,5.76,0.0,10-9-2012,
8035,NJ,5.76,0.0,03/28/2013,
8048,NJ,5.76,0.0,3-1-2012,
8015,NJ,5.76,0.0,03/30/2012,
8736,NJ,5.76,0.0,5-7-2012,
7724,NJ,5.76,0.0,05/14/2012,
8097,NJ,5.76,0.0,03/15/2012,
8889,NJ,5.76,0.0,03/20/2012,
7204,NJ,5.76,0.0,12/22/2011,
8876,NJ,5.76,0.0,05/16/2012,
8012,NJ,5.76,0.0,05/14/2012,
8535,NJ,5.76,50796.0,01/21/2004,
7052,NJ,5.76,47808.0,05/27/2004,
7051,NJ,5.76,43773.33,09/27/2004,
7470,NJ,5.76,46080.0,08/31/2004,
8723,NJ,5.76,46080.0,03/25/2005,
8520,NJ,5.76,45273.6,03/15/2005,
7701,NJ,5.76,45216.0,1-5-2005,
7727,NJ,5.76,48960.0,9-1-2004,
7726,NJ,5.76,46080.0,09/23/2004,
8824,NJ,5.76,46080.0,10/20/2004,
8533,NJ,5.76,46080.0,10/20/2004,
8753,NJ,5.76,46080.0,12-8-2004,
8731,NJ,5.76,46080.0,11/22/2004,
8857,NJ,5.76,46080.0,12-8-2004,
8512,NJ,5.76,0.0,11/17/2011,
7109,NJ,5.76,0.0,12/22/2011,
8505,NJ,5.76,0.0,12/20/2011,
8844,NJ,5.76,0.0,12/19/2011,
8505,NJ,5.76,0.0,10/13/2011,
8226,NJ,5.76,0.0,12/20/2011,
8742,NJ,5.76,47520.0,2-10-2005,
7717,NJ,5.76,46080.0,2-2-2005,
8527,NJ,5.76,45258.0,06/28/2005,
7029,NJ,5.76,47520.0,04/26/2005,
7748,NJ,5.76,45273.0,03/15/2005,
8889,NJ,5.76,44928.0,2-10-2006,
8721,NJ,5.76,46080.0,12/22/2005,
7753,NJ,5.76,,10/31/2008,
7070,NJ,5.76,47520,04/26/2005,
8081,NJ,5.76,,3-12-2012,
7012,NJ,5.76,,3-1-2012,
8812,NJ,5.76,,5-7-2012,
8515,NJ,5.76,,2-8-2012,
8527,NJ,5.76,,02/13/2012,
8753,NJ,5.76,,04/27/2012,
8731,NJ,5.76,,6-12-2012,
7730,NJ,5.76,,11-6-2012,
8820,NJ,5.76,,7-12-2012,
8857,NJ,5.76,,05/30/2012,
8833,NJ,5.76,,5-9-2012,
8050,NJ,5.76,,05/22/2012,
8759,NJ,5.76,,08/20/2012,
8722,NJ,5.76,,08/24/2012,
7731,NJ,5.76,,12-3-2012,
8087,NJ,5.76,,09/18/2012,
8205,NJ,5.76,,9-12-2012,
8087,NJ,5.76,,9-12-2012,
8205,NJ,5.76,,09/26/2012,
8873,NJ,5.76,,12/28/2012,
7748,NJ,5.76,,10/25/2012,
8098,NJ,5.76,,11/15/2012,
8758,NJ,5.76,,10-2-2012,
8755,NJ,5.76,,10/23/2012,
8527,NJ,5.76,,10/23/2012,
8542,NJ,5.76,,10/24/2012,
8721,NJ,5.76,,9-7-2012,
8759,NJ,5.76,,09/19/2012,
8753,NJ,5.76,,09/13/2012,
7083,NJ,5.76,,07/18/2012,
8731,NJ,5.76,,7-10-2012,
8270,NJ,5.76,,10-10-2012,
8721,NJ,5.76,,11-6-2012,
8205,NJ,5.76,,07/26/2011,
8852,NJ,5.76,,11-3-2011,
8902,NJ,5.76,,10/19/2011,
8052,NJ,5.775,0.0,04/26/2011,
7727,NJ,5.775,39882.0,06/19/2009,
8330,NJ,5.775,42161.47,6-9-2009,
7039,NJ,5.775,64440.0,09/29/2010,
8527,NJ,5.775,47200.0,02/21/2008,
8060,NJ,5.775,49000.0,03/21/2008,
8057,NJ,5.775,0.0,01/25/2011,
8822,NJ,5.775,47600.0,10/19/2010,
8536,NJ,5.775,53163.0,7-9-2010,
8520,NJ,5.775,40425.0,6-3-2005,
8550,NJ,5.775,43312.0,04/18/2006,
8107,NJ,5.775,48510.0,04/27/2006,
8318,NJ,5.775,46514.28,5-11-2006,
8036,NJ,5.775,51362.0,12/27/2007,
8536,NJ,5.775,49275.0,1-7-2011,
8873,NJ,5.775,43014.0,8-1-2011,
8081,NJ,5.775,,5-11-2011,
8825,NJ,5.78,43061.0,05/28/2008,
8753,NJ,5.78,45373.0,8-3-2005,
7728,NJ,5.78,44634.0,09/28/2005,
7720,NJ,5.78,45488.0,12-4-2005,
7724,NJ,5.78,42500.0,12/28/2005,
8525,NJ,5.78,43350.0,05/17/2006,
8033,NJ,5.8,57641.85,7-9-2008,
7305,NJ,5.8,46690.0,4-7-2008,
8540,NJ,5.8,46400.0,04/29/2008,
8050,NJ,5.8,42340.0,01/29/2010,
8057,NJ,5.8,45341.0,12-7-2009,
7109,NJ,5.805,44408.25,09/16/2009,
8540,NJ,5.805,39000.0,11/19/2009,
7731,NJ,5.805,0.0,11-9-2010,
8009,NJ,5.805,0.0,6-9-2011,
8854,NJ,5.805,0.0,06/22/2011,
8008,NJ,5.805,43828.0,08/30/2010,
8691,NJ,5.805,37732.5,10/28/2010,
8816,NJ,5.805,35459.25,11/24/2010,
7012,NJ,5.805,46200.0,06/16/2010,
7849,NJ,5.805,40054.5,06/23/2010,
8902,NJ,5.805,46150.0,08/17/2010,
8505,NJ,5.805,46956.0,04/30/2008,
7067,NJ,5.805,0.0,09/22/2010,
7932,NJ,5.805,0.0,09/29/2010,
8107,NJ,5.805,0.0,10-6-2010,
7067,NJ,5.805,0.0,10-12-2010,
8854,NJ,5.805,0.0,11/29/2010,
8854,NJ,5.805,0.0,1-6-2011,
7751,NJ,5.805,0.0,12-7-2012,
8830,NJ,5.805,0.0,12-12-2011,
8879,NJ,5.805,0.0,01/16/2012,
8691,NJ,5.805,0.0,10/28/2011,
8861,NJ,5.805,0.0,10/24/2011,
8107,NJ,5.805,31015.0,08/25/2010,
7067,NJ,5.805,33948.0,09/15/2010,
7731,NJ,5.805,33959.0,09/15/2010,
7067,NJ,5.805,33959.0,8-10-2010,
8816,NJ,5.805,35459.25,11-8-2010,
8854,NJ,5.805,36649.0,09/30/2010,
8640,NJ,5.805,37732.5,10-6-2010,
7849,NJ,5.805,40054.5,04/19/2010,
7932,NJ,5.805,43828.0,08/17/2010,
8008,NJ,5.805,43828.0,07/27/2010,
8902,NJ,5.805,46150.0,06/16/2010,
7012,NJ,5.805,46200.0,3-2-2010,
7853,NJ,5.805,,11-2-2011,
7821,NJ,5.805,,10/28/2011,
8080,NJ,5.824,43500.0,8-6-2009,
8857,NJ,5.824,48992.0,09/14/2006,
7866,NJ,5.824,48546.0,03/27/2007,
7731,NJ,5.824,27763.0,3-1-2011,
8402,NJ,5.84,35684.4,12/19/2007,
7748,NJ,5.85,53138.5,12/29/2009,
7840,NJ,5.85,0.0,06/30/2011,
8854,NJ,5.85,0.0,12-7-2011,
8816,NJ,5.85,38695.0,6-8-2011,
8234,NJ,5.85,38025.0,5-4-2010,
8054,NJ,5.85,44745.0,03/29/2010,
8536,NJ,5.85,40675.0,6-7-2010,
7452,NJ,5.85,40950.0,07/16/2010,
8534,NJ,5.85,0.0,11/29/2010,
8022,NJ,5.85,43875.0,01/21/2010,
