Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=DC
20007,DC,5.88,25544.0,12/26/2012,
20007,DC,5.88,25544.0,12/26/2012,
20003,DC,5.98,29302.0,04/24/2012,
20003,DC,5.98,44517.6,6-4-2012,
20011,DC,5.98,27500.0,8-6-2012,
20003,DC,5.98,33947.0,10-11-2010,
20002,DC,5.98,33286.0,10/29/2010,
20010,DC,5.98,44559.0,11/15/2010,
20002,DC,5.98,33889.0,11/29/2010,
20005,DC,5.98,40000.0,01/26/2011,
20007,DC,5.98,33846.0,06/15/2011,
20019,DC,5.98,32397.0,06/15/2011,
20003,DC,5.98,29302.0,04/24/2012,
20003,DC,5.98,44517.6,6-4-2012,
20011,DC,5.98,27500.0,8-6-2012,
20002,DC,5.98,,10/29/2010,
20003,DC,5.98,,10-11-2010,
20010,DC,5.98,,11/15/2010,
20002,DC,5.98,33889.0,11/29/2010,
20011,DC,5.995,17578.0,10-11-2012,
20011,DC,5.995,17578.0,10-11-2012,
20002,DC,6.0,35344.0,9-10-2010,
20002,DC,6.0,,9-10-2010,
20015,DC,6.08,29400.0,10-1-2012,
20015,DC,6.08,29400.0,10-1-2012,
20015,DC,6.105,40232.0,8-6-2012,
20015,DC,6.105,40232.0,8-6-2012,
20007,DC,6.11,36660.0,9-7-2010,
20007,DC,6.11,,9-7-2010,
20007,DC,6.11,,03/21/2011,
20007,DC,6.2,33400.0,9-7-2010,
20007,DC,6.2,,9-7-2010,
20015,DC,6.21,34718.0,01/23/2012,
20003,DC,6.21,35292.0,5-5-2012,
20008,DC,6.21,34437.0,01/25/2011,
20016,DC,6.21,38787.0,07/19/2011,
20015,DC,6.21,34718.0,01/23/2012,
20003,DC,6.21,35292.0,5-5-2012,
20003,DC,6.21,21440.0,12-12-2011,
20016,DC,6.21,,02/14/2012,
20002,DC,6.24,33618.0,4-10-2012,
20002,DC,6.24,33618.0,4-10-2012,
20003,DC,6.3,35379.0,06/18/2012,
20002,DC,6.3,36068.0,05/24/2010,
20016,DC,6.3,42470.0,7-6-2010,
20002,DC,6.3,38430.0,9-10-2010,
20003,DC,6.3,35379.0,06/18/2012,
20002,DC,6.3,36068.0,05/24/2010,
20016,DC,6.3,42470.0,7-6-2010,
20002,DC,6.3,,9-10-2010,
20012,DC,6.37,27960.0,10-1-2012,
20012,DC,6.37,27960.0,10-1-2012,
20002,DC,6.4,35000.0,6-3-2010,
20003,DC,6.4,36380.0,08/25/2010,
20002,DC,6.4,35000.0,6-3-2010,
20003,DC,6.4,,08/25/2010,
20010,DC,6.44,29206.0,07/24/2012,
20003,DC,6.44,34601.0,10/25/2010,
20011,DC,6.44,33534.0,1-10-2011,
20008,DC,6.44,35555.0,02/22/2011,
20010,DC,6.44,29206.0,07/24/2012,
20003,DC,6.44,,10/25/2010,
20011,DC,6.44,,1-10-2011,
20007,DC,6.475,53087.0,3-3-2011,
20002,DC,6.48,31798.0,09/18/2012,
20002,DC,6.48,31798.0,09/18/2012,
20011,DC,6.67,36957.0,11/29/2010,
20002,DC,6.67,35542.0,02/22/2011,
20011,DC,6.67,,11/29/2010,
20002,DC,6.72,33432.0,10-11-2012,
20016,DC,6.72,45327.0,05/24/2010,
20002,DC,6.72,33432.0,10-11-2012,
20016,DC,6.72,45327.0,05/24/2010,
20010,DC,6.75,26325.0,08/20/2012,
20010,DC,6.75,26325.0,10-11-2012,
20003,DC,6.75,64185.0,09/30/2009,
20010,DC,6.75,26325.0,08/20/2012,
20010,DC,6.75,26325.0,10-11-2012,
20003,DC,6.75,64185.0,09/30/2009,
20009,DC,6.86,28360.0,10-11-2012,
20001,DC,6.86,30814.0,10-11-2012,
20009,DC,6.86,28360.0,10-11-2012,
20001,DC,6.86,30814.0,10-11-2012,
20015,DC,6.88,59300.0,11/18/2009,
20015,DC,6.88,59300.0,11/18/2009,
20003,DC,6.9,29550.0,7-3-2012,
20003,DC,6.9,37766.0,10-11-2010,
20002,DC,6.9,37606.0,12/23/2010,
20007,DC,6.9,37004.0,09/13/2011,
20003,DC,6.9,29550.0,7-3-2012,
20003,DC,6.9,,10-11-2010,
20002,DC,6.9,37606.0,12/23/2010,
20007,DC,6.96,34000.0,08/27/2012,
20007,DC,6.96,34000.0,08/27/2012,
20007,DC,7.0,38074.0,10-11-2010,
20007,DC,7.0,,10-11-2010,
20011,DC,7.05,30602.0,08/27/2012,
20016,DC,7.05,31740.0,10-11-2012,
20011,DC,7.05,30602.0,08/27/2012,
20016,DC,7.05,31740.0,10-11-2012,
20009,DC,7.095,57571.55,11/29/2010,
20009,DC,7.095,57571.55,11/29/2010,
20012,DC,7.1,36500.0,08/25/2010,
20012,DC,7.1,,08/25/2010,
20012,DC,7.1,0.0,7-1-2010,
20002,DC,7.13,34224.0,02/29/2012,
20016,DC,7.13,35471.75,10-1-2012,
20009,DC,7.13,38908.0,11/29/2010,
20002,DC,7.13,34224.0,02/29/2012,
20016,DC,7.13,35471.75,10-1-2012,
20009,DC,7.13,38908.0,11/29/2010,
20016,DC,7.13,,10/13/2011,
20003,DC,7.2,36672.0,10-11-2012,
20007,DC,7.2,48600.0,05/24/2010,
20018,DC,7.2,38520.0,9-7-2010,
20011,DC,7.2,35960.0,10-11-2010,
20003,DC,7.2,36672.0,10-11-2012,
20007,DC,7.2,48600.0,05/24/2010,
20018,DC,7.2,,9-7-2010,
20011,DC,7.2,,10-11-2010,
20001,DC,7.36,46440.0,7-2-2011,
20017,DC,7.4,48996.0,09/19/2012,
20017,DC,7.4,48996.0,09/19/2012,
20016,DC,7.5,34625.0,7-2-2012,
20016,DC,7.5,34625.0,7-2-2012,
20002,DC,7.55,34122.0,10/17/2012,
20002,DC,7.55,34122.0,10/17/2012,
20015,DC,7.585,42400.0,01/31/2012,
20015,DC,7.585,42400.0,01/31/2012,
20002,DC,7.585,20815.0,12-12-2011,
20002,DC,7.59,14345.0,07/16/2012,
20002,DC,7.59,14345.0,07/16/2012,
20016,DC,7.595,38355.0,7-3-2012,
20016,DC,7.595,38355.0,7-3-2012,
20009,DC,7.68,38208.0,12/26/2012,
20009,DC,7.68,38208.0,12/26/2012,
20015,DC,8.05,38493.0,8-6-2012,
20011,DC,8.05,43120.0,11-4-2010,
20016,DC,8.05,,06/15/2011,
20015,DC,8.05,38493.0,8-6-2012,
20011,DC,8.05,,11-4-2010,
20019,DC,8.1,73500.0,09/30/2009,
20017,DC,8.225,33723.0,10-11-2012,
20002,DC,8.225,55354.0,1-10-2011,
20017,DC,8.225,33723.0,10-11-2012,
20002,DC,8.225,55354.0,1-10-2011,
20002,DC,8.225,,03/21/2011,
20011,DC,8.25,33543.0,12/31/2012,
20011,DC,8.25,33543.0,12/31/2012,
20012,DC,8.28,45540.0,10-11-2012,
20012,DC,8.28,45540.0,10-11-2012,
20009,DC,8.33,33986.0,10-11-2012,
20009,DC,8.33,33986.0,10-11-2012,
20003,DC,8.385,,3-2-2011,
20011,DC,8.5,47268.0,08/25/2010,
20011,DC,8.5,,08/25/2010,
20016,DC,8.51,36968.0,3-12-2012,
20016,DC,8.51,36968.0,3-12-2012,
20002,DC,8.695,49292.0,7-2-2012,
20002,DC,8.695,49292.0,7-2-2012,
20002,DC,8.74,48599.0,10-11-2010,
20002,DC,8.74,,10-11-2010,
20500,DC,8.75,,08/27/2002,
20016,DC,8.91,,10-11-2012,
20016,DC,8.91,,10-11-2012,
20008,DC,8.97,47720.0,07/19/2011,
20002,DC,9.2,50368.0,07/19/2011,
20011,DC,9.25,54113.0,4-7-2012,
20011,DC,9.25,54113.0,4-7-2012,
20007,DC,9.43,52820.0,07/14/2012,
20007,DC,9.43,51832.0,10-11-2010,
20007,DC,9.43,52820.0,07/14/2012,
20007,DC,9.43,,10-11-2010,
20019,DC,9.5,42700.0,8-6-2012,
20019,DC,9.5,42700.0,8-6-2012,
20011,DC,9.6,58937.0,02/13/2012,
20011,DC,9.6,58937.0,02/13/2012,
20016,DC,9.6,28662.29,12-12-2011,
20017,DC,9.84,51600.0,4-11-2012,
20017,DC,9.84,51600.0,4-11-2012,
20008,DC,9.87,47870.0,12/26/2012,
20008,DC,9.87,47870.0,12/26/2012,
20016,DC,10.0,,08/16/2006,
20011,DC,10.0,67018.0,12/28/2009,
20009,DC,10.0,80608.9,11/29/2010,
20001,DC,10.0,60000.0,10-11-2012,
20011,DC,10.0,50347.0,10-1-2012,
20011,DC,10.0,,12/28/2009,
20009,DC,10.0,80608.9,11/29/2010,
20011,DC,10.12,50347.0,10-1-2012,
20011,DC,10.12,,10-11-2012,
20001,DC,10.3,60000.0,10-11-2012,
20016,DC,10.56,46848.0,03/19/2012,
20019,DC,10.6,,10-1-2010,
20017,DC,10.995,45000.0,09/19/2012,
20009,DC,11.0,54924.0,10/17/2012,
20015,DC,11.0,41924.0,1-7-2011,
20015,DC,11.0,56813.0,3-2-2011,
20016,DC,11.0,73416.0,08/15/2011,
20016,DC,11.0,56755.0,9-12-2011,
20016,DC,11.0,71447.0,8-6-2012,
20009,DC,11.0,54924.0,10/17/2012,
20017,DC,11.0,45000.0,09/19/2012,
20016,DC,11.0,46848.0,03/19/2012,
20015,DC,11.0,,1-7-2011,
20016,DC,11.04,71447.0,8-6-2012,
20016,DC,11.04,,10/17/2011,
20015,DC,12.0,52288.0,02/26/2013,
20036,DC,13.0,81488.0,7-2-2011,
20016,DC,14.0,31609.0,12/29/2009,
20018,DC,14.0,54752.0,08/27/2012,
20016,DC,14.0,31609.0,12/29/2009,
20016,DC,14.06,,11/15/2009,
20018,DC,14.1,54752.0,08/27/2012,
20015,DC,15.0,70749.0,12/23/2010,
20016,DC,15.0,,09/23/2011,
20008,DC,15.0,93900.0,8-6-2012,
20015,DC,15.0,70749.0,12/23/2010,
20008,DC,15.12,93900.0,8-6-2012,
20011,DC,15.51,36000.0,04/24/2012,
20011,DC,16.0,36000.0,04/24/2012,
20003,DC,17.0,30000.0,9-7-2010,
20003,DC,17.0,,9-7-2010,
20010,DC,17.0,,10/18/2010,
20037,DC,18.0,34000.0,6-4-2012,
20037,DC,18.33,34000.0,6-4-2012,
20037,DC,18.33,,03/13/2012,
20012,DC,19.0,113400.0,02/22/2011,
20012,DC,19.0,64142.0,08/27/2012,
20012,DC,19.32,64142.0,08/27/2012,
20005,DC,19.975,97233.0,10-11-2012,
20009,DC,20.0,123209.0,10/18/2010,
20011,DC,20.0,106520.0,02/21/2011,
20016,DC,20.0,106882.16,09/23/2011,
20005,DC,20.0,97233.0,10-11-2012,
20009,DC,20.0,,10/18/2010,
20010,DC,20.0,,1-10-2011,
20016,DC,27.0,179550.0,11/18/2009,
20016,DC,27.0,,11/18/2009,
20016,DC,27.6,200000.0,8-2-2010,
20012,DC,28.0,125600.0,09/19/2012,
20012,DC,28.04,125600.0,09/19/2012,
20012,DC,30.0,103118.0,6-4-2012,
20012,DC,30.24,103118.0,6-4-2012,
20016,DC,36.7,,10/20/2009,
20016,DC,50.0,148557.8,02/27/2013,
20016,DC,53.0,,05/30/2014,
20008,DC,56.0,296100.0,12/23/2010,
20008,DC,56.0,296100.0,12/23/2010,
20008,DC,56.448,,03/21/2011,
20002,DC,59.8,220000.0,10-11-2012,
20002,DC,60.0,220000.0,10-11-2012,
20003,DC,101.0,487915.0,06/28/2011,
20585,DC,205.0,,9-9-2008,
20020,DC,227.0,,10-8-2013,
20064,DC,294.0,,12/21/2009,
20057,DC,300.0,10000000.0,09/17/1984,
20016,DC,505.0,,7-1-2011,
