ZIP,State,Annual Average (kWh/m2/day)
51648,IA,4;51
51649,IA,4;47
51650,IA,4;49
51651,IA,4;48
51652,IA,4;48
51653,IA,4;48
51654,IA,4;51
51656,IA,4;45
52001,IA,3;87
52002,IA,3;94
52003,IA,3;91
52030,IA,3;91
52031,IA,3;91
52032,IA,3;88
52033,IA,3;89
52035,IA,3;94
52036,IA,3;97
52037,IA,3;94
52038,IA,3;98
52039,IA,3;93
52040,IA,3;95
52041,IA,3;96
52042,IA,3;97
52043,IA,4;00
52044,IA,4;00
52045,IA,3;92
52046,IA,3;91
52047,IA,3;98
52048,IA,3;97
52049,IA,3;94
52050,IA,3;95
52052,IA,3;91
52053,IA,3;91
52054,IA,3;88
52056,IA,3;88
52057,IA,3;96
52060,IA,3;91
52064,IA,3;86
52065,IA,3;94
52066,IA,3;85
52068,IA,3;90
52069,IA,3;91
52070,IA,3;83
52071,IA,3;92
52072,IA,4;00
52073,IA,3;90
52074,IA,3;91
52076,IA,3;97
52077,IA,3;96
52078,IA,3;93
52079,IA,3;88
52101,IA,3;92
52132,IA,3;91
52133,IA,3;94
52134,IA,3;92
52135,IA,3;97
52136,IA,3;89
52140,IA,3;93
52141,IA,3;98
52142,IA,3;97
52144,IA,3;93
52146,IA,3;94
52147,IA,3;96
52151,IA,3;91
52154,IA,3;93
52155,IA,3;90
52156,IA,4;00
52157,IA,3;96
52158,IA,3;96
52159,IA,3;98
52160,IA,3;92
52161,IA,3;94
52162,IA,3;97
52163,IA,3;90
52164,IA,3;95
52165,IA,3;90
52166,IA,3;95
52168,IA,3;92
52169,IA,3;97
52170,IA,3;96
52171,IA,3;93
52172,IA,3;94
52175,IA,3;94
52201,IA,4;05
52202,IA,3;97
52203,IA,4;01
52205,IA,3;93
52206,IA,4;00
52207,IA,3;90
52208,IA,4;06
52209,IA,4;05
52210,IA,3;96
52211,IA,4;13
52212,IA,3;92
52213,IA,3;98
52214,IA,3;95
52215,IA,4;07
52216,IA,3;93
52217,IA,4;04
52218,IA,3;96
52219,IA,3;96
52220,IA,4;02
52221,IA,4;12
52222,IA,4;14
52223,IA,3;96
52224,IA,4;03
52225,IA,4;06
52227,IA,3;99
52228,IA,4;01
52229,IA,4;00
52231,IA,4;09
52232,IA,4;07
52233,IA,3;98
52236,IA,4;03
52237,IA,3;94
52240,IA,4;01
52241,IA,4;01
52242,IA,4;02
52243,IA,4;02
52245,IA,4;01
52246,IA,4;01
52247,IA,4;03
52248,IA,4;08
52249,IA,4;04
52251,IA,4;07
52252,IA,3;95
52253,IA,3;95
52254,IA,3;93
52255,IA,3;93
52257,IA,4;05
52301,IA,4;05
52302,IA,3;97
52305,IA,3;94
52306,IA,3;95
52307,IA,3;99
52309,IA,3;89
52310,IA,3;92
52312,IA,3;95
52313,IA,3;97
52314,IA,3;96
52315,IA,4;03
52316,IA,4;08
52317,IA,4;01
52318,IA,4;03
52320,IA,3;92
52321,IA,3;89
52322,IA,4;02
52323,IA,3;91
52324,IA,3;98
52325,IA,4;05
52326,IA,3;96
52327,IA,4;03
52328,IA,4;00
52329,IA,3;97
52330,IA,3;98
52332,IA,3;96
52333,IA,3;99
52334,IA,4;04
52335,IA,4;08
52336,IA,3;95
52337,IA,3;94
52338,IA,4;01
52339,IA,4;09
52340,IA,4;02
52341,IA,3;97
52342,IA,4;08
52345,IA,3;98
52346,IA,4;04
52347,IA,4;09
52348,IA,4;11
52349,IA,3;99
52351,IA,4;03
52352,IA,3;97
52353,IA,4;07
52354,IA,4;03
52355,IA,4;12
52356,IA,4;05
52358,IA,3;99
52359,IA,4;07
52361,IA,4;06
52362,IA,3;90
52401,IA,4;01
52402,IA,3;99
52403,IA,3;98
52404,IA,4;00
52405,IA,3;99
52411,IA,3;98
52501,IA,4;20
52530,IA,4;19
52531,IA,4;25
52533,IA,4;18
52534,IA,4;21
52535,IA,4;20
52536,IA,4;25
52537,IA,4;26
52540,IA,4;11
52542,IA,4;23
52543,IA,4;19
52544,IA,4;29
52548,IA,4;23
52549,IA,4;32
52550,IA,4;16
52551,IA,4;21
52552,IA,4;26
52553,IA,4;21
52554,IA,4;21
52555,IA,4;31
52556,IA,4;15
52557,IA,4;15
52560,IA,4;22
52561,IA,4;19
52562,IA,4;14
52563,IA,4;16
52565,IA,4;22
52566,IA,4;22
52567,IA,4;19
52568,IA,4;15
52569,IA,4;27
52570,IA,4;24
52571,IA,4;27
52572,IA,4;31
52573,IA,4;23
52574,IA,4;28
52576,IA,4;15
52577,IA,4;20
52580,IA,4;18
52581,IA,4;31
52583,IA,4;30
52584,IA,4;24
52585,IA,4;13
52586,IA,4;19
52588,IA,4;21
52590,IA,4;32
52591,IA,4;12
52593,IA,4;29
52594,IA,4;28
52595,IA,4;21
52601,IA,4;08
52619,IA,4;21
52620,IA,4;20
52621,IA,4;08
52623,IA,4;14
52624,IA,4;11
52625,IA,4;18
52626,MO,4;21
52627,IA,4;14
52630,IA,4;17
52632,IA,4;17
52635,IA,4;14
52637,IA,4;09
52638,IA,4;14
52639,IA,4;17
52640,IA,4;09
52641,IA,4;12
52644,IA,4;09
52645,IA,4;14
52646,IA,4;03
52649,IA,4;14
52650,IA,4;10
52651,IA,4;17
52652,IA,4;09
52653,IA,4;05
52654,IA,4;12
52655,IA,4;13
52656,IA,4;14
52657,IA,4;14
52658,IA,4;11
52659,IA,4;07
52660,IA,4;14
52720,IA,3;99
52721,IA,3;99
52722,IA,4;03
52726,IA,4;04
52727,IA,3;90
52728,IA,4;02
52729,IA,3;94
52730,IA,3;93
52731,IA,3;91
52732,IA,3;90
52734,IA,3;90
52737,IA,4;05
52738,IA,4;04
52739,IA,4;03
52742,IA,3;94
52745,IA,4;00
52746,IA,3;97
52747,IA,4;03
52748,IA,3;99
52749,IA,4;04
52750,IA,3;92
52751,IA,3;94
52752,IA,4;05
52753,IA,3;99
52754,IA,4;04
52755,IA,4;02
52756,IA,3;96
52757,IA,3;97
52758,IA,3;90
52759,IA,4;04
52760,IA,3;99
52761,IA,4;04
52765,IA,4;00
52766,IA,4;03
52768,IA,3;94
52769,IA,4;02
52771,IA,3;89
52772,IA,3;97
52773,IA,4;03
52774,IA,3;95
52776,IA,4;01
52777,IA,3;95
52778,IA,4;01
52801,IA,4;07
52802,IA,4;03
52803,IA,4;07
52804,IA,4;03
52806,IA,4;02
52807,IA,4;03
53001,WI,3;77
53002,WI,3;69
53004,WI,3;83
53005,WI,3;80
53006,WI,3;67
53007,WI,3;82
53010,WI,3;72
53011,WI,3;77
53012,WI,3;78
53013,WI,3;81
53014,WI,3;77
53015,WI,3;88
53016,WI,3;73
53017,WI,3;74
53018,WI,3;76
53019,WI,3;73
53020,WI,3;83
53021,WI,3;79
53022,WI,3;78
53023,WI,3;79
53024,WI,3;76
53027,WI,3;70
53029,WI,3;74
53031,WI,3;78
53032,WI,3;69
53033,WI,3;73
53034,WI,3;72
53035,WI,3;69
53036,WI,3;73
53037,WI,3;76
53038,WI,3;74
53039,WI,3;70
53040,WI,3;73
53042,WI,3;84
53044,WI,3;91
53045,WI,3;78
53046,WI,3;77
53048,WI,3;67
53049,WI,3;70
53050,WI,3;67
53051,WI,3;80
53057,WI,3;71
53058,WI,3;75
53059,WI,3;70
53061,WI,3;78
53063,WI,3;86
53065,WI,3;68
53066,WI,3;74
53069,WI,3;74
53070,WI,3;84
53072,WI,3;77
53073,WI,3;81
53074,WI,3;78
53075,WI,3;77
53076,WI,3;75
53078,WI,3;69
53079,WI,3;74
53080,WI,3;80
53081,WI,3;92
53083,WI,3;91
53085,WI,3;86
53086,WI,3;71
53088,WI,3;73
53089,WI,3;75
53090,WI,3;74
53091,WI,3;68
53092,WI,3;80
53093,WI,3;81
53094,WI,3;75
53095,WI,3;77
53097,WI,3;83
53098,WI,3;72
53102,WI,3;77
53103,WI,3;78
53104,WI,3;77
53105,WI,3;75
53108,WI,3;75
53110,WI,3;69
53114,WI,3;71
53115,WI,3;67
53118,WI,3;75
53119,WI,3;74
53120,WI,3;74
53121,WI,3;72
53122,WI,3;80
53125,WI,3;59
53126,WI,3;75
53127,WI,3;75
53128,WI,3;74
53129,WI,3;83
53130,WI,3;85
53132,WI,3;80
53137,WI,3;75
53139,WI,3;75
53140,WI,3;78
53142,WI,3;78
53143,WI,3;77
53144,WI,3;77
53146,WI,3;81
53147,WI,3;70
53149,WI,3;76
53150,WI,3;79
53151,WI,3;82
53153,WI,3;77
53154,WI,3;76
53156,WI,3;72
53157,WI,3;77
53158,WI,3;78
53168,WI,3;76
53170,WI,3;74
53172,WI,3;71
53177,WI,3;76
53178,WI,3;74
53179,WI,3;76
53181,WI,3;74
53182,WI,3;75
53183,WI,3;76
53184,WI,3;68
53185,WI,3;74
53186,WI,3;81
53188,WI,3;79
53189,WI,3;78
53190,WI,3;73
53191,WI,3;59
53192,WI,3;74
53195,WI,3;63
53202,WI,3;82
53203,WI,3;89
53204,WI,3;89
53205,WI,3;89
53206,WI,3;89
53207,WI,3;78
53208,WI,3;89
53209,WI,3;88
53210,WI,3;85
53211,WI,3;83
53212,WI,3;83
53213,WI,3;85
53214,WI,3;85
53215,WI,3;85
53216,WI,3;85
53217,WI,3;86
53218,WI,3;85
53219,WI,3;84
53220,WI,3;83
53221,WI,3;82
53222,WI,3;82
53223,WI,3;85
53224,WI,3;83
53225,WI,3;82
53226,WI,3;81
53227,WI,3;83
53228,WI,3;85
53233,WI,3;89
53235,WI,3;69
53402,WI,3;69
53403,WI,3;73
53404,WI,3;65
53405,WI,3;75
53406,WI,3;76
53502,WI,3;81
53503,WI,3;84
53504,WI,3;81
53505,WI,3;70
53506,WI,3;87
53507,WI,3;83
53508,WI,3;86
53510,WI,3;82
53511,WI,3;77
53515,WI,3;86
53516,WI,3;82
53517,WI,3;85
53518,WI,3;91
53520,WI,3;79
53521,WI,3;86
53522,WI,3;79
53523,WI,3;88
53525,WI,3;72
53526,WI,3;88
53527,WI,4;01
53528,WI,3;90
53529,WI,3;91
53530,WI,3;82
53531,WI,3;93
53532,WI,3;98
53533,WI,3;85
53534,WI,3;82
53536,WI,3;83
53537,WI,3;79
53538,WI,3;74
53541,WI,3;81
53543,WI,3;88
53544,WI,3;81
53545,WI,3;79
53546,WI,3;76
53548,WI,3;79
53549,WI,3;75
53550,WI,3;80
53551,WI,3;76
53553,WI,3;82
53554,WI,3;87
53555,WI,3;87
53556,WI,3;87
53557,WI,3;70
53558,WI,4;05
53559,WI,3;86
53560,WI,3;83
53561,WI,3;83
53562,WI,3;96
53563,WI,3;74
53565,WI,3;82
53566,WI,3;81
53569,WI,3;88
53570,WI,3;82
53571,WI,4;03
53572,WI,3;84
53573,WI,3;89
53574,WI,3;82
53575,WI,3;95
53576,WI,3;78
53577,WI,3;86
53578,WI,3;81
53579,WI,3;71
53580,WI,3;86
53581,WI,3;90
53582,WI,3;83
53583,WI,3;83
53585,WI,3;71
53586,WI,3;82
53587,WI,3;79
53588,WI,3;85
53589,WI,3;95
53590,WI,3;99
53593,WI,3;93
53594,WI,3;79
53595,WI,3;80
53596,WI,4;09
53597,WI,3;99
53598,WI,4;05
53599,WI,3;77
53703,WI,4;04
53704,WI,4;04
53705,WI,4;00
53706,WI,4;02
53711,WI,4;01
53713,WI,4;04
53714,WI,4;07
53715,WI,4;04
53716,WI,4;06
53717,WI,4;01
53718,WI,4;07
53719,WI,3;98
53726,WI,4;06
53792,WI,4;06
53801,WI,3;92
53803,WI,3;83
53804,WI,3;90
53805,WI,3;92
53806,WI,3;91
53807,WI,3;83
53808,WI,3;83
53809,WI,3;92
53810,WI,3;92
53811,WI,3;82
53813,WI,3;91
53816,WI,3;91
53818,WI,3;86
53820,WI,3;89
53821,WI,3;94
53825,WI,3;90
53826,WI,3;95
53827,WI,3;94
53901,WI,3;80
53910,WI,3;87
53911,WI,3;93
53913,WI,3;82
53916,WI,3;68
53919,WI,3;67
53920,WI,3;80
53922,WI,3;67
53923,WI,3;77
53924,WI,3;88
53925,WI,3;80
53926,WI,3;75
53928,WI,3;82
53929,WI,3;89
53930,WI,3;80
53931,WI,3;57
53932,WI,3;78
53933,WI,3;69
53934,WI,3;90
53935,WI,3;73
53936,WI,3;85
53937,WI,3;86
53941,WI,3;87
53942,WI,3;91
53943,WI,3;85
53944,WI,3;87
53946,WI,3;71
53948,WI,3;87
53949,WI,3;80
53950,WI,3;90
53951,WI,3;84
53952,WI,3;83
53953,WI,3;80
53954,WI,3;80
53955,WI,3;83
53956,WI,3;73
53959,WI,3;85
53960,WI,3;84
53961,WI,3;83
53962,WI,3;90
53963,WI,3;67
53964,WI,3;86
53965,WI,3;83
53968,WI,3;89
54001,WI,3;95
54002,WI,3;94
54003,WI,3;95
54004,WI,3;95
54005,WI,3;94
54006,WI,3;98
54007,WI,3;93
54009,WI,3;97
54011,WI,3;94
54013,WI,3;94
54014,WI,3;96
54015,WI,3;95
54016,WI,3;99
54017,WI,3;96
54020,WI,3;98
54021,WI,3;98
54022,WI,3;97
54023,WI,3;97
54024,WI,3;97
54025,WI,4;00
54026,WI,3;95
54027,WI,3;95
54028,WI,3;94
54082,WI,4;01
54101,WI,3;95
54102,WI,4;09
54103,WI,4;05
54104,WI,4;12
54106,WI,3;87
54107,WI,3;86
54110,WI,3;83
54111,WI,3;85
54112,WI,3;96
54113,WI,3;78
54114,WI,4;04
54115,WI,3;87
54119,WI,4;07
54120,WI,4;03
54121,WI,4;02
54124,WI,3;93
54125,WI,4;06
54126,WI,3;85
54127,WI,3;89
54128,WI,3;98
54129,WI,3;81
54130,WI,3;84
54135,WI,4;02
54136,WI,3;70
54137,WI,3;84
54138,WI,4;12
54139,WI,3;97
54140,WI,3;78
54141,WI,3;92
54143,WI,4;03
54149,WI,4;11
54150,WI,4;00
54151,WI,4;01
54153,WI,3;98
54154,WI,3;94
54155,WI,3;90
54156,WI,4;05
54157,WI,4;01
54159,WI,4;00
54160,WI,3;84
54161,WI,4;01
54162,WI,3;87
54165,WI,3;87
54166,WI,3;86
54169,WI,3;79
54170,WI,3;86
54171,WI,3;95
54173,WI,3;95
54174,WI,4;04
54175,WI,4;10
54177,WI,4;04
54180,WI,3;83
54182,WI,3;73
54201,WI,3;94
54202,WI,3;86
54204,WI,3;76
54205,WI,3;85
54208,WI,3;87
54209,WI,3;79
54210,WI,3;84
54211,WI,3;67
54212,WI,3;82
54213,WI,3;82
54214,WI,3;87
54215,WI,3;85
54216,WI,3;93
54217,WI,3;78
54220,WI,3;86
54227,WI,3;87
54228,WI,3;89
54229,WI,3;75
54230,WI,3;85
54232,WI,3;82
54234,WI,3;90
54235,WI,3;82
54241,WI,3;88
54245,WI,3;82
54246,WI,3;89
54247,WI,3;87
54301,WI,3;91
54302,WI,3;91
54303,WI,3;92
54304,WI,3;90
54311,WI,3;80
54313,WI,3;91
54344,WI,3;89
54401,WI,3;84
54403,WI,3;84
54405,WI,3;81
54406,WI,3;81
54407,WI,3;81
54408,WI,3;84
54409,WI,3;85
54410,WI,3;89
54411,WI,3;84
54412,WI,3;83
54413,WI,4;05
54414,WI,3;87
54416,WI,3;95
54417,WI,3;83
54418,WI,3;85
54420,WI,3;91
54421,WI,3;82
54422,WI,3;83
54423,WI,3;79
54424,WI,3;88
54425,WI,3;81
54426,WI,3;80
54427,WI,3;85
54428,WI,3;95
54429,WI,3;82
54430,WI,3;99
54433,WI,3;96
54435,WI,3;93
54436,WI,3;92
54437,WI,3;87
54440,WI,3;86
54441,WI,3;86
54442,WI,3;93
54443,WI,3;79
54446,WI,3;84
54447,WI,3;92
54448,WI,3;81
54449,WI,3;90
54450,WI,3;90
54451,WI,3;93
54452,WI,3;91
54454,WI,3;81
54455,WI,3;82
54456,WI,3;96
54457,WI,3;96
54458,WI,3;77
54459,WI,4;00
54460,WI,3;86
54462,WI,3;95
54463,WI,3;94
54464,WI,3;90
54465,WI,4;01
54466,WI,4;00
54467,WI,3;79
54469,WI,3;94
54470,WI,3;92
54471,WI,3;84
54473,WI,3;83
54474,WI,3;89
54475,WI,3;83
54476,WI,3;87
54479,WI,3;84
54480,WI,3;82
54481,WI,3;80
54482,WI,3;79
54484,WI,3;82
54485,WI,3;97
54486,WI,3;90
54487,WI,3;95
54488,WI,3;83
54489,WI,3;88
54490,WI,3;99
54491,WI,4;05
54493,WI,4;01
54494,WI,3;89
54495,WI,3;92
54498,WI,3;89
54499,WI,3;88
54501,WI,3;92
54511,WI,4;00
54512,WI,3;88
54513,WI,4;00
54514,WI,4;00
54515,WI,3;98
54517,WI,4;05
54519,WI,3;90
54520,WI,3;95
54521,WI,3;87
54524,WI,3;92
54525,WI,4;03
54526,WI,3;96
54527,WI,4;04
54529,WI,3;91
54530,WI,3;99
54531,WI,3;90
54534,WI,3;98
54536,WI,4;03
54537,WI,4;00
54538,WI,3;87
54539,WI,3;90
54540,WI,3;92
54541,WI,4;05
54542,WI,4;01
54543,WI,3;83
54545,WI,3;87
54546,WI,4;04
54547,WI,3;96
54548,WI,3;92
54550,WI,4;03
54552,WI,3;97
54554,WI,3;94
54555,WI,3;97
54556,WI,3;97
54557,WI,3;94
54558,WI,3;92
54559,WI,3;97
54560,WI,3;91
54561,WI,3;91
54562,WI,3;90
54563,WI,3;92
54564,WI,3;98
54565,WI,4;03
54566,WI,4;07
54568,WI,3;89
54601,WI,3;91
54603,WI,3;90
54610,WI,3;96
54611,WI,3;93
54612,WI,3;95
54613,WI,3;92
54614,WI,3;92
54615,WI,3;99
54616,WI,3;92
54618,WI,3;96
54619,WI,3;91
54621,WI,3;93
54622,WI,3;93
54623,WI,3;94
54624,WI,3;92
54625,WI,3;95
54626,WI,3;91
54627,WI,3;97
54628,WI,3;88
54629,WI,3;94
54630,WI,3;92
54631,WI,3;93
54632,WI,3;89
54634,WI,3;91
54635,WI,3;92
54636,WI,3;93
54637,WI,3;90
54638,WI,3;90
54639,WI,3;91
54642,WI,3;96
54644,WI,3;95
54646,WI,3;97
54648,WI,3;91
54650,WI,3;93
54651,WI,3;91
54652,WI,3;91
54653,WI,3;90
54655,WI,3;92
54656,WI,3;93
54657,WI,3;93
54658,WI,3;88
54659,WI,3;95
54660,WI,3;92
54661,WI,3;91
54664,WI,3;92
54665,WI,3;90
54666,WI,4;01
54667,WI,3;89
54669,WI,3;93
54670,WI,3;91
54701,WI,3;94
54703,WI,3;92
54720,WI,3;95
54721,WI,3;94
54722,WI,3;93
54723,WI,3;94
54724,WI,3;90
54725,WI,3;96
54726,WI,3;94
54727,WI,3;91
54728,WI,3;90
54729,WI,3;89
54730,WI,3;94
54731,WI,3;96
54732,WI,3;95
54733,WI,3;90
54734,WI,3;97
54736,WI,3;95
54737,WI,3;94
54738,WI,3;92
54739,WI,3;90
54740,WI,3;94
54741,WI,3;96
54742,WI,3;91
54745,WI,3;99
54746,WI,3;95
54747,WI,3;93
54748,WI,3;87
54749,WI,3;97
54750,WI,3;92
54751,WI,3;94
54754,WI,4;00
54755,WI,3;94
54756,WI,3;95
54757,WI,3;92
54758,WI,3;90
54759,WI,3;92
54761,WI,3;94
54762,WI,3;94
54763,WI,3;97
54766,WI,3;95
54767,WI,3;94
54768,WI,3;93
54769,WI,3;89
54770,WI,3;91
54771,WI,3;93
54772,WI,4;01
54773,WI,3;91
54801,WI,3;98
54805,WI,3;90
54806,WI,3;88
54810,WI,3;95
54812,WI,3;89
54813,WI,3;97
54814,WI,3;87
54817,WI,3;94
54819,WI,4;00
54820,WI,3;90
54821,WI,4;03
54822,WI,3;91
54824,WI,3;95
54826,WI,3;93
54827,WI,3;87
54828,WI,3;97
54829,WI,3;93
54830,WI,4;11
54832,WI,4;06
54835,WI,3;99
54836,WI,4;14
54837,WI,4;00
54838,WI,4;03
54839,WI,4;03
54840,WI,4;02
54841,WI,3;83
54843,WI,3;98
54844,WI,3;85
54845,WI,3;98
54846,WI,4;00
54847,WI,3;95
54848,WI,3;97
54849,WI,4;02
54853,WI,3;97
54854,WI,3;89
54855,WI,4;00
54856,WI,4;00
54858,WI,3;94
54859,WI,4;02
54862,WI,3;96
54864,WI,3;92
54865,WI,3;80
54867,WI,4;00
54868,WI,3;92
54870,WI,3;91
54871,WI,3;97
54872,WI,4;03
54873,WI,4;04
54874,WI,4;01
54875,WI,4;02
54876,WI,3;94
54880,WI,4;03
54888,WI,4;02
54889,WI,3;93
54891,WI,3;93
54893,WI,4;04
54895,WI,3;99
54896,WI,4;02
54901,WI,3;78
54902,WI,3;73
54904,WI,3;76
54909,WI,3;82
54911,WI,3;77
54913,WI,3;84
54914,WI,3;83
54915,WI,3;80
54921,WI,3;79
54922,WI,3;80
54923,WI,3;78
54927,WI,3;78
54928,WI,3;84
54929,WI,3;82
54930,WI,3;86
54932,WI,3;71
54933,WI,3;81
54934,WI,3;76
54935,WI,3;69
54937,WI,3;70
54940,WI,3;79
54941,WI,3;77
54942,WI,3;84
54943,WI,3;87
54944,WI,3;85
54945,WI,3;87
54947,WI,3;80
54948,WI,3;81
54949,WI,3;81
54950,WI,3;84
54952,WI,3;80
54956,WI,3;84
54960,WI,3;83
54961,WI,3;82
54962,WI,3;82
54963,WI,3;72
54964,WI,3;75
54965,WI,3;82
54966,WI,3;81
54967,WI,3;80
54968,WI,3;79
54970,WI,3;85
54971,WI,3;73
54974,WI,3;71
54977,WI,3;84
54978,WI,3;87
54979,WI,3;73
54980,WI,3;75
54981,WI,3;85
54982,WI,3;86
54983,WI,3;82
54984,WI,3;86
54986,WI,3;73
55001,MN,3;99
55003,MN,3;98
55005,MN,4;10
55006,MN,4;04
55007,MN,4;05
55008,MN,4;06
55009,MN,3;95
55011,MN,4;10
55012,MN,3;97
55013,MN,4;02
55014,MN,4;08
55016,MN,3;99
55017,MN,4;05
55018,MN,3;98
55019,MN,4;03
55020,MN,4;05
55021,MN,4;04
55024,MN,4;01
55025,MN,4;07
55026,MN,3;86
55027,MN,3;91
55030,MN,4;04
55031,MN,3;98
55032,MN,4;02
55033,MN,3;97
55036,MN,4;05
55037,MN,4;09
55038,MN,4;04
55040,MN,4;07
55041,MN,3;89
55042,MN,4;02
55043,MN,3;99
55044,MN,4;06
55045,MN,3;99
55046,MN,4;02
55047,MN,4;02
55049,MN,4;06
55051,MN,4;05
55052,MN,4;03
55053,MN,4;01
55054,MN,4;04
55055,MN,4;08
55056,MN,4;03
55057,MN,4;03
55060,MN,4;03
55063,MN,4;05
55065,MN,3;99
55066,MN,3;94
55068,MN,4;01
55069,MN,4;02
55070,MN,4;09
55071,MN,4;02
55072,MN,4;11
55073,MN,4;01
55074,MN,4;02
55075,MN,4;10
55076,MN,4;03
55077,MN,4;05
55079,MN,4;08
55080,MN,4;03
55082,MN,3;99
55084,MN,3;99
55085,MN,3;99
55087,MN,4;02
55088,MN,4;05
55089,MN,3;96
55090,MN,3;95
55092,MN,4;09
55101,MN,4;10
55102,MN,4;10
55103,MN,4;10
55104,MN,4;09
55105,MN,4;09
55106,MN,4;10
55107,MN,4;10
55108,MN,4;09
55109,MN,4;06
55110,MN,4;03
55111,MN,4;08
55112,MN,4;10
55113,MN,4;10
55114,MN,4;09
55115,MN,3;95
55116,MN,4;09
55117,MN,4;10
55118,MN,4;10
55119,MN,4;09
55120,MN,4;09
55121,MN,4;08
55122,MN,4;08
55123,MN,4;06
55124,MN,4;08
55125,MN,4;08
55126,MN,4;08
55127,MN,4;08
55128,MN,4;02
55129,MN,4;03
55130,MN,4;10
55146,MN,4;10
55150,MN,4;09
55155,MN,4;09
55301,MN,4;10
55302,MN,4;11
55303,MN,4;09
55304,MN,4;10
55305,MN,4;17
55306,MN,4;11
55307,MN,4;10
55308,MN,4;10
55309,MN,4;10
55310,MN,4;19
55311,MN,4;12
55312,MN,4;13
55313,MN,4;11
55314,MN,4;17
55315,MN,4;05
55316,MN,4;09
55317,MN,4;00
55318,MN,4;04
55319,MN,4;10
55320,MN,4;10
55321,MN,4;14
55322,MN,4;09
55324,MN,4;13
55325,MN,4;13
55327,MN,4;08
55328,MN,4;12
55329,MN,4;13
55330,MN,4;09
55331,MN,4;05
55332,MN,4;12
55333,MN,4;12
55334,MN,4;11
55335,MN,4;14
55336,MN,4;11
55337,MN,4;09
55338,MN,4;09
55339,MN,4;10
55340,MN,4;12
55341,MN,4;10
55342,MN,4;17
55343,MN,4;10
55344,MN,4;04
55345,MN,4;03
55346,MN,3;98
55347,MN,4;02
55349,MN,4;12
55350,MN,4;15
55352,MN,4;04
55353,MN,4;11
55354,MN,4;10
55355,MN,4;15
55356,MN,4;10
55357,MN,4;12
55358,MN,4;11
55359,MN,4;12
55360,MN,4;11
55362,MN,4;09
55363,MN,4;12
55364,MN,4;08
55366,MN,4;12
55367,MN,4;10
55368,MN,4;09
55369,MN,4;11
55370,MN,4;06
55371,MN,4;08
55372,MN,4;05
55373,MN,4;12
55374,MN,4;11
55375,MN,4;10
55376,MN,4;10
55377,MN,4;11
55378,MN,4;06
55379,MN,4;02
55380,MN,4;09
55381,MN,4;13
55382,MN,4;11
55384,MN,4;10
55385,MN,4;15
55386,MN,4;04
55387,MN,4;10
55388,MN,4;12
55389,MN,4;12
55390,MN,4;11
55391,MN,4;10
55395,MN,4;09
55396,MN,4;13
55397,MN,4;11
55398,MN,4;11
55401,MN,4;09
55402,MN,4;09
55403,MN,4;14
55404,MN,4;09
55405,MN,4;14
55406,MN,4;09
55407,MN,4;09
55408,MN,4;14
55409,MN,4;14
55410,MN,4;15
55411,MN,4;13
55412,MN,4;13
55413,MN,4;11
55414,MN,4;09
55415,MN,4;09
55416,MN,4;18
55417,MN,4;08
55418,MN,4;13
55419,MN,4;11
55420,MN,4;10
55421,MN,4;13
55422,MN,4;15
55423,MN,4;09
55424,MN,4;15
55425,MN,4;07
55426,MN,4;17
55427,MN,4;16
55428,MN,4;12
55429,MN,4;13
55430,MN,4;13
55431,MN,4;10
55432,MN,4;13
55433,MN,4;12
55434,MN,4;12
55435,MN,4;11
55436,MN,4;11
55437,MN,4;10
55438,MN,4;05
55439,MN,4;04
55441,MN,4;16
55442,MN,4;14
55443,MN,4;12
55444,MN,4;12
55445,MN,4;12
55446,MN,4;15
55447,MN,4;11
55448,MN,4;12
55449,MN,4;10
55450,MN,4;08
55454,MN,4;09
55455,MN,4;09
55602,MN,4;15
55603,MN,4;21
55604,MN,4;02
55605,MN,4;20
55606,MN,4;16
55607,MN,4;13
55609,MN,4;24
55612,MN,4;16
55613,MN,4;16
55614,MN,4;27
55615,MN,4;27
55616,MN,4;23
55702,MN,4;10
55703,MN,4;05
55704,MN,4;09
55705,MN,3;99
55706,MN,4;03
55707,MN,4;08
55708,MN,3;99
55709,MN,4;08
55710,MN,4;03
55711,MN,4;10
55712,MN,4;14
55717,MN,4;11
55718,MN,4;07
55719,MN,4;04
55720,MN,4;09
55721,MN,4;03
55722,MN,4;07
55723,MN,4;04
55724,MN,4;05
55725,MN,3;95
55726,MN,4;10
55731,MN,3;96
55732,MN,4;01
55733,MN,4;06
55734,MN,4;01
55735,MN,4;14
55736,MN,4;10
55738,MN,4;01
55741,MN,3;99
55742,MN,4;10
55744,MN,4;04
55746,MN,4;05
55748,MN,4;11
55749,MN,4;11
55750,MN,4;05
55751,MN,3;97
55752,MN,4;12
55756,MN,4;11
55757,MN,4;09
55758,MN,4;00
55760,MN,4;08
55763,MN,4;03
55764,MN,4;09
55765,MN,4;06
55767,MN,4;09
55768,MN,3;98
55769,MN,4;07
55771,MN,4;01
55775,MN,4;08
55779,MN,4;09
55780,MN,4;11
55781,MN,4;07
55782,MN,3;72
55783,MN,4;09
55784,MN,4;13
55785,MN,4;16
55786,MN,4;07
55787,MN,4;08
55790,MN,3;91
55792,MN,3;98
55793,MN,4;10
55795,MN,4;11
55796,MN,3;97
55797,MN,4;05
55798,MN,4;12
55802,MN,3;96
55803,MN,4;11
55804,MN,4;22
