ZIP,State,Annual Average (kWh/m2/day)
27948,NC,4;42
27949,NC,4;44
27950,NC,4;47
27953,NC,4;42
27954,NC,4;45
27956,NC,4;56
27957,NC,4;43
27958,NC,4;60
27959,NC,4;50
27960,NC,4;58
27962,NC,4;41
27964,NC,4;52
27965,NC,4;50
27966,NC,4;50
27967,NC,4;44
27968,NC,4;44
27969,NC,4;41
27970,NC,4;40
27972,NC,4;50
27973,NC,4;62
27974,NC,4;56
27976,NC,4;67
27978,NC,4;39
27979,NC,4;58
27980,NC,4;47
27981,NC,4;43
27982,NC,4;43
27983,NC,4;44
27985,NC,4;73
27986,NC,4;42
28001,NC,4;59
28006,NC,4;62
28009,NC,4;56
28012,NC,4;65
28016,NC,4;65
28017,NC,4;65
28018,NC,4;61
28020,NC,4;59
28021,NC,4;63
28023,NC,4;62
28025,NC,4;61
28027,NC,4;60
28031,NC,4;57
28032,NC,4;66
28033,NC,4;64
28034,NC,4;63
28036,NC,4;59
28037,NC,4;60
28040,NC,4;63
28041,NC,4;62
28043,NC,4;64
28052,NC,4;66
28054,NC,4;64
28056,NC,4;66
28071,NC,4;59
28072,NC,4;60
28073,NC,4;66
28075,NC,4;62
28077,NC,4;62
28078,NC,4;60
28079,NC,4;63
28080,NC,4;61
28081,NC,4;62
28083,NC,4;61
28086,NC,4;65
28088,NC,4;63
28089,NC,4;65
28090,NC,4;61
28091,NC,4;56
28092,NC,4;62
28097,NC,4;61
28098,NC,4;64
28101,NC,4;66
28103,NC,4;61
28104,NC,4;63
28105,NC,4;63
28107,NC,4;62
28110,NC,4;62
28112,NC,4;63
28114,NC,4;65
28115,NC,4;62
28117,NC,4;59
28119,NC,4;58
28120,NC,4;63
28124,NC,4;60
28125,NC,4;61
28127,NC,4;58
28128,NC,4;56
28129,NC,4;60
28133,NC,4;60
28134,NC,4;61
28135,NC,4;58
28137,NC,4;57
28138,NC,4;60
28139,NC,4;62
28144,NC,4;58
28146,NC,4;59
28147,NC,4;59
28150,NC,4;63
28152,NC,4;66
28159,NC,4;58
28160,NC,4;63
28163,NC,4;61
28164,NC,4;62
28166,NC,4;59
28167,NC,4;59
28168,NC,4;59
28170,NC,4;57
28173,NC,4;62
28174,NC,4;62
28202,NC,4;62
28203,NC,4;62
28204,NC,4;62
28205,NC,4;63
28206,NC,4;63
28207,NC,4;62
28208,NC,4;61
28209,NC,4;62
28210,NC,4;61
28211,NC,4;63
28212,NC,4;63
28213,NC,4;63
28214,NC,4;63
28215,NC,4;65
28216,NC,4;61
28217,NC,4;61
28223,NC,4;62
28226,NC,4;62
28227,NC,4;63
28262,NC,4;62
28269,NC,4;62
28270,NC,4;62
28273,NC,4;61
28277,NC,4;62
28278,NC,4;61
28301,NC,4;55
28303,NC,4;54
28304,NC,4;56
28305,NC,4;55
28306,NC,4;55
28307,NC,4;53
28308,NC,4;49
28310,NC,4;52
28311,NC,4;54
28312,NC,4;54
28314,NC,4;51
28315,NC,4;49
28318,NC,4;54
28320,NC,4;55
28323,NC,4;54
28325,NC,4;50
28326,NC,4;52
28327,NC,4;55
28328,NC,4;52
28330,NC,4;54
28332,NC,4;55
28333,NC,4;50
28334,NC,4;57
28337,NC,4;52
28338,NC,4;54
28339,NC,4;56
28340,NC,4;58
28341,NC,4;52
28342,NC,4;56
28343,NC,4;53
28344,NC,4;57
28345,NC,4;51
28347,NC,4;47
28348,NC,4;55
28349,NC,4;48
28350,NC,4;52
28351,NC,4;50
28352,NC,4;55
28356,NC,4;56
28357,NC,4;57
28358,NC,4;58
28360,NC,4;59
28363,NC,4;50
28364,NC,4;58
28365,NC,4;50
28366,NC,4;54
28368,NC,4;55
28369,NC,4;57
28371,NC,4;56
28372,NC,4;61
28373,NC,4;49
28374,NC,4;53
28375,NC,4;58
28376,NC,4;50
28377,NC,4;57
28378,NC,4;59
28379,NC,4;56
28382,NC,4;51
28383,NC,4;58
28384,NC,4;57
28385,NC,4;54
28386,NC,4;58
28387,NC,4;53
28390,NC,4;53
28391,NC,4;54
28392,NC,4;55
28393,NC,4;51
28394,NC,4;49
28395,NC,4;56
28396,NC,4;48
28398,NC,4;50
28399,NC,4;53
28401,NC,4;49
28403,NC,4;58
28405,NC,4;52
28409,NC,4;57
28411,NC,4;55
28412,NC,4;58
28420,NC,4;58
28421,NC,4;49
28422,NC,4;62
28423,NC,4;55
28424,NC,4;61
28425,NC,4;48
28428,NC,4;55
28429,NC,4;50
28430,NC,4;55
28431,NC,4;57
28432,NC,4;59
28433,NC,4;55
28434,NC,4;54
28435,NC,4;48
28436,NC,4;51
28438,NC,4;55
28439,NC,4;54
28441,NC,4;49
28442,NC,4;57
28443,NC,4;55
28444,NC,4;48
28445,NC,4;58
28447,NC,4;48
28448,NC,4;51
28449,NC,4;61
28450,NC,4;56
28451,NC,4;50
28452,NC,4;61
28453,NC,4;48
28454,NC,4;46
28455,NC,4;58
28456,NC,4;51
28457,NC,4;48
28458,NC,4;48
28460,NC,4;63
28461,NC,4;69
28462,NC,4;61
28463,NC,4;60
28464,NC,4;49
28465,NC,4;78
28466,NC,4;47
28467,NC,4;70
28468,NC,4;71
28469,NC,4;75
28470,NC,4;66
28472,NC,4;57
28478,NC,4;48
28479,NC,4;56
28480,NC,4;64
28501,NC,4;40
28504,NC,4;42
28508,NC,4;44
28510,NC,4;40
28511,NC,4;53
28512,NC,4;63
28513,NC,4;41
28515,NC,4;45
28516,NC,4;52
28518,NC,4;46
28519,NC,4;36
28520,NC,4;59
28521,NC,4;46
28523,NC,4;38
28524,NC,4;60
28525,NC,4;41
28526,NC,4;39
28527,NC,4;40
28528,NC,4;60
28529,NC,4;40
28530,NC,4;40
28531,NC,4;63
28532,NC,4;44
28537,NC,4;49
28538,NC,4;44
28539,NC,4;56
28540,NC,4;44
28543,NC,4;43
28544,NC,4;45
28546,NC,4;43
28547,NC,4;49
28551,NC,4;44
28552,NC,4;47
28553,NC,4;61
28554,NC,4;40
28555,NC,4;45
28556,NC,4;45
28557,NC,4;51
28560,NC,4;41
28562,NC,4;39
28570,NC,4;54
28571,NC,4;43
28572,NC,4;43
28573,NC,4;40
28574,NC,4;43
28577,NC,4;53
28578,NC,4;44
28579,NC,4;55
28580,NC,4;46
28581,NC,4;52
28582,NC,4;54
28584,NC,4;54
28585,NC,4;39
28586,NC,4;38
28587,NC,4;41
28590,NC,4;44
28594,NC,4;70
28601,NC,4;53
28602,NC,4;55
28604,NC,4;07
28605,NC,4;16
28606,NC,4;44
28607,NC,4;16
28608,NC,4;22
28609,NC,4;58
28610,NC,4;58
28611,NC,4;29
28612,NC,4;56
28613,NC,4;57
28615,NC,4;00
28617,NC,4;16
28618,NC,4;26
28619,NC,4;52
28621,NC,4;40
28622,NC,3;97
28623,NC,4;27
28624,NC,4;35
28625,NC,4;56
28626,NC,4;23
28627,NC,4;29
28629,NC,4;28
28630,NC,4;51
28631,NC,4;16
28634,NC,4;56
28635,NC,4;34
28636,NC,4;54
28637,NC,4;54
28638,NC,4;51
28640,NC,4;21
28642,NC,4;48
28643,NC,4;05
28644,NC,4;24
28645,NC,4;39
28646,NC,4;15
28649,NC,4;31
28650,NC,4;60
28651,NC,4;34
28654,NC,4;47
28655,NC,4;48
28657,NC,4;19
28658,NC,4;58
28659,NC,4;46
28660,NC,4;54
28662,NC,4;22
28663,NC,4;20
28665,NC,4;33
28668,NC,4;29
28669,NC,4;42
28670,NC,4;47
28672,NC,4;19
28673,NC,4;58
28675,NC,4;24
28676,NC,4;42
28677,NC,4;58
28678,NC,4;56
28679,NC,4;00
28681,NC,4;51
28682,NC,4;57
28683,NC,4;32
28684,NC,4;17
28685,NC,4;32
28689,NC,4;52
28690,NC,4;53
28692,NC,4;06
28693,NC,4;09
28694,NC,4;19
28697,NC,4;44
28698,NC,4;03
28701,NC,4;18
28702,NC,4;06
28704,NC,4;39
28705,NC,3;98
28707,NC,4;30
28708,NC,4;42
28709,NC,4;14
28711,NC,4;33
28712,NC,4;56
28713,NC,4;12
28714,NC,4;07
28715,NC,4;27
28716,NC,4;29
28717,NC,4;45
28718,NC,4;58
28719,NC,4;13
28720,NC,4;51
28721,NC,4;18
28722,NC,4;63
28723,NC,4;39
28725,NC,4;23
28726,NC,4;59
28728,NC,4;33
28729,NC,4;48
28730,NC,4;43
28731,NC,4;59
28732,NC,4;44
28733,NC,4;05
28734,NC,4;29
28735,NC,4;43
28736,NC,4;40
28739,NC,4;52
28740,NC,4;09
28741,NC,4;43
28742,NC,4;43
28743,NC,4;08
28745,NC,4;30
28746,NC,4;52
28747,NC,4;55
28748,NC,4;21
28751,NC,4;27
28752,NC,4;44
28753,NC,4;02
28754,NC,3;99
28756,NC,4;57
28757,NC,4;25
28758,NC,4;52
28759,NC,4;36
28761,NC,4;50
28762,NC,4;36
28763,NC,4;35
28766,NC,4;55
28768,NC,4;47
28770,NC,4;25
28771,NC,4;05
28772,NC,4;59
28773,NC,4;61
28774,NC,4;51
28775,NC,4;41
28777,NC,4;34
28778,NC,4;35
28779,NC,4;36
28781,NC,4;13
28782,NC,4;63
28783,NC,4;42
28785,NC,4;02
28786,NC,4;32
28787,NC,4;17
28789,NC,4;28
28790,NC,4;61
28791,NC,4;45
28792,NC,4;49
28801,NC,4;36
28803,NC,4;41
28804,NC,4;32
28805,NC,4;37
28806,NC,4;32
28901,NC,4;11
28902,NC,4;19
28904,NC,4;22
28905,NC,4;13
28906,NC,4;11
28909,NC,4;19
29001,SC,4;63
29003,SC,4;64
29006,SC,4;60
29009,SC,4;60
29010,SC,4;60
29014,SC,4;62
29015,SC,4;62
29016,SC,4;64
29018,SC,4;65
29020,SC,4;62
29030,SC,4;64
29031,SC,4;60
29032,SC,4;61
29033,SC,4;54
29036,SC,4;65
29037,SC,4;65
29038,SC,4;64
29039,SC,4;64
29040,SC,4;61
29042,SC,4;64
29044,SC,4;61
29045,SC,4;60
29046,SC,4;61
29047,SC,4;65
29048,SC,4;63
29051,SC,4;63
29052,SC,4;59
29053,SC,4;58
29054,SC,4;60
29055,SC,4;62
29056,SC,4;67
29058,SC,4;64
29059,SC,4;65
29061,SC,4;60
29062,SC,4;61
29063,SC,4;64
29065,SC,4;66
29067,SC,4;62
29069,SC,4;65
29070,SC,4;59
29072,SC,4;58
29073,SC,4;57
29074,SC,4;64
29075,SC,4;68
29078,SC,4;61
29080,SC,4;64
29081,SC,4;65
29082,SC,4;66
29101,SC,4;59
29102,SC,4;66
29104,SC,4;62
29105,SC,4;61
29107,SC,4;61
29108,SC,4;64
29111,SC,4;65
29112,SC,4;60
29113,SC,4;60
29114,SC,4;66
29115,SC,4;64
29118,SC,4;62
29123,SC,4;56
29125,SC,4;64
29126,SC,4;64
29127,SC,4;66
29128,SC,4;60
29129,SC,4;59
29130,SC,4;63
29133,SC,4;64
29135,SC,4;61
29137,SC,4;57
29138,SC,4;64
29142,SC,4;67
29145,SC,4;65
29146,SC,4;58
29148,SC,4;67
29150,SC,4;62
29152,SC,4;55
29153,SC,4;62
29154,SC,4;60
29160,SC,4;59
29161,SC,4;67
29162,SC,4;65
29163,SC,4;66
29164,SC,4;56
29166,SC,4;65
29168,SC,4;59
29169,SC,4;59
29170,SC,4;56
29172,SC,4;57
29175,SC,4;63
29178,SC,4;62
29180,SC,4;64
29201,SC,4;59
29203,SC,4;64
29204,SC,4;60
29205,SC,4;59
29206,SC,4;59
29207,SC,4;60
29208,SC,4;57
29209,SC,4;59
29210,SC,4;62
29212,SC,4;64
29223,SC,4;59
29225,SC,4;54
29229,SC,4;60
29301,SC,4;69
29302,SC,4;67
29303,SC,4;67
29306,SC,4;67
29307,SC,4;66
29316,SC,4;67
29321,SC,4;66
29322,SC,4;66
29323,SC,4;66
29325,SC,4;66
29330,SC,4;66
29331,SC,4;67
29332,SC,4;66
29334,SC,4;69
29335,SC,4;68
29338,SC,4;66
29340,SC,4;65
29341,SC,4;67
29346,SC,4;66
29349,SC,4;68
29351,SC,4;65
29353,SC,4;65
29355,SC,4;65
29356,SC,4;64
29360,SC,4;69
29364,SC,4;60
29365,SC,4;70
29368,SC,4;65
29369,SC,4;69
29370,SC,4;67
29372,SC,4;67
29373,SC,4;67
29374,SC,4;68
29376,SC,4;68
29377,SC,4;69
29378,SC,4;66
29379,SC,4;64
29384,SC,4;68
29385,SC,4;70
29388,SC,4;70
29401,SC,4;77
29403,SC,4;70
29404,SC,4;65
29405,SC,4;65
29406,SC,4;64
29407,SC,4;70
29409,SC,4;77
29410,SC,4;63
29412,SC,4;89
29414,SC,4;68
29418,SC,4;65
29420,SC,4;64
29424,SC,4;77
29425,SC,4;77
29426,SC,4;71
29429,SC,4;83
29431,SC,4;63
29432,SC,4;65
29434,SC,4;63
29435,SC,4;65
29436,SC,4;65
29437,SC,4;64
29438,SC,4;89
29439,SC,4;91
29440,SC,4;65
29445,SC,4;62
29446,SC,4;78
29448,SC,4;64
29449,SC,4;76
29450,SC,4;65
29451,SC,4;90
29452,SC,4;72
29453,SC,4;62
29455,SC,4;86
29456,SC,4;62
29458,SC,4;76
29461,SC,4;62
29464,SC,4;80
29466,SC,4;74
29468,SC,4;69
29469,SC,4;64
29470,SC,4;70
29471,SC,4;65
29472,SC,4;65
29474,SC,4;65
29475,SC,4;65
29477,SC,4;65
29479,SC,4;67
29481,SC,4;65
29482,SC,4;87
29483,SC,4;63
29485,SC,4;63
29487,SC,4;86
29488,SC,4;65
29492,SC,4;67
29501,SC,4;66
29505,SC,4;64
29506,SC,4;61
29510,SC,4;61
29511,SC,4;61
29512,SC,4;58
29516,SC,4;61
29518,SC,4;64
29520,SC,4;59
29525,SC,4;59
29526,SC,4;63
29527,SC,4;62
29530,SC,4;66
29532,SC,4;64
29536,SC,4;59
29540,SC,4;61
29541,SC,4;66
29543,SC,4;58
29544,SC,4;60
29545,SC,4;58
29546,SC,4;60
29547,SC,4;60
29550,SC,4;61
29554,SC,4;61
29555,SC,4;62
29556,SC,4;63
29560,SC,4;65
29563,SC,4;59
29564,SC,4;66
29565,SC,4;60
29566,SC,4;68
29567,SC,4;59
29568,SC,4;64
29569,SC,4;61
29570,SC,4;55
29571,SC,4;61
29572,SC,4;66
29574,SC,4;60
29575,SC,4;75
29576,SC,4;72
29577,SC,4;65
29579,SC,4;65
29580,SC,4;61
29581,SC,4;58
29582,SC,4;70
29583,SC,4;63
29584,SC,4;59
29585,SC,4;70
29588,SC,4;66
29590,SC,4;65
29591,SC,4;66
29592,SC,4;60
29593,SC,4;61
29594,SC,4;59
29596,SC,4;57
29601,SC,4;67
29605,SC,4;69
29607,SC,4;68
29609,SC,4;67
29611,SC,4;71
29613,SC,4;67
29614,SC,4;66
29615,SC,4;66
29617,SC,4;68
29620,SC,4;68
29621,SC,4;72
29624,SC,4;72
29625,SC,4;72
29626,SC,4;70
29627,SC,4;72
29628,SC,4;67
29630,SC,4;71
29631,SC,4;73
29632,SC,4;70
29634,SC,4;70
29635,SC,4;60
29638,SC,4;70
29639,SC,4;70
29640,SC,4;69
29642,SC,4;71
29643,SC,4;72
29644,SC,4;70
29645,SC,4;70
29646,SC,4;66
29647,SC,4;69
29649,SC,4;68
29650,SC,4;67
29651,SC,4;67
29653,SC,4;70
29654,SC,4;71
29655,SC,4;68
29656,SC,4;74
29657,SC,4;72
29658,SC,4;63
29661,SC,4;64
29662,SC,4;68
29664,SC,4;59
29666,SC,4;65
29667,SC,4;73
29669,SC,4;73
29670,SC,4;72
29671,SC,4;65
29672,SC,4;72
29673,SC,4;73
29676,SC,4;61
29678,SC,4;73
29680,SC,4;70
29681,SC,4;69
29682,SC,4;69
29684,SC,4;69
29685,SC,4;62
29686,SC,4;56
29687,SC,4;67
29689,SC,4;72
29690,SC,4;65
29691,SC,4;66
29692,SC,4;69
29693,SC,4;72
29696,SC,4;66
29697,SC,4;74
29702,SC,4;65
29704,SC,4;62
29706,SC,4;62
29707,SC,4;62
29708,SC,4;58
29709,SC,4;60
29710,SC,4;64
29712,SC,4;63
29714,SC,4;62
29715,SC,4;61
29717,SC,4;62
29718,SC,4;61
29720,SC,4;62
29724,SC,4;63
29726,SC,4;62
29727,SC,4;61
29728,SC,4;61
29729,SC,4;63
29730,SC,4;64
29732,SC,4;63
29733,SC,4;66
29741,SC,4;60
29742,SC,4;62
29743,SC,4;63
29745,SC,4;63
29801,SC,4;57
29803,SC,4;61
29805,SC,4;56
29808,SC,4;63
29809,SC,4;62
29810,SC,4;67
29812,SC,4;63
29817,SC,4;61
29819,SC,4;65
29821,SC,4;62
29822,SC,4;63
29824,SC,4;62
29827,SC,4;66
29828,SC,4;58
29829,SC,4;60
29831,SC,4;63
29832,SC,4;61
29834,SC,4;58
29835,SC,4;64
29836,SC,4;65
29838,SC,4;64
29839,SC,4;60
29840,SC,4;65
29841,SC,4;59
29842,SC,4;62
29843,SC,4;64
29845,SC,4;65
29847,SC,4;59
29848,SC,4;64
29849,SC,4;64
29850,SC,4;58
29851,SC,4;60
29853,SC,4;60
29856,SC,4;59
29860,SC,4;61
29899,SC,4;63
29902,SC,4;80
29904,SC,4;75
29906,SC,4;76
29907,SC,4;82
29909,SC,4;70
29910,SC,4;76
29911,SC,4;65
29912,SC,4;66
29915,SC,4;85
29916,SC,4;65
29918,SC,4;66
29920,SC,4;90
29921,SC,4;64
29922,SC,4;66
29923,SC,4;63
29924,SC,4;65
29926,SC,4;87
29927,SC,4;72
29928,SC,4;90
29929,SC,4;65
29932,SC,4;66
29934,SC,4;65
29935,SC,4;82
29936,SC,4;68
29939,SC,4;65
29940,SC,4;75
29941,SC,4;71
29943,SC,4;66
29944,SC,4;65
29945,SC,4;68
30002,GA,4;47
30004,GA,4;41
30005,GA,4;42
30008,GA,4;40
30009,GA,4;40
30011,GA,4;52
30012,GA,4;49
30013,GA,4;53
30014,GA,4;56
30016,GA,4;55
30017,GA,4;49
30019,GA,4;49
30021,GA,4;44
30022,GA,4;39
30024,GA,4;42
30025,GA,4;58
30028,GA,4;44
30030,GA,4;44
30032,GA,4;44
30033,GA,4;42
30034,GA,4;45
30035,GA,4;46
30038,GA,4;48
30039,GA,4;49
30040,GA,4;46
30041,GA,4;44
30043,GA,4;46
30044,GA,4;43
30045,GA,4;49
30046,GA,4;45
30047,GA,4;43
30052,GA,4;52
30054,GA,4;52
30055,GA,4;58
30056,GA,4;59
30058,GA,4;48
30060,GA,4;38
30062,GA,4;36
30063,GA,4;37
30064,GA,4;40
30066,GA,4;36
30067,GA,4;37
30068,GA,4;37
30069,GA,4;36
30070,GA,4;58
30071,GA,4;38
30072,GA,4;47
30075,GA,4;38
30076,GA,4;38
30078,GA,4;48
30079,GA,4;44
30080,GA,4;38
30082,GA,4;39
30083,GA,4;43
30084,GA,4;41
30087,GA,4;45
30088,GA,4;46
30090,GA,4;36
30092,GA,4;39
30093,GA,4;39
30094,GA,4;53
30096,GA,4;41
30097,GA,4;41
30099,GA,4;40
30101,GA,4;38
30102,GA,4;36
30103,GA,4;30
30104,GA,4;35
30105,GA,4;27
30106,GA,4;41
30107,GA,4;38
30108,GA,4;39
30110,GA,4;39
30113,GA,4;35
30114,GA,4;37
30115,GA,4;40
30116,GA,4;42
30117,GA,4;40
30118,GA,4;43
30120,GA,4;34
30121,GA,4;35
30122,GA,4;39
30124,GA,4;31
30125,GA,4;32
30126,GA,4;39
30127,GA,4;40
30132,GA,4;38
30134,GA,4;40
30135,GA,4;41
30137,GA,4;36
30139,GA,4;28
30141,GA,4;41
30143,GA,4;33
30144,GA,4;35
30145,GA,4;32
30147,GA,4;33
30148,GA,4;34
30152,GA,4;38
30153,GA,4;37
30157,GA,4;39
30161,GA,4;32
30165,GA,4;31
30168,GA,4;39
30170,GA,4;42
30171,GA,4;29
30173,GA,4;34
30175,GA,4;29
30176,GA,4;34
30177,GA,4;36
30178,GA,4;34
30179,GA,4;41
30180,GA,4;41
30182,GA,4;38
30183,GA,4;33
30184,GA,4;35
30185,GA,4;42
30187,GA,4;41
30188,GA,4;38
30189,GA,4;37
30204,GA,4;55
30205,GA,4;48
30206,GA,4;52
30213,GA,4;43
30214,GA,4;47
30215,GA,4;48
30216,GA,4;56
30217,GA,4;44
30218,GA,4;49
30220,GA,4;47
30222,GA,4;49
30223,GA,4;51
30224,GA,4;54
30228,GA,4;50
30230,GA,4;48
30233,GA,4;56
30234,GA,4;55
30236,GA,4;48
30238,GA,4;47
30240,GA,4;47
30241,GA,4;47
30248,GA,4;53
30251,GA,4;49
30252,GA,4;53
30253,GA,4;50
30256,GA,4;55
30257,GA,4;56
30258,GA,4;53
30259,GA,4;47
30260,GA,4;44
30263,GA,4;44
30265,GA,4;46
30268,GA,4;44
30269,GA,4;46
30273,GA,4;47
30274,GA,4;44
30276,GA,4;48
30277,GA,4;47
30281,GA,4;50
30285,GA,4;55
30286,GA,4;54
30288,GA,4;43
30290,GA,4;45
30291,GA,4;43
30292,GA,4;51
30293,GA,4;51
30294,GA,4;46
30295,GA,4;56
30296,GA,4;43
30297,GA,4;42
30303,GA,4;42
30305,GA,4;37
30306,GA,4;39
30307,GA,4;39
30308,GA,4;42
30309,GA,4;40
30310,GA,4;39
30311,GA,4;38
30312,GA,4;42
30313,GA,4;42
30314,GA,4;42
30315,GA,4;39
30316,GA,4;44
30317,GA,4;44
30318,GA,4;40
30319,GA,4;37
30322,GA,4;39
30324,GA,4;39
30326,GA,4;36
30327,GA,4;37
30328,GA,4;37
30329,GA,4;39
30331,GA,4;40
30332,GA,4;42
30334,GA,4;42
30336,GA,4;41
30337,GA,4;36
30338,GA,4;37
30339,GA,4;37
30340,GA,4;39
30341,GA,4;38
30342,GA,4;37
30344,GA,4;39
30345,GA,4;39
30346,GA,4;38
30349,GA,4;42
30350,GA,4;37
30354,GA,4;36
30360,GA,4;36
30363,GA,4;42
30401,GA,4;67
30410,GA,4;70
30411,GA,4;67
30413,GA,4;68
30415,GA,4;65
30417,GA,4;64
30420,GA,4;69
30421,GA,4;66
30423,GA,4;65
30425,GA,4;68
30426,GA,4;64
30427,GA,4;61
30428,GA,4;67
30434,GA,4;67
30436,GA,4;66
30439,GA,4;68
30441,GA,4;68
30442,GA,4;67
30445,GA,4;69
30446,GA,4;65
30450,GA,4;69
30451,GA,4;67
30452,GA,4;68
30453,GA,4;63
30454,GA,4;67
30455,GA,4;65
30456,GA,4;65
30457,GA,4;67
30458,GA,4;68
30460,GA,4;68
30461,GA,4;67
30467,GA,4;66
30470,GA,4;67
30471,GA,4;69
30473,GA,4;67
30474,GA,4;69
30477,GA,4;68
30501,GA,4;60
30504,GA,4;55
30506,GA,4;51
30507,GA,4;60
30510,GA,4;64
30511,GA,4;65
30512,GA,4;26
30513,GA,4;18
30516,GA,4;69
30517,GA,4;55
30518,GA,4;44
30519,GA,4;50
30520,GA,4;69
30521,GA,4;67
30522,GA,4;20
30523,GA,4;53
30525,GA,4;49
30527,GA,4;51
30528,GA,4;41
30529,GA,4;63
30530,GA,4;63
30531,GA,4;62
30533,GA,4;40
30534,GA,4;39
30535,GA,4;58
30536,GA,4;28
30537,GA,4;45
30538,GA,4;69
30540,GA,4;20
30541,GA,4;10
30542,GA,4;53
30543,GA,4;63
30545,GA,4;38
30546,GA,4;32
30547,GA,4;65
30548,GA,4;56
30549,GA,4;59
30552,GA,4;53
30553,GA,4;71
30554,GA,4;59
30555,GA,4;11
30557,GA,4;70
30558,GA,4;63
30559,GA,4;17
30560,GA,4;20
30563,GA,4;66
30564,GA,4;49
30565,GA,4;61
30566,GA,4;54
30567,GA,4;60
30568,GA,4;42
30571,GA,4;45
30572,GA,4;27
30575,GA,4;59
30576,GA,4;53
30577,GA,4;69
30582,GA,4;24
30597,GA,4;45
30598,GA,4;66
30601,GA,4;59
30602,GA,4;57
30605,GA,4;58
30606,GA,4;56
30607,GA,4;58
30619,GA,4;58
30620,GA,4;53
30621,GA,4;56
30622,GA,4;57
30624,GA,4;65
30625,GA,4;60
30627,GA,4;62
30628,GA,4;60
30629,GA,4;62
30630,GA,4;60
30631,GA,4;62
30633,GA,4;63
30634,GA,4;67
30635,GA,4;65
30641,GA,4;56
30642,GA,4;60
30643,GA,4;68
30646,GA,4;61
30648,GA,4;60
30650,GA,4;58
30655,GA,4;55
30656,GA,4;54
30660,GA,4;61
30662,GA,4;66
30663,GA,4;58
30666,GA,4;57
30667,GA,4;59
30668,GA,4;63
30669,GA,4;59
30673,GA,4;64
30677,GA,4;57
30678,GA,4;62
30680,GA,4;55
30683,GA,4;59
30701,GA,4;26
30705,GA,4;20
30707,GA,4;22
30708,GA,4;17
30710,GA,4;25
30711,GA,4;17
30720,GA,4;25
30721,GA,4;24
30725,GA,4;19
30728,GA,4;26
30730,GA,4;31
30731,GA,4;24
30733,GA,4;28
30734,GA,4;26
30735,GA,4;24
30736,GA,4;27
30738,GA,4;21
30739,GA,4;27
30740,GA,4;28
30741,GA,4;22
30742,GA,4;21
30746,GA,4;26
30747,GA,4;27
30750,GA,4;19
30751,GA,4;18
30752,GA,4;20
30753,GA,4;26
30755,GA,4;27
30757,GA,4;19
30802,GA,4;64
30803,GA,4;66
30805,GA,4;61
30806,GA,4;66
30808,GA,4;63
30809,GA,4;61
30810,GA,4;66
30813,GA,4;62
30814,GA,4;63
30815,GA,4;63
30816,GA,4;64
30817,GA,4;65
30818,GA,4;60
30820,GA,4;66
30821,GA,4;63
30823,GA,4;62
30824,GA,4;64
30828,GA,4;65
30830,GA,4;65
30833,GA,4;64
30901,GA,4;61
30904,GA,4;60
30905,GA,4;60
30906,GA,4;63
30907,GA,4;62
30909,GA,4;61
30912,GA,4;56
31001,GA,4;66
31002,GA,4;67
31003,GA,4;66
31005,GA,4;63
31006,GA,4;52
31007,GA,4;61
31008,GA,4;60
31009,GA,4;65
31011,GA,4;67
31012,GA,4;65
31014,GA,4;65
31015,GA,4;66
31016,GA,4;56
31017,GA,4;66
31018,GA,4;68
31019,GA,4;65
31020,GA,4;63
31021,GA,4;66
31022,GA,4;65
31023,GA,4;66
31024,GA,4;61
31025,GA,4;62
31027,GA,4;67
31028,GA,4;61
31029,GA,4;56
31030,GA,4;58
31031,GA,4;64
31032,GA,4;59
31033,GA,4;62
31035,GA,4;69
31036,GA,4;65
31037,GA,4;67
31038,GA,4;59
31041,GA,4;56
31042,GA,4;66
31044,GA,4;65
31045,GA,4;64
31046,GA,4;56
31047,GA,4;62
31049,GA,4;67
31050,GA,4;54
31052,GA,4;59
31054,GA,4;65
31055,GA,4;68
31057,GA,4;58
31058,GA,4;49
31060,GA,4;69
31061,GA,4;64
31062,GA,4;65
31063,GA,4;58
31064,GA,4;59
31065,GA,4;66
31066,GA,4;57
31067,GA,4;68
31068,GA,4;56
31069,GA,4;60
31070,GA,4;67
31071,GA,4;64
31072,GA,4;66
31075,GA,4;66
31076,GA,4;54
31077,GA,4;68
31078,GA,4;54
31079,GA,4;66
31081,GA,4;53
31082,GA,4;65
31083,GA,4;66
31085,GA,4;59
31087,GA,4;64
31088,GA,4;62
31089,GA,4;67
31090,GA,4;67
31091,GA,4;66
31092,GA,4;64
31093,GA,4;61
31094,GA,4;66
31096,GA,4;68
31097,GA,4;54
31098,GA,4;61
31201,GA,4;61
31204,GA,4;59
31206,GA,4;61
31207,GA,4;59
31210,GA,4;59
31211,GA,4;60
31213,GA,4;59
31216,GA,4;62
31217,GA,4;62
31220,GA,4;60
31295,GA,4;60
31301,GA,4;64
31302,GA,4;64
31303,GA,4;66
31305,GA,4;80
31308,GA,4;62
31309,GA,4;66
31312,GA,4;64
31313,GA,4;62
31314,GA,4;60
31315,GA,4;62
31316,GA,4;64
31318,GA,4;64
31320,GA,4;76
31321,GA,4;62
31322,GA,4;65
31323,GA,4;66
31324,GA,4;75
31326,GA,4;65
31328,GA,4;96
31329,GA,4;66
31331,GA,4;75
31333,GA,4;62
31401,GA,4;70
