Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=VT
5602,VT,6.54,33774.0,6-1-2012,
5660,VT,6.54,32277.0,08/13/2012,
5358,VT,6.58,32900.0,01/30/2012,
5055,VT,6.6,48067,02/27/2006,
5855,VT,6.6,53754.35,11-1-2009,
5676,VT,6.66,36630.0,3-9-2011,
5058,VT,6.72,36909.45,03/18/2011,
5456,VT,6.72,27981.0,08/24/2012,
5759,VT,6.72,29952.0,06/27/2012,
5662,VT,6.75,58778,12/30/2008,
5142,VT,6.75,59128.0,10-8-2010,
5663,VT,6.75,34141.0,10-8-2011,
5452,VT,6.75,31225.0,03/26/2011,
5843,VT,6.765,34868.0,07/13/2011,
5363,VT,6.8,65503,10-1-2009,
5602,VT,6.84,54653,7-12-2007,
5443,VT,6.864,53175,1-11-2007,
5489,VT,6.867,,12-7-2012,
5674,VT,6.867,,12-5-2012,
5660,VT,6.867,33545.0,6-12-2012,
5468,VT,6.867,17071.0,06/29/2012,
5403,VT,6.867,34397.0,07/20/2012,
5602,VT,6.867,36344.0,08/26/2012,
5468,VT,6.867,42235.0,08/27/2012,
5465,VT,6.867,34716.0,07/18/2012,
5676,VT,6.867,33707.55,9-7-2012,
5676,VT,6.867,31433.0,10/23/2012,
5468,VT,6.867,37090.0,10-9-2012,
5602,VT,6.867,33285.0,10/19/2012,
5743,VT,6.88,46410.0,03/21/2012,
5035,VT,6.9,28105.0,08/23/2010,
5353,VT,6.9,46161.0,03/17/2011,
5477,VT,7,65167,03/16/2009,
5464,VT,7.0,48055.59,03/31/2010,
5445,VT,7.0,21375.0,12/30/2011,
5495,VT,7.0,32130.0,12-12-2011,
5445,VT,7.0,39630.0,03/19/2012,
5495,VT,7.0,34167.0,03/28/2012,
5487,VT,7.02,72228,07/17/2008,
5353,VT,7.14,32150.0,07/13/2010,
5440,VT,7.14,34819.0,1-12-2012,
5458,VT,7.14,44710.62,06/15/2012,
5456,VT,7.14,41725.0,07/20/2012,
5403,VT,7.2,35228.0,07/14/2010,
5682,VT,7.2,58988.0,4-4-2011,
5660,VT,7.2,32605.57,1-6-2011,
5446,VT,7.2,29500.0,10/18/2012,
5151,VT,7.278,77080.86,01/14/2005,
5446,VT,7.35,59670.84,9-3-2010,
5461,VT,7.35,58800.0,06/21/2011,
5495,VT,7.35,58800.0,04/28/2011,
5656,VT,7.35,58800.0,4-12-2011,
5602,VT,7.35,33660.0,06/29/2012,
5828,VT,7.35,30492.0,08/24/2012,
5346,VT,7.35,33475.0,11/30/2012,
5857,VT,7.36,30488.0,10-4-2012,
5660,VT,7.38,34474.0,05/28/2011,
5495,VT,7.38,26346.6,02/14/2011,
5446,VT,7.392,36921.0,09/27/2011,
5677,VT,7.4,31434.0,07/22/2011,
5446,VT,7.5,38500.0,11/15/2011,
5455,VT,7.5,32000.0,10-5-2012,
5676,VT,7.5,30000.0,11-6-2012,
5667,VT,7.5,26840.0,11-1-2012,
5672,VT,7.56,0.0,12/30/2010,
5346,VT,7.56,48546.0,12/15/2010,
5641,VT,7.59,38370.19,11/28/2011,
5468,VT,7.65,46400.0,12/18/2011,
5660,VT,7.7,,12/19/2012,
5490,VT,7.74,43548.0,10-5-2010,
5671,VT,7.77,37064.0,04/19/2011,
5760,VT,7.8,,11/24/2009,
5445,VT,7.8,62000.0,05/24/2010,
5001,VT,7.82,41234.0,11/24/2010,
5142,VT,7.82,43870.0,11-5-2010,
5602,VT,7.848,,10/28/2012,
5676,VT,7.848,,11-12-2012,
5602,VT,7.848,,12-7-2012,
5602,VT,7.848,,12/20/2012,
5648,VT,7.848,,12/26/2012,
5602,VT,7.848,19140.0,08/29/2012,
5468,VT,7.848,19123.0,07/25/2012,
5489,VT,7.848,19908.0,9-11-2012,
5489,VT,7.848,21416.0,09/27/2012,
5495,VT,7.848,43682.0,10-8-2012,
5494,VT,7.848,24804.0,12-4-2012,
5468,VT,7.848,42739.0,10/27/2012,
5055,VT,7.92,33660.0,3-8-2012,
5091,VT,7.92,39226.0,07/26/2012,
5461,VT,7.98,62000.0,01/21/2010,
5351,VT,7.99,43945.0,09/13/2011,
5486,VT,7.99,31480.0,01/24/2012,
5674,VT,8,53437.4,05/22/2009,
5495,VT,8.0,62000.0,11/18/2010,
5446,VT,8.0,62000.0,10-6-2010,
5602,VT,8.0,0.0,9-11-2010,
5660,VT,8.0,36720.0,1-11-2012,
5472,VT,8.05,33420.0,07/13/2012,
5260,VT,8.085,39106.39,06/15/2012,
5602,VT,8.1,60497.53,11-2-2010,
5346,VT,8.1,109297.0,10/20/2010,
5482,VT,8.1,36169.82,10-5-2010,
5495,VT,8.14,38176.6,03/31/2011,
5733,VT,8.16,44376.0,6-5-2010,
5495,VT,8.16,37520.0,11-5-2012,
5465,VT,8.175,,12-7-2012,
5672,VT,8.175,41498.0,10-11-2012,
5673,VT,8.2,80275,11/18/2009,
5673,VT,8.2,65725,06/24/2009,
5488,VT,8.225,31100.0,07/23/2012,
5672,VT,8.25,32650.0,08/20/2012,
5067,VT,8.28,49807.0,10/14/2010,
5037,VT,8.28,56008.75,6-10-2010,
5486,VT,8.28,37300.0,12/29/2011,
5860,VT,8.28,57191.91,08/31/2011,
5824,VT,8.28,47610.0,07/15/2011,
5059,VT,8.28,59578.24,07/13/2011,
5042,VT,8.28,50597.0,7-8-2011,
5091,VT,8.28,,06/22/2011,
5055,VT,8.28,40632.18,1-5-2011,
5841,VT,8.28,37260.0,6-1-2012,
5363,VT,8.28,42950.0,1-10-2012,
5822,VT,8.28,32159.73,09/19/2012,
5845,VT,8.28,37541.73,7-8-2012,
5301,VT,8.296,35289.0,01/18/2012,
5301,VT,8.33,44149.0,12/21/2012,
5143,VT,8.385,51514.0,04/13/2010,
5363,VT,8.4,62956,6-2-2009,
5445,VT,8.4,67200.0,12/19/2011,
5673,VT,8.4,67200.0,10/25/2011,
5450,VT,8.4,58800.0,10/15/2011,
5445,VT,8.4,67200.0,08/23/2011,
5462,VT,8.4,67200.0,07/22/2011,
5465,VT,8.4,58800.0,05/31/2011,
5495,VT,8.4,67200.0,05/25/2011,
5403,VT,8.4,67200.0,05/20/2011,
5487,VT,8.4,67200.0,5-4-2011,
5495,VT,8.4,67200.0,04/28/2011,
5658,VT,8.4,67200.0,04/19/2011,
5445,VT,8.4,67200.0,03/24/2011,
5482,VT,8.4,67200.0,03/17/2011,
5827,VT,8.4,67200.0,03/17/2011,
5495,VT,8.4,67200.0,03/16/2011,
5445,VT,8.4,54600.0,1-4-2012,
5841,VT,8.4,56000.0,7-6-2012,
5601,VT,8.4,56000.0,8-4-2012,
5602,VT,8.46,43146.0,01/18/2012,
5651,VT,8.46,43890.0,08/21/2012,
5482,VT,8.51,45183.0,03/22/2011,
5753,VT,8.55,71697,12/19/2008,
5255,VT,8.575,,12-6-2012,
5068,VT,8.575,33875.0,8-8-2012,
5673,VT,8.64,,12/31/2012,
5465,VT,8.64,45000.0,07/25/2011,
5461,VT,8.64,38516.0,07/18/2011,
5738,VT,8.64,31800.0,06/13/2012,
5753,VT,8.67,38250.0,11/27/2012,
5602,VT,8.68,62727.8,12-5-2008,
5452,VT,8.8,65117.46,10-2-2009,
5156,VT,8.82,41967.0,11-5-2012,
5701,VT,8.82,,12/31/2012,
5758,VT,8.82,43232.7,10-12-2011,
5083,VT,8.82,39678.0,06/15/2012,
5301,VT,8.82,39690.0,12/31/2012,
5091,VT,9,78640.66,09/26/2008,
5071,VT,9,78661,11-8-2007,
5641,VT,9.0,54310.0,11/18/2010,
5494,VT,9.0,45686.0,10/26/2011,
5674,VT,9.0,42414.0,10-6-2011,
5641,VT,9.0,46800.0,10/30/2012,
5486,VT,9.03,76202.0,01/27/2011,
5452,VT,9.156,51346.0,07/25/2012,
5403,VT,9.156,21786.0,07/20/2012,
5674,VT,9.156,22628.0,11-9-2012,
5849,VT,9.18,57256.0,11-1-2012,
5055,VT,9.18,39800.0,11-9-2012,
5641,VT,9.2,46000.0,12/29/2012,
5401,VT,9.31,20763.0,08/24/2012,
5464,VT,9.36,39903.14,06/29/2012,
5753,VT,9.46,59452.0,06/15/2011,
5346,VT,9.555,37485.0,9-1-2012,
5033,VT,9.6,61085,11-5-2009,
5445,VT,9.6,53664.0,02/24/2012,
5070,VT,9.66,0.0,12/24/2010,
5465,VT,9.66,48819.0,10-4-2010,
5602,VT,9.81,,7-10-2012,
5677,VT,9.81,45239.0,08/16/2012,
5674,VT,9.81,45965.0,9-7-2012,
5734,VT,9.9,46841.0,12-6-2010,
5651,VT,9.9,52767.0,08/24/2010,
5077,VT,9.9,69847.0,08/22/2011,
5650,VT,10.0,,12/24/2012,
5346,VT,10.0,63735.0,12/13/2012,
5455,VT,10.0,55550.0,12/30/2011,
5462,VT,10.0,62318.0,12/27/2011,
5495,VT,10.0,45500.0,01/26/2012,
5482,VT,10.0,54500.0,04/18/2012,
5440,VT,10.0,51823.0,10/19/2012,
5403,VT,10.0,40000.0,09/27/2012,
5301,VT,10.045,40180.0,12/31/2012,
5401,VT,10.08,0.0,12/29/2010,
5494,VT,10.08,59800.0,5-3-2011,
5030,VT,10.12,54451.0,06/20/2011,
5033,VT,10.12,59760.0,2-10-2011,
5458,VT,10.12,25762.0,7-5-2012,
5487,VT,10.2,50809.59,11/21/2012,
5149,VT,10.2,54127.0,08/13/2012,
5455,VT,10.2,37042.0,6-8-2012,
5462,VT,10.2,33525.0,08/20/2012,
5350,VT,10.26,65627.0,06/28/2010,
5445,VT,10.5,47775.0,12/27/2011,
5001,VT,10.56,56161,12/28/2005,
5091,VT,10.56,61538.46,04/26/2011,
5733,VT,10.56,52694.0,2-11-2011,
5495,VT,10.71,53400.0,9-10-2012,
5301,VT,10.8,82300,05/16/2008,
5350,VT,10.8,65627.0,06/16/2010,
5676,VT,10.965,43000.0,11/13/2012,
5048,VT,11.04,67974.0,07/28/2011,
5465,VT,11.04,77280.0,07/19/2011,
5346,VT,11.04,94000.0,06/27/2011,
5085,VT,11.25,67613.0,2-8-2011,
5301,VT,11.28,63688.0,01/30/2012,
5346,VT,11.28,79750.0,11/17/2011,
5148,VT,11.28,75000.0,11-4-2011,
5346,VT,11.28,61120.0,11-2-2011,
5156,VT,11.28,66640.0,10-10-2011,
5354,VT,11.28,66640.0,8-12-2011,
5345,VT,11.28,66640.0,8-1-2011,
5032,VT,11.28,50932.0,01/16/2012,
5462,VT,11.28,78960.0,05/31/2012,
5766,VT,11.28,78960.0,7-2-2012,
5753,VT,11.4,93000.0,06/16/2010,
5477,VT,11.445,56720.0,10-8-2012,
5751,VT,11.52,46450.0,07/25/2012,
5143,VT,11.52,56304.0,10/25/2012,
5482,VT,11.7,53235.0,08/31/2011,
5345,VT,11.73,64867.0,04/20/2011,
5654,VT,11.75,52706.0,10-5-2011,
5359,VT,11.76,,11/19/2012,
5346,VT,11.76,58800.0,09/20/2012,
5491,VT,11.76,73320.0,12/22/2012,
5672,VT,11.772,,12-3-2012,
5452,VT,11.772,59401.0,8-8-2012,
5495,VT,11.772,62377.0,12-3-2012,
5658,VT,11.96,60760.0,08/14/2012,
5641,VT,11.96,28232.0,10/24/2012,
5477,VT,12.0,55000.0,12/31/2012,
5301,VT,12.22,57114.0,12-9-2011,
5067,VT,12.24,,12-1-2011,
5753,VT,12.24,71000.0,01/16/2012,
5091,VT,12.24,45000.0,09/22/2012,
5489,VT,12.3,84194,08/27/2009,
5454,VT,12.5,86800,3-9-2009,
5660,VT,12.6,132380,01/16/2009,
5478,VT,12.6,77490.0,02/22/2011,
5346,VT,12.6,103500.0,01/14/2011,
5487,VT,12.6,94500.0,6-7-2012,
5452,VT,12.65,76923.07,12-7-2010,
5055,VT,12.9,97975,3-6-2008,
5356,VT,13.2,81785.0,05/31/2011,
5301,VT,13.23,55556.0,12/28/2012,
5672,VT,13.3,127222,2-8-2008,
5001,VT,13.5,65530.0,06/22/2012,
5477,VT,13.76,76476.54,07/20/2011,
5641,VT,13.8,75900.0,11-9-2012,
5661,VT,14.4,121606.18,12-12-2010,
5672,VT,14.4,70220.0,01/30/2012,
5356,VT,14.82,152950,12/19/2008,
5676,VT,14.85,76923.0,8-2-2010,
5495,VT,15.0,,09/27/2010,
5462,VT,15.12,133618.72,07/24/2008,
5068,VT,15.18,76923.08,02/17/2011,
5676,VT,15.25,58000.0,05/29/2012,
5301,VT,15.275,56554.0,11-10-2011,
5848,VT,15.3,0.0,11/26/2010,
5161,VT,15.3,69800.0,07/30/2012,
5346,VT,15.36,113664.0,6-7-2012,
5672,VT,15.48,94802.0,5-2-2011,
5262,VT,15.51,65000.0,09/28/2011,
5602,VT,16.1,88900.0,01/27/2012,
5680,VT,16.17,54909.0,10/31/2012,
5346,VT,16.2,0.0,12/26/2010,
5673,VT,16.3,144347,01/21/2009,
5661,VT,16.56,115920.0,10/19/2011,
5857,VT,16.56,28042.61,11/15/2012,
5461,VT,16.56,70020.0,8-2-2012,
5443,VT,16.8,169433,10-12-2007,
5677,VT,16.8,134400.0,12/20/2011,
5677,VT,16.8,117600.0,06/23/2011,
5819,VT,16.8,85390.0,01/20/2012,
5255,VT,16.92,95601.07,12/28/2011,
5346,VT,16.92,99760.0,9-6-2011,
5156,VT,16.92,95217.0,7-12-2011,
5301,VT,16.92,82062.0,6-1-2012,
5346,VT,16.92,71656.0,04/25/2012,
5446,VT,16.94,70500.0,12/20/2011,
5301,VT,17.331,79902.0,11/16/2012,
5482,VT,17.6,125427.21,9-1-2009,
5658,VT,18.0,97020.0,01/25/2013,
5452,VT,18.144,85600.0,10/16/2010,
5478,VT,18.36,99444.0,12-10-2012,
5753,VT,20.16,142197.12,02/21/2011,
5201,VT,20.68,98304.57,01/30/2012,
5301,VT,21.6,109080.0,12-3-2010,
5495,VT,21.6,112420.0,09/14/2010,
5661,VT,22.08,171120.0,11/16/2010,
5751,VT,22.08,92322.0,10/26/2010,
5158,VT,22.08,176640.0,12/29/2011,
5672,VT,22.56,157920.0,12-2-2011,
5143,VT,22.56,101144.04,01/26/2012,
5768,VT,22.8,141500,10/15/2009,
5445,VT,22.95,105730.0,10/14/2010,
5301,VT,23.5,110544.0,09/20/2012,
5445,VT,24.0,128375.0,05/17/2012,
5401,VT,24.48,155608.0,01/30/2012,
5401,VT,25.425,144710.0,01/24/2011,
5401,VT,26.91,137241.0,07/14/2011,
5478,VT,27.0,112990.0,10/31/2012,
5673,VT,28.0,217000.0,04/19/2010,
5346,VT,28.2,179400.0,8-12-2011,
5346,VT,28.29,199000.0,11/30/2010,
5486,VT,28.35,157916.0,10-2-2012,
5735,VT,28.8,140300.0,7-3-2012,
5403,VT,28.905,139700.0,08/17/2011,
5495,VT,29.12,165000.0,7-11-2011,
5602,VT,30.0,,6-9-1997,
5476,VT,30.36,146278.0,09/29/2010,
5301,VT,30.6,146660.0,10/26/2012,
5401,VT,31.28,187000.0,08/20/2010,
5201,VT,31.68,139200.0,08/20/2012,
5001,VT,32.0,,12/17/2010,
5403,VT,32.16,135989.0,08/24/2012,
5871,VT,32.34,,07/17/2013,
5346,VT,33.12,184000.0,11/27/2011,
5443,VT,33.84,,12/31/2012,
5465,VT,33.84,219456.0,12/17/2011,
5301,VT,33.84,140000.0,11-11-2011,
5301,VT,33.84,164809.0,11-7-2011,
5346,VT,33.84,199000.0,10/25/2011,
5401,VT,34.38,,10/21/2010,
5672,VT,34.4,75149.0,06/14/2011,
5764,VT,34.56,207760.0,12/19/2011,
5677,VT,35.54,,12/21/2011,
5443,VT,36.0,217284.0,07/27/2012,
5401,VT,36.19,216920.0,01/31/2011,
5346,VT,36.8,,10-10-2009,
5489,VT,37.62,99435.72,10-5-2007,
5701,VT,39.6,178112.0,01/25/2012,
5482,VT,40.32,,8-3-2010,
5774,VT,40.32,158765.0,1-5-2012,
5401,VT,40.768,224650.0,7-12-2011,
5673,VT,42.0,336000.0,12/15/2011,
5670,VT,43.2,187087.0,01/26/2012,
5091,VT,44.8,217134.0,10/28/2010,
5640,VT,46.44,118965.0,01/26/2012,
5701,VT,50.16,400000.0,01/15/2010,
5443,VT,50.4,352800.0,10/31/2012,
5401,VT,50.76,185281.0,10/31/2012,
5346,VT,52.92,300000.0,6-6-2012,
5733,VT,56.4,270720.0,12-10-2012,
5656,VT,56.4,270720.0,10/25/2012,
5033,VT,58.0,,6-5-2009,
5770,VT,58.8,411600.0,12/22/2011,
5477,VT,58.8,411600.0,11-11-2011,
5091,VT,58.8,411600.0,03/19/2012,
5770,VT,58.8,411600.0,05/31/2012,
5091,VT,59.0,,03/19/2012,
5158,VT,59.616,392500.0,10/25/2010,
5701,VT,59.8,195000.0,08/17/2012,
5602,VT,62.4,220000.0,12/19/2012,
5060,VT,87.36,298250.0,11-2-2012,
5060,VT,87.4,,09/25/2012,
5401,VT,91.875,317007.0,2-8-2012,
5403,VT,95.76,,07/23/2010,
5701,VT,98.28,,01/21/2014,
5487,VT,100.0,589000.0,09/30/2010,
5001,VT,100.0,,12-10-2009,
5676,VT,100.1,,08/14/2009,
5661,VT,108.0,,12/31/2012,
5770,VT,120.0,,8-2-2012,
5408,VT,137.445,588728.0,2-8-2012,
5674,VT,138.9,,01/14/2015,
5701,VT,140.4,,01/14/2014,
5461,VT,141.36,1086000.0,12-1-2010,
5753,VT,143.0,,02/21/2012,
5461,VT,144.0,,09/26/2009,
5701,VT,146.64,760000.0,12/31/2012,
5677,VT,146.64,703872.0,11/30/2012,
5408,VT,147.0,1160640.0,12/16/2011,
5403,VT,147.84,785747.98,05/27/2011,
5753,VT,147.84,546893.0,01/25/2012,
5156,VT,148.5,,12-8-2012,
5701,VT,150.0,,5-9-2014,
5677,VT,150.0,,11/29/2012,
5495,VT,152.88,760000.0,12/31/2012,
5701,VT,155.48,423000.0,12/14/2012,
5156,VT,209.664,,12-2-2010,
5150,VT,357.6,1297000.0,10/17/2012,
5150,VT,382.8,1300000.0,10/23/2012,
5602,VT,500.0,,12/15/2014,
5491,VT,1046.65,5000000.0,11/30/2010,
5403,VT,1420.5,8800000.0,10-1-2011,
5403,VT,2154.48,11987126.0,07/27/2011,
5068,VT,2199.26,11000000.0,07/31/2012,
5261,VT,2307.0,10000000.0,12-1-2012,
5485,VT,2400.0,,12/13/2013,
5472,VT,2494.69,,9-4-2013,
5301,VT,2500.0,,10-8-2014,
5679,VT,2513.28,10000000.0,12-1-2012,
5001,VT,2522.52,10500000.0,10/19/2012,
5482,VT,2960.0,,2-11-2014,
